model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	load_lines	full	4	3	0	1	0.330784	0.373088
gqa2	load_lines	nowait	4	3	0	0	0.329280	0.349856
gqa2	load_lines	neither	4	3	0	0	0.328736	0.297984
gqa2	load_lines	l1nosync	4	3	0	0	0.298368	0.372928
gqa2	cluster	full	4	3	0	1	0.329120	0.397536
gqa2	cluster	nowait	4	3	0	0	0.332416	0.371296
gqa2	cluster	neither	4	3	0	0	0.331392	0.291168
gqa2	cluster	l1nosync	4	3	0	0	0.298976	0.395904
gqa2	load_lines	nowait	4	3	1	0	0.331200	0.349088
gqa2	load_lines	neither	4	3	1	0	0.329024	0.297504
gqa2	load_lines	l1nosync	4	3	1	0	0.298112	0.371488
gqa2	cluster	full	4	3	1	1	0.329824	0.397568
gqa2	cluster	nowait	4	3	1	0	0.331712	0.372832
gqa2	cluster	neither	4	3	1	0	0.329408	0.291040
gqa2	cluster	l1nosync	4	3	1	0	0.299392	0.395904
gqa2	load_lines	full	4	3	1	1	0.331040	0.370976
gqa2	load_lines	neither	4	3	2	0	0.328448	0.296864
gqa2	load_lines	l1nosync	4	3	2	0	0.297856	0.372928
gqa2	cluster	full	4	3	2	1	0.329664	0.396960
gqa2	cluster	nowait	4	3	2	0	0.330272	0.372800
gqa2	cluster	neither	4	3	2	0	0.329984	0.291424
gqa2	cluster	l1nosync	4	3	2	0	0.299264	0.397056
gqa2	load_lines	full	4	3	2	1	0.330400	0.372544
gqa2	load_lines	nowait	4	3	2	0	0.329280	0.348832
gqa2	load_lines	l1nosync	4	3	3	0	0.297504	0.372576
gqa2	cluster	full	4	3	3	1	0.330080	0.397344
gqa2	cluster	nowait	4	3	3	0	0.331552	0.372128
gqa2	cluster	neither	4	3	3	0	0.331360	0.291872
gqa2	cluster	l1nosync	4	3	3	0	0.299168	0.397920
gqa2	load_lines	full	4	3	3	1	0.328960	0.371328
gqa2	load_lines	nowait	4	3	3	0	0.328352	0.348160
gqa2	load_lines	neither	4	3	3	0	0.329376	0.297568
gqa2	cluster	full	4	3	4	1	0.331488	0.397984
gqa2	cluster	nowait	4	3	4	0	0.328896	0.372864
gqa2	cluster	neither	4	3	4	0	0.330528	0.291072
gqa2	cluster	l1nosync	4	3	4	0	0.298656	0.397760
gqa2	load_lines	full	4	3	4	1	0.329088	0.371072
gqa2	load_lines	nowait	4	3	4	0	0.328736	0.347936
gqa2	load_lines	neither	4	3	4	0	0.328736	0.299616
gqa2	load_lines	l1nosync	4	3	4	0	0.298688	0.372064
gqa2	cluster	nowait	4	3	5	0	0.332160	0.373344
gqa2	cluster	neither	4	3	5	0	0.331168	0.291360
gqa2	cluster	l1nosync	4	3	5	0	0.299616	0.397504
gqa2	load_lines	full	4	3	5	1	0.328512	0.372672
gqa2	load_lines	nowait	4	3	5	0	0.331200	0.348192
gqa2	load_lines	neither	4	3	5	0	0.328896	0.299520
gqa2	load_lines	l1nosync	4	3	5	0	0.298336	0.373120
gqa2	cluster	full	4	3	5	1	0.332128	0.398080
gqa2	cluster	neither	4	3	6	0	0.330464	0.291456
gqa2	cluster	l1nosync	4	3	6	0	0.300096	0.396512
gqa2	load_lines	full	4	3	6	1	0.331744	0.373856
gqa2	load_lines	nowait	4	3	6	0	0.328832	0.348288
gqa2	load_lines	neither	4	3	6	0	0.330912	0.299776
gqa2	load_lines	l1nosync	4	3	6	0	0.299392	0.372640
gqa2	cluster	full	4	3	6	1	0.332672	0.397824
gqa2	cluster	nowait	4	3	6	0	0.332064	0.373664
gqa2	cluster	l1nosync	4	3	7	0	0.301024	0.399392
gqa2	load_lines	full	4	3	7	1	0.342368	0.374432
gqa2	load_lines	nowait	4	3	7	0	0.330496	0.349760
gqa2	load_lines	neither	4	3	7	0	0.329920	0.301088
gqa2	load_lines	l1nosync	4	3	7	0	0.299488	0.374016
gqa2	cluster	full	4	3	7	1	0.331808	0.398848
gqa2	cluster	nowait	4	3	7	0	0.329920	0.373280
gqa2	cluster	neither	4	3	7	0	0.331936	0.291648
gqa2	load_lines	full	4	3	8	1	0.329056	0.372864
gqa2	load_lines	nowait	4	3	8	0	0.331008	0.348576
gqa2	load_lines	neither	4	3	8	0	0.330816	0.297792
gqa2	load_lines	l1nosync	4	3	8	0	0.298368	0.372864
gqa2	cluster	full	4	3	8	1	0.330240	0.398496
gqa2	cluster	nowait	4	3	8	0	0.332480	0.374176
gqa2	cluster	neither	4	3	8	0	0.330432	0.291264
gqa2	cluster	l1nosync	4	3	8	0	0.298912	0.397888
gqa2	load_lines	nowait	4	3	9	0	0.330816	0.347872
gqa2	load_lines	neither	4	3	9	0	0.329280	0.299424
gqa2	load_lines	l1nosync	4	3	9	0	0.298496	0.370592
