slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572718412872704	52842159351290	1789572718412873728	52842159352531	1789572718412873728	52842159352531	1789572718412874752	52842159355077	1789572718412874752	52842159356754	1789572718412874752	52842159356887	0	0	0	0
1	0	32	16	32	1	3072	1789572718412877824	52842159363742	1789572718412878848	52842159365979	1789572718412878848	52842159366771	1789572718412886016	52842159384268	1789572718412887040	52842159386452	1789572718412887040	52842159386742	52842159366908	52842159384111	6324	16
2	2	0	0	0	1	0	1789572718412891136	52842159395720	1789572718412891136	52842159397156	1789572718412891136	52842159397156	1789572718412892160	52842159399165	1789572718412892160	52842159399197	1789572718412892160	52842159399724	0	0	0	0
3	2	0	0	0	1	0	1789572718412895232	52842159405992	1789572718412895232	52842159407451	1789572718412895232	52842159407451	1789572718412896256	52842159409074	1789572718412896256	52842159409104	1789572718412896256	52842159409236	0	0	0	0
4	3	0	0	0	1	0	1789572718412898304	52842159415281	1789572718412899328	52842159416909	1789572718412899328	52842159416909	1789572718412899328	52842159418091	1789572718412899328	52842159418126	1789572718412899328	52842159418272	0	0	0	0
5	5	0	0	0	1	0	1789572718412905472	52842159431645	1789572718412905472	52842159433838	1789572718412905472	52842159433838	1789572718412931072	52842159498181	1789572718412931072	52842159498218	1789572718412932096	52842159498356	0	0	0	0
6	0	32	16	32	1	3072	1789572718412936192	52842159510031	1789572718412937216	52842159512314	1789572718412937216	52842159513401	1789572718412945408	52842159533986	1789572718412947456	52842159537639	1789572718412947456	52842159537770	52842159513426	52842159533899	13372	16
7	1	0	0	0	1	0	1789572718412950528	52842159545105	1789572718412950528	52842159546672	1789572718412950528	52842159546672	1789572718412951552	52842159548993	1789572718412952576	52842159551817	1789572718412952576	52842159551950	0	0	0	0
8	0	32	16	32	1	3072	1789572718412955648	52842159559583	1789572718412956672	52842159561861	1789572718412957696	52842159562866	1789572718412964864	52842159581834	1789572718412965888	52842159584032	1789572718412965888	52842159584212	52842159563204	52842159581656	7673	16
9	4	0	0	0	1	0	1789572718412976128	52842159610076	1789572718412977152	52842159612084	1789572718412977152	52842159612084	1789572718412979200	52842159618987	1789572718412979200	52842159619017	1789572718412979200	52842159619146	0	0	0	0
10	0	32	16	32	1	3072	1789572718412982272	52842159626571	1789572718412983296	52842159627900	1789572718412983296	52842159628920	1789572718412997632	52842159664391	1789572718412999680	52842159669701	1789572718412999680	52842159669931	52842159628945	52842159664121	17809	32
11	1	0	0	0	1	0	1789572718413003776	52842159678753	1789572718413003776	52842159680054	1789572718413003776	52842159680054	1789572718413004800	52842159682602	1789572718413005824	52842159684435	1789572718413005824	52842159684583	0	0	0	0
12	0	32	16	32	1	3072	1789572718413007872	52842159689952	1789572718413008896	52842159692312	1789572718413008896	52842159693185	1789572718413016064	52842159709937	1789572718413017088	52842159712637	1789572718413017088	52842159712783	52842159693257	52842159709783	6673	16
13	2	0	0	0	1	0	1789572718413021184	52842159724777	1789572718413022208	52842159726062	1789572718413022208	52842159726062	1789572718413023232	52842159728229	1789572718413023232	52842159728261	1789572718413023232	52842159728424	0	0	0	0
14	2	0	0	0	1	0	1789572718413026304	52842159736393	1789572718413027328	52842159737803	1789572718413027328	52842159737803	1789572718413027328	52842159739458	1789572718413027328	52842159739488	1789572718413027328	52842159739641	0	0	0	0
15	3	0	0	0	1	0	1789572718413028352	52842159742663	1789572718413029376	52842159743836	1789572718413029376	52842159743836	1789572718413029376	52842159745095	1789572718413029376	52842159745125	1789572718413029376	52842159745288	0	0	0	0
16	5	0	0	0	1	0	1789572718413035520	52842159760523	1789572718413036544	52842159762434	1789572718413036544	52842159762434	1789572718413062144	52842159827011	1789572718413062144	52842159827041	1789572718413062144	52842159827178	0	0	0	0
17	0	32	16	32	1	3072	1789572718413067264	52842159840579	1789572718413068288	52842159842150	1789572718413068288	52842159843140	1789572718413077504	52842159864599	1789572718413078528	52842159868529	1789572718413078528	52842159868659	52842159843431	52842159864486	10758	16
18	1	0	0	0	1	0	1789572718413082624	52842159877210	1789572718413082624	52842159878674	1789572718413082624	52842159878674	1789572718413083648	52842159881672	1789572718413084672	52842159883157	1789572718413084672	52842159883297	0	0	0	0
19	0	32	16	32	1	3072	1789572718413087744	52842159891009	1789572718413088768	52842159892551	1789572718413088768	52842159893919	1789572718413096960	52842159912895	1789572718413097984	52842159915424	1789572718413097984	52842159915707	52842159893944	52842159912730	8811	16
20	4	0	0	0	1	0	1789572718413106176	52842159938308	1789572718413107200	52842159939685	1789572718413107200	52842159939685	1789572718413110272	52842159946789	1789572718413110272	52842159946819	1789572718413110272	52842159946949	0	0	0	0
21	0	32	16	32	1	3072	1789572718413112320	52842159953081	1789572718413113344	52842159955252	1789572718413113344	52842159956325	1789572718413128704	52842159993440	1789572718413129728	52842159997151	1789572718413129728	52842159997281	52842159956350	52842159993211	16672	32
22	1	0	0	0	1	0	1789572718413133824	52842160007263	1789572718413134848	52842160008764	1789572718413134848	52842160008764	1789572718413135872	52842160011404	1789572718413135872	52842160013094	1789572718413136896	52842160013228	0	0	0	0
23	0	32	16	32	1	3072	1789572718413137920	52842160018184	1789572718413138944	52842160020520	1789572718413139968	52842160021606	1789572718413146112	52842160038115	1789572718413147136	52842160040613	1789572718413147136	52842160041012	52842160021631	52842160038001	6957	16
24	2	0	0	0	1	0	1789572718413155328	52842160059587	1789572718413155328	52842160060927	1789572718413155328	52842160060927	1789572718413156352	52842160063188	1789572718413156352	52842160063219	1789572718413156352	52842160063722	0	0	0	0
25	2	0	0	0	1	0	1789572718413159424	52842160071030	1789572718413160448	52842160072432	1789572718413160448	52842160072432	1789572718413160448	52842160074108	1789572718413160448	52842160074145	1789572718413160448	52842160074277	0	0	0	0
26	3	0	0	0	1	0	1789572718413163520	52842160080356	1789572718413163520	52842160081750	1789572718413163520	52842160081750	1789572718413164544	52842160083100	1789572718413164544	52842160083137	1789572718413164544	52842160083268	0	0	0	0
27	5	0	0	0	1	0	1789572718413167616	52842160091302	1789572718413168640	52842160093180	1789572718413168640	52842160093180	1789572718413194240	52842160158292	1789572718413194240	52842160158322	1789572718413194240	52842160158453	0	0	0	0
28	0	32	16	32	1	3072	1789572718413200384	52842160173295	1789572718413201408	52842160176793	1789572718413202432	52842160177886	1789572718413210624	52842160198711	1789572718413211648	52842160202284	1789572718413211648	52842160202637	52842160178037	52842160198543	6021	16
29	1	0	0	0	1	0	1789572718413215744	52842160211471	1789572718413215744	52842160213172	1789572718413215744	52842160213172	1789572718413216768	52842160215874	1789572718413217792	52842160218465	1789572718413217792	52842160218603	0	0	0	0
30	0	32	16	32	1	3072	1789572718413220864	52842160225273	1789572718413221888	52842160228098	1789572718413221888	52842160229038	1789572718413229056	52842160247199	1789572718413231104	52842160250817	1789572718413231104	52842160250964	52842160229154	52842160246949	7211	16
31	4	0	0	0	1	0	1789572718413239296	52842160271568	1789572718413240320	52842160273184	1789572718413240320	52842160273184	1789572718413242368	52842160279897	1789572718413242368	52842160279927	1789572718413242368	52842160280061	0	0	0	0
32	0	32	16	32	1	3072	1789572718413245440	52842160286569	1789572718413246464	52842160289346	1789572718413246464	52842160290229	1789572718413261824	52842160327206	1789572718413262848	52842160331350	1789572718413262848	52842160331504	52842160290528	52842160326984	15022	32
33	1	0	0	0	1	0	1789572718413267968	52842160344280	1789572718413267968	52842160345110	1789572718413267968	52842160345110	1789572718413270016	52842160347997	1789572718413270016	52842160349818	1789572718413270016	52842160349951	0	0	0	0
34	0	32	16	32	1	3072	1789572718413272064	52842160355444	1789572718413273088	52842160357834	1789572718413274112	52842160358992	1789572718413280256	52842160375453	1789572718413281280	52842160377841	1789572718413281280	52842160378275	52842160359017	52842160375298	7010	16
35	2	0	0	0	1	0	1789572718413286400	52842160390961	1789572718413287424	52842160392290	1789572718413287424	52842160392290	1789572718413288448	52842160394204	1789572718413288448	52842160394235	1789572718413288448	52842160394802	0	0	0	0
36	2	0	0	0	1	0	1789572718413290496	52842160400808	1789572718413291520	52842160402248	1789572718413291520	52842160402248	1789572718413291520	52842160404149	1789572718413291520	52842160404180	1789572718413292544	52842160404312	0	0	0	0
37	3	0	0	0	1	0	1789572718413293568	52842160408269	1789572718413294592	52842160409498	1789572718413294592	52842160409498	1789572718413294592	52842160411014	1789572718413294592	52842160411064	1789572718413294592	52842160411193	0	0	0	0
38	5	0	0	0	1	0	1789572718413303808	52842160434677	1789572718413304832	52842160436569	1789572718413304832	52842160436569	1789572718413330432	52842160500820	1789572718413330432	52842160500850	1789572718413330432	52842160500981	0	0	0	0
39	0	32	16	32	1	3072	1789572718413335552	52842160513675	1789572718413336576	52842160516049	1789572718413336576	52842160517020	1789572718413345792	52842160538639	1789572718413346816	52842160541192	1789572718413346816	52842160541514	52842160517045	52842160538488	6905	16
40	1	0	0	0	1	0	1789572718413349888	52842160550580	1789572718413350912	52842160551698	1789572718413350912	52842160551698	1789572718413351936	52842160553796	1789572718413351936	52842160556040	1789572718413351936	52842160556183	0	0	0	0
41	0	32	16	32	1	3072	1789572718413355008	52842160563716	1789572718413356032	52842160565499	1789572718413356032	52842160566406	1789572718413364224	52842160584711	1789572718413365248	52842160587550	1789572718413365248	52842160587949	52842160566589	52842160584490	7911	16
42	4	0	0	0	1	0	1789572718413373440	52842160607908	1789572718413373440	52842160609195	1789572718413373440	52842160609195	1789572718413376512	52842160615977	1789572718413376512	52842160616007	1789572718413376512	52842160616137	0	0	0	0
43	0	32	16	32	1	3072	1789572718413378560	52842160621206	1789572718413379584	52842160623470	1789572718413379584	52842160624382	1789572718413392896	52842160657296	1789572718413393920	52842160661130	1789572718413393920	52842160661293	52842160624400	52842160657095	12906	32
44	1	0	0	0	1	0	1789572718412872704	52842159351326	1789572718412873728	52842159352556	1789572718412873728	52842159352556	1789572718412874752	52842159356285	1789572718412874752	52842159357053	1789572718412874752	52842159357185	0	0	0	0
45	0	32	16	32	1	3072	1789572718412877824	52842159363686	1789572718412878848	52842159366051	1789572718412878848	52842159367078	1789572718412887040	52842159385656	1789572718412887040	52842159386853	1789572718412887040	52842159387125	52842159367366	52842159385499	6024	16
46	2	0	0	0	1	0	1789572718412891136	52842159395757	1789572718412891136	52842159397210	1789572718412891136	52842159397210	1789572718412892160	52842159399204	1789572718412892160	52842159399238	1789572718412892160	52842159399729	0	0	0	0
47	2	0	0	0	1	0	1789572718412895232	52842159406007	1789572718412895232	52842159407463	1789572718412895232	52842159407463	1789572718412896256	52842159409417	1789572718412896256	52842159409447	1789572718412896256	52842159409654	0	0	0	0
48	3	0	0	0	1	0	1789572718412898304	52842159415242	1789572718412899328	52842159416960	1789572718412899328	52842159416960	1789572718412899328	52842159418113	1789572718412899328	52842159418144	1789572718412899328	52842159418275	0	0	0	0
49	5	0	0	0	1	0	1789572718412905472	52842159432323	1789572718412905472	52842159433952	1789572718412905472	52842159433952	1789572718412932096	52842159498985	1789572718412932096	52842159499024	1789572718412932096	52842159499155	0	0	0	0
50	0	32	16	32	1	3072	1789572718412936192	52842159510006	1789572718412937216	52842159512402	1789572718412937216	52842159513407	1789572718412946432	52842159534872	1789572718412947456	52842159537790	1789572718412947456	52842159537919	52842159513560	52842159534655	9135	16
51	1	0	0	0	1	0	1789572718412950528	52842159546003	1789572718412950528	52842159546862	1789572718412950528	52842159546862	1789572718412951552	52842159549025	1789572718412952576	52842159551810	1789572718412952576	52842159551943	0	0	0	0
52	0	32	16	32	1	3072	1789572718412955648	52842159559078	1789572718412956672	52842159561917	1789572718412957696	52842159562893	1789572718412965888	52842159583598	1789572718412965888	52842159585159	1789572718412965888	52842159585363	52842159563621	52842159583251	7090	16
53	4	0	0	0	1	0	1789572718412976128	52842159610817	1789572718412977152	52842159611700	1789572718412977152	52842159611700	1789572718412979200	52842159618250	1789572718412979200	52842159618280	1789572718412979200	52842159618411	0	0	0	0
54	0	32	16	32	1	3072	1789572718412982272	52842159625347	1789572718412983296	52842159627825	1789572718412983296	52842159628917	1789572718412998656	52842159665872	1789572718412999680	52842159669233	1789572718412999680	52842159669364	52842159629096	52842159665622	13559	32
55	1	0	0	0	1	0	1789572718413003776	52842159678693	1789572718413003776	52842159680659	1789572718413003776	52842159680659	1789572718413004800	52842159682941	1789572718413005824	52842159684431	1789572718413005824	52842159684572	0	0	0	0
56	0	32	16	32	1	3072	1789572718413007872	52842159689980	1789572718413008896	52842159692407	1789572718413008896	52842159693616	1789572718413016064	52842159710422	1789572718413017088	52842159712719	1789572718413017088	52842159713001	52842159693702	52842159710315	5721	16
57	2	0	0	0	1	0	1789572718413021184	52842159724789	1789572718413022208	52842159726306	1789572718413022208	52842159726306	1789572718413023232	52842159728332	1789572718413023232	52842159728365	1789572718413023232	52842159728518	0	0	0	0
58	2	0	0	0	1	0	1789572718413026304	52842159736315	1789572718413027328	52842159737826	1789572718413027328	52842159737826	1789572718413027328	52842159740067	1789572718413027328	52842159740097	1789572718413027328	52842159740226	0	0	0	0
