stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	l0.s00.norm	rmsnorm	4	0	3280.7856152256199	0	8518.9365398786031	307.69231034077529	4296.5136106831023
1	l0.s01.proj	gemm	32	4516.1974162256201	11412.971775840484	56459.782751010214	68915.092479721876	60949.795391478692	34372.108885464819
2	l0.s02.proj	gemm	32	4516.1974162256201	11412.971775840484	56459.782751010214	68915.092479721876	60949.795391478692	34372.108885464819
3	l0.s03.proj	gemm	32	4516.1974162256201	11412.971775840484	56459.782751010214	68915.092479721876	60949.795391478692	34372.108885464819
4	l0.s04.rope	rope	16	12648.383576840484	15271.924302846488	28229.891375505107	13490.349981973635	256.41025861731032	0
5	l0.s05.rope	rope	16	12648.383576840484	15271.924302846488	28229.891375505107	13490.349981973635	256.41025861731032	0
6	l0.s06.append	kv_append	16	15271.924302846488	17202.020092321483	0	13490.349981973635	205.1282068938599	17186.054442732409
7	l0.s07.append	kv_append	16	12648.383576840484	16342.847577284549	28229.891375505107	13490.349981973635	205.1282068938599	17186.054442732409
8	l0.s08.attn	attention	16	18437.431893321482	22618.995943581605	28229.891375505118	19848.053330773633	1487.1794999804115	17186.054442732413
9	l0.s09.proj	gemm	32	23854.407744581604	30751.182104196469	56459.782751010214	68915.092479721876	60949.795391478692	34372.108885464819
10	l0.s10.norm	rmsnorm	4	31986.593905196467	37031.747731391159	7057.4728438762768	8518.9365398786031	307.69231034078985	4296.5136106831023
11	l0.s11.proj	gemm	64	38267.159532391161	45163.933892006025	112919.56550202043	137830.18495944375	121899.59078295762	68744.217770929637
12	l0.s12.proj	gemm	64	38267.159532391161	45163.933892006025	112919.56550202043	137830.18495944375	121899.59078295762	68744.217770929637
13	l0.s13.act	swiglu	4	46399.345693006027	50279.707130947638	7057.4728438762768	3552.0746765255285	615.38462068155059	4296.5136106831023
14	l0.s14.proj	gemm	32	51515.11893194764	60316.57439754621	56459.782751010214	68915.092479721876	121899.59078295738	34372.108885464819
15	l1.s15.norm	rmsnorm	4	61551.986198546212	66597.140024740904	7057.4728438762768	8518.9365398786031	307.69231034078985	4296.5136106831023
16	l1.s16.proj	gemm	32	67832.551825740898	74729.326185355763	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
17	l1.s17.proj	gemm	32	67832.551825740898	74729.326185355763	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
18	l1.s18.proj	gemm	32	67832.551825740898	74729.326185355763	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
19	l1.s19.rope	rope	16	75964.737986355758	78588.27871236176	28229.891375505107	13490.349981973635	256.41025861725211	0
20	l1.s20.rope	rope	16	75964.737986355758	78588.27871236176	28229.891375505107	13490.349981973635	256.41025861725211	0
21	l1.s21.append	kv_append	16	78588.27871236176	80518.374501836748	0	13490.349981973635	205.12820689380169	17186.054442732409
22	l1.s22.append	kv_append	16	75964.737986355758	79659.201986799817	28229.891375505107	13490.349981973635	205.12820689380169	17186.054442732409
23	l1.s23.attn	attention	16	81753.786302836743	85935.350353096874	28229.891375505118	19848.053330773633	1487.1794999804115	17186.054442732413
24	l1.s24.proj	gemm	32	87170.762154096868	94067.536513711719	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
25	l1.s25.norm	rmsnorm	4	95302.948314711713	100348.1021409064	7057.4728438762768	8518.9365398786031	307.69231034076074	4296.5136106831023
26	l1.s26.proj	gemm	64	101583.51394190639	108480.28830152126	112919.56550202043	137830.18495944375	121899.59078295715	68744.217770929637
27	l1.s27.proj	gemm	64	101583.51394190639	108480.28830152126	112919.56550202043	137830.18495944375	121899.59078295715	68744.217770929637
28	l1.s28.act	swiglu	4	109715.70010252125	113596.06154046288	7057.4728438762768	3552.0746765255285	615.38462068157969	4296.5136106831023
29	l1.s29.proj	gemm	32	114831.47334146287	123632.92880706146	56459.782751010214	68915.092479721876	121899.59078295762	34372.108885464819
30	l2.s30.norm	rmsnorm	4	124868.34060806145	129913.49443425614	7057.4728438762768	8518.9365398786031	307.69231034076074	4296.5136106831023
31	l2.s31.proj	gemm	32	131148.90623525615	138045.680594871	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
32	l2.s32.proj	gemm	32	131148.90623525615	138045.680594871	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
33	l2.s33.proj	gemm	32	131148.90623525615	138045.680594871	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
34	l2.s34.rope	rope	16	139281.092395871	141904.63312187698	28229.891375505107	13490.349981973635	256.41025861725211	0
35	l2.s35.rope	rope	16	139281.092395871	141904.63312187698	28229.891375505107	13490.349981973635	256.41025861725211	0
36	l2.s36.append	kv_append	16	141904.63312187698	143834.72891135197	0	13490.349981973635	205.12820689380169	17186.054442732409
37	l2.s37.append	kv_append	16	139281.092395871	142975.55639631505	28229.891375505107	13490.349981973635	205.12820689380169	17186.054442732409
38	l2.s38.attn	attention	16	145070.14071235197	149251.70476261209	28229.891375505118	19848.053330773633	1487.1794999805279	17186.054442732413
39	l2.s39.proj	gemm	32	150487.1165636121	157383.89092322695	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
40	l2.s40.norm	rmsnorm	4	158619.30272422696	163664.45655042166	7057.4728438762768	8518.9365398786031	307.69231034081895	4296.5136106831023
41	l2.s41.proj	gemm	64	164899.86835142167	171796.64271103652	112919.56550202043	137830.18495944375	121899.59078295715	68744.217770929637
42	l2.s42.proj	gemm	64	164899.86835142167	171796.64271103652	112919.56550202043	137830.18495944375	121899.59078295715	68744.217770929637
43	l2.s43.act	swiglu	4	173032.05451203653	176912.41594997814	7057.4728438762768	3552.0746765255285	615.38462068152148	4296.5136106831023
44	l2.s44.proj	gemm	32	178147.82775097815	186949.2832165767	56459.782751010214	68915.092479721876	121899.59078295715	34372.108885464819
45	l3.s45.norm	rmsnorm	4	188184.69501757671	193229.84884377141	7057.4728438762768	8518.9365398786031	307.69231034081895	4296.5136106831023
46	l3.s46.proj	gemm	32	194465.26064477142	201362.03500438627	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
47	l3.s47.proj	gemm	32	194465.26064477142	201362.03500438627	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
48	l3.s48.proj	gemm	32	194465.26064477142	201362.03500438627	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
49	l3.s49.rope	rope	16	202597.44680538628	205220.98753139225	28229.891375505107	13490.349981973635	256.41025861725211	0
50	l3.s50.rope	rope	16	202597.44680538628	205220.98753139225	28229.891375505107	13490.349981973635	256.41025861725211	0
51	l3.s51.append	kv_append	16	205220.98753139225	207151.08332086724	0	13490.349981973635	205.12820689380169	17186.054442732409
52	l3.s52.append	kv_append	16	202597.44680538628	206291.91080583032	28229.891375505107	13490.349981973635	205.12820689380169	17186.054442732409
53	l3.s53.attn	attention	16	208386.49512186725	212568.05917212737	28229.891375505118	19848.053330773633	1487.1794999805279	17186.054442732413
54	l3.s54.proj	gemm	32	213803.47097312738	220700.24533274223	56459.782751010214	68915.092479721876	60949.795391478576	34372.108885464819
55	l3.s55.norm	rmsnorm	4	221935.65713374224	226980.81095993693	7057.4728438762768	8518.9365398786031	307.69231034081895	4296.5136106831023
56	l3.s56.proj	gemm	64	228216.22276093694	235112.99712055179	112919.56550202043	137830.18495944375	121899.59078295715	68744.217770929637
57	l3.s57.proj	gemm	64	228216.22276093694	235112.99712055179	112919.56550202043	137830.18495944375	121899.59078295715	68744.217770929637
58	l3.s58.act	swiglu	4	236348.4089215518	240228.77035949341	7057.4728438762768	3552.0746765255285	615.38462068152148	4296.5136106831023
59	l3.s59.proj	gemm	32	241464.18216049342	249191.50922342119	56459.782751010214	68915.092479721876	121899.59078295715	0
