stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	3	rmsnorm	0	3280.7856152256199	0	2129.7341349696508	76.923077585193823	1074.1284026707756	0
2	31	gemm	4516.1974162256201	11412.971775840484	1764.3682109690692	2153.5966399913086	1904.6811059837091	1074.1284026707756	1235.411801
5	15	rope	12648.383576840484	15271.924302846488	1764.3682109690692	843.14687387335221	16.025641163581895	0	1235.411801
6	15	kv_append	15271.924302846488	17202.020092321483	0	843.14687387335221	12.820512930866244	1074.1284026707756	0
8	15	attention	18437.431893321482	22618.995943581605	1764.3682109690692	1240.5033331733521	102.56410344692631	1074.1284026707756	1235.411801
9	31	gemm	23854.407744581604	30751.182104196469	1764.3682109690692	2153.5966399913086	1904.6811059837091	1074.1284026707756	1235.411801
10	3	rmsnorm	31986.593905196467	37031.747731391159	1764.3682109690692	2129.7341349696508	76.923077585197461	1074.1284026707756	1235.411801
12	63	gemm	38267.159532391161	45163.933892006025	1764.3682109690692	2153.5966399913086	1904.6811059837128	1074.1284026707756	1235.411801
13	3	swiglu	46399.345693006027	50279.707130947638	1764.3682109690692	888.01866913138213	153.84615517038765	1074.1284026707756	1235.411801
14	31	gemm	51515.11893194764	60316.57439754621	1764.3682109690692	2153.5966399913086	3809.3622119674183	1074.1284026707756	1235.411801
15	3	rmsnorm	61551.986198546212	66597.140024740904	1764.3682109690692	2129.7341349696508	76.923077585197461	1074.1284026707756	1235.411801
17	31	gemm	67832.551825740898	74729.326185355763	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
20	15	rope	75964.737986355758	78588.27871236176	1764.3682109690692	843.14687387335221	16.025641163578257	0	1235.411801
21	15	kv_append	78588.27871236176	80518.374501836748	0	843.14687387335221	12.820512930862606	1074.1284026707756	0
23	15	attention	81753.786302836743	85935.350353096874	1764.3682109690692	1240.5033331733521	102.56410344692995	1074.1284026707756	1235.411801
24	31	gemm	87170.762154096868	94067.536513711719	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
25	3	rmsnorm	95302.948314711713	100348.1021409064	1764.3682109690692	2129.7341349696508	76.923077585190185	1074.1284026707756	1235.411801
27	63	gemm	101583.51394190639	108480.28830152126	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
28	3	swiglu	109715.70010252125	113596.06154046288	1764.3682109690692	888.01866913138213	153.84615517039492	1074.1284026707756	1235.411801
29	31	gemm	114831.47334146287	123632.92880706146	1764.3682109690692	2153.5966399913086	3809.3622119674255	1074.1284026707756	1235.411801
30	3	rmsnorm	124868.34060806145	129913.49443425614	1764.3682109690692	2129.7341349696508	76.923077585190185	1074.1284026707756	1235.411801
32	31	gemm	131148.90623525615	138045.680594871	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
35	15	rope	139281.092395871	141904.63312187698	1764.3682109690692	843.14687387335221	16.025641163578257	0	1235.411801
36	15	kv_append	141904.63312187698	143834.72891135197	0	843.14687387335221	12.820512930862606	1074.1284026707756	0
38	15	attention	145070.14071235197	149251.70476261209	1764.3682109690692	1240.5033331733521	102.56410344692995	1074.1284026707756	1235.411801
39	31	gemm	150487.1165636121	157383.89092322695	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
40	3	rmsnorm	158619.30272422696	163664.45655042166	1764.3682109690692	2129.7341349696508	76.923077585204737	1074.1284026707756	1235.411801
42	63	gemm	164899.86835142167	171796.64271103652	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
43	3	swiglu	173032.05451203653	176912.41594997814	1764.3682109690692	888.01866913138213	153.84615517038037	1074.1284026707756	1235.411801
44	31	gemm	178147.82775097815	186949.2832165767	1764.3682109690692	2153.5966399913086	3809.362211967411	1074.1284026707756	1235.411801
45	3	rmsnorm	188184.69501757671	193229.84884377141	1764.3682109690692	2129.7341349696508	76.923077585204737	1074.1284026707756	1235.411801
47	31	gemm	194465.26064477142	201362.03500438627	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
50	15	rope	202597.44680538628	205220.98753139225	1764.3682109690692	843.14687387335221	16.025641163578257	0	1235.411801
51	15	kv_append	205220.98753139225	207151.08332086724	0	843.14687387335221	12.820512930862606	1074.1284026707756	0
53	15	attention	208386.49512186725	212568.05917212737	1764.3682109690692	1240.5033331733521	102.56410344692995	1074.1284026707756	1235.411801
54	31	gemm	213803.47097312738	220700.24533274223	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
55	3	rmsnorm	221935.65713374224	226980.81095993693	1764.3682109690692	2129.7341349696508	76.923077585204737	1074.1284026707756	1235.411801
57	63	gemm	228216.22276093694	235112.99712055179	1764.3682109690692	2153.5966399913086	1904.6811059837055	1074.1284026707756	1235.411801
58	3	swiglu	236348.4089215518	240228.77035949341	1764.3682109690692	888.01866913138213	153.84615517038037	1074.1284026707756	1235.411801
59	31	gemm	241464.18216049342	249191.50922342119	1764.3682109690692	2153.5966399913086	3809.362211967411	0	1235.411801
