rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x64s2k1;32x16x64s2k1;32x16x64s2k1;32x16x64s2k1;kappa=1;residency=1	skeleton	32	16	64	2	1	1	1	106687	249192	/root/TileMega/docs/experiments/SOLVER_R9B/reference/mha4_s4/selected.cu.top1.cu	/root/TileMega/docs/experiments/SOLVER_R9B/reference/mha4_s4/selected.cu.top1.mlir
2	32x16x64s3k1;32x16x64s3k1;32x16x64s3k1;32x16x64s3k1;kappa=1;residency=1	skeleton	32	16	64	3	1	1	1	106687	249192	/root/TileMega/docs/experiments/SOLVER_R9B/reference/mha4_s4/selected.cu.top2.cu	/root/TileMega/docs/experiments/SOLVER_R9B/reference/mha4_s4/selected.cu.top2.mlir
3	32x16x64s4k1;32x16x64s4k1;32x16x64s4k1;32x16x64s4k1;kappa=1;residency=1	skeleton	32	16	64	4	1	1	1	106687	249192	/root/TileMega/docs/experiments/SOLVER_R9B/reference/mha4_s4/selected.cu.top3.cu	/root/TileMega/docs/experiments/SOLVER_R9B/reference/mha4_s4/selected.cu.top3.mlir
