node	stage	task	worker	slot	start_ns	end_ns	attention
0	0	0	0	0	0	3280.7856152256199	0
1	0	1	1	0	0	3280.7856152256199	0
2	0	2	2	0	0	3280.7856152256199	0
3	0	3	3	0	0	3280.7856152256199	0
4	1	0	52	0	4516.1974162256201	11412.971775840484	0
5	1	1	53	0	4516.1974162256201	11412.971775840484	0
6	1	2	70	0	4516.1974162256201	11412.971775840484	0
7	1	3	71	0	4516.1974162256201	11412.971775840484	0
8	1	4	72	0	4516.1974162256201	11412.971775840484	0
9	1	5	73	0	4516.1974162256201	11412.971775840484	0
10	1	6	74	0	4516.1974162256201	11412.971775840484	0
11	1	7	75	0	4516.1974162256201	11412.971775840484	0
12	1	8	76	0	4516.1974162256201	11412.971775840484	0
13	1	9	77	0	4516.1974162256201	11412.971775840484	0
14	1	10	78	0	4516.1974162256201	11412.971775840484	0
15	1	11	79	0	4516.1974162256201	11412.971775840484	0
16	1	12	80	0	4516.1974162256201	11412.971775840484	0
17	1	13	81	0	4516.1974162256201	11412.971775840484	0
18	1	14	66	0	4516.1974162256201	11412.971775840484	0
19	1	15	67	0	4516.1974162256201	11412.971775840484	0
20	1	16	68	0	4516.1974162256201	11412.971775840484	0
21	1	17	69	0	4516.1974162256201	11412.971775840484	0
22	1	18	86	0	4516.1974162256201	11412.971775840484	0
23	1	19	87	0	4516.1974162256201	11412.971775840484	0
24	1	20	88	0	4516.1974162256201	11412.971775840484	0
25	1	21	89	0	4516.1974162256201	11412.971775840484	0
26	1	22	90	0	4516.1974162256201	11412.971775840484	0
27	1	23	91	0	4516.1974162256201	11412.971775840484	0
28	1	24	92	0	4516.1974162256201	11412.971775840484	0
29	1	25	93	0	4516.1974162256201	11412.971775840484	0
30	1	26	94	0	4516.1974162256201	11412.971775840484	0
31	1	27	95	0	4516.1974162256201	11412.971775840484	0
32	1	28	96	0	4516.1974162256201	11412.971775840484	0
33	1	29	97	0	4516.1974162256201	11412.971775840484	0
34	1	30	82	0	4516.1974162256201	11412.971775840484	0
35	1	31	83	0	4516.1974162256201	11412.971775840484	0
36	2	0	0	1	4516.1974162256201	11412.971775840484	0
37	2	1	1	1	4516.1974162256201	11412.971775840484	0
38	2	2	6	0	4516.1974162256201	11412.971775840484	0
39	2	3	7	0	4516.1974162256201	11412.971775840484	0
40	2	4	8	0	4516.1974162256201	11412.971775840484	0
41	2	5	9	0	4516.1974162256201	11412.971775840484	0
42	2	6	10	0	4516.1974162256201	11412.971775840484	0
43	2	7	11	0	4516.1974162256201	11412.971775840484	0
44	2	8	12	0	4516.1974162256201	11412.971775840484	0
45	2	9	13	0	4516.1974162256201	11412.971775840484	0
46	2	10	14	0	4516.1974162256201	11412.971775840484	0
47	2	11	15	0	4516.1974162256201	11412.971775840484	0
48	2	12	16	0	4516.1974162256201	11412.971775840484	0
49	2	13	17	0	4516.1974162256201	11412.971775840484	0
50	2	14	2	1	4516.1974162256201	11412.971775840484	0
51	2	15	3	1	4516.1974162256201	11412.971775840484	0
52	2	16	4	0	4516.1974162256201	11412.971775840484	0
53	2	17	5	0	4516.1974162256201	11412.971775840484	0
54	2	18	22	0	4516.1974162256201	11412.971775840484	0
55	2	19	23	0	4516.1974162256201	11412.971775840484	0
56	2	20	24	0	4516.1974162256201	11412.971775840484	0
57	2	21	25	0	4516.1974162256201	11412.971775840484	0
58	2	22	26	0	4516.1974162256201	11412.971775840484	0
59	2	23	27	0	4516.1974162256201	11412.971775840484	0
60	2	24	28	0	4516.1974162256201	11412.971775840484	0
61	2	25	29	0	4516.1974162256201	11412.971775840484	0
62	2	26	30	0	4516.1974162256201	11412.971775840484	0
63	2	27	31	0	4516.1974162256201	11412.971775840484	0
64	2	28	32	0	4516.1974162256201	11412.971775840484	0
65	2	29	33	0	4516.1974162256201	11412.971775840484	0
66	2	30	18	0	4516.1974162256201	11412.971775840484	0
67	2	31	19	0	4516.1974162256201	11412.971775840484	0
68	3	0	20	0	4516.1974162256201	11412.971775840484	0
69	3	1	21	0	4516.1974162256201	11412.971775840484	0
70	3	2	38	0	4516.1974162256201	11412.971775840484	0
71	3	3	39	0	4516.1974162256201	11412.971775840484	0
72	3	4	40	0	4516.1974162256201	11412.971775840484	0
73	3	5	41	0	4516.1974162256201	11412.971775840484	0
74	3	6	42	0	4516.1974162256201	11412.971775840484	0
75	3	7	43	0	4516.1974162256201	11412.971775840484	0
76	3	8	44	0	4516.1974162256201	11412.971775840484	0
77	3	9	45	0	4516.1974162256201	11412.971775840484	0
78	3	10	46	0	4516.1974162256201	11412.971775840484	0
79	3	11	47	0	4516.1974162256201	11412.971775840484	0
80	3	12	48	0	4516.1974162256201	11412.971775840484	0
81	3	13	49	0	4516.1974162256201	11412.971775840484	0
82	3	14	34	0	4516.1974162256201	11412.971775840484	0
83	3	15	35	0	4516.1974162256201	11412.971775840484	0
84	3	16	36	0	4516.1974162256201	11412.971775840484	0
85	3	17	37	0	4516.1974162256201	11412.971775840484	0
86	3	18	54	0	4516.1974162256201	11412.971775840484	0
87	3	19	55	0	4516.1974162256201	11412.971775840484	0
88	3	20	56	0	4516.1974162256201	11412.971775840484	0
89	3	21	57	0	4516.1974162256201	11412.971775840484	0
90	3	22	58	0	4516.1974162256201	11412.971775840484	0
91	3	23	59	0	4516.1974162256201	11412.971775840484	0
92	3	24	60	0	4516.1974162256201	11412.971775840484	0
93	3	25	61	0	4516.1974162256201	11412.971775840484	0
94	3	26	62	0	4516.1974162256201	11412.971775840484	0
95	3	27	63	0	4516.1974162256201	11412.971775840484	0
96	3	28	64	0	4516.1974162256201	11412.971775840484	0
97	3	29	65	0	4516.1974162256201	11412.971775840484	0
98	3	30	50	0	4516.1974162256201	11412.971775840484	0
99	3	31	51	0	4516.1974162256201	11412.971775840484	0
100	4	0	36	1	12648.383576840484	16346.052705517264	0
101	4	1	37	1	12648.383576840484	16346.052705517264	0
102	4	2	22	1	12648.383576840484	16346.052705517264	0
103	4	3	23	1	12648.383576840484	16346.052705517264	0
104	4	4	40	1	12648.383576840484	16346.052705517264	0
105	4	5	41	1	12648.383576840484	16346.052705517264	0
106	4	6	42	1	12648.383576840484	16346.052705517264	0
107	4	7	43	1	12648.383576840484	16346.052705517264	0
108	4	8	44	1	12648.383576840484	16346.052705517264	0
109	4	9	45	1	12648.383576840484	16346.052705517264	0
110	4	10	46	1	12648.383576840484	16346.052705517264	0
111	4	11	47	1	12648.383576840484	16346.052705517264	0
112	4	12	48	1	12648.383576840484	16346.052705517264	0
113	4	13	49	1	12648.383576840484	16346.052705517264	0
114	4	14	34	1	12648.383576840484	16346.052705517264	0
115	4	15	35	1	12648.383576840484	16346.052705517264	0
116	5	0	0	2	12648.383576840484	15271.924302846488	0
117	5	1	1	2	12648.383576840484	15271.924302846488	0
118	5	2	6	1	12648.383576840484	15271.924302846488	0
119	5	3	7	1	12648.383576840484	15271.924302846488	0
120	5	4	8	1	12648.383576840484	15271.924302846488	0
121	5	5	9	1	12648.383576840484	15271.924302846488	0
122	5	6	10	1	12648.383576840484	15271.924302846488	0
123	5	7	11	1	12648.383576840484	15271.924302846488	0
124	5	8	12	1	12648.383576840484	15271.924302846488	0
125	5	9	13	1	12648.383576840484	15271.924302846488	0
126	5	10	14	1	12648.383576840484	15271.924302846488	0
127	5	11	15	1	12648.383576840484	15271.924302846488	0
128	5	12	16	1	12648.383576840484	15271.924302846488	0
129	5	13	17	1	12648.383576840484	15271.924302846488	0
130	5	14	2	2	12648.383576840484	15271.924302846488	0
131	5	15	3	2	12648.383576840484	15271.924302846488	0
132	6	0	0	3	15271.924302846488	17202.020092321483	0
133	6	1	1	3	15271.924302846488	17202.020092321483	0
134	6	2	6	2	15271.924302846488	17202.020092321483	0
135	6	3	7	2	15271.924302846488	17202.020092321483	0
136	6	4	8	2	15271.924302846488	17202.020092321483	0
137	6	5	9	2	15271.924302846488	17202.020092321483	0
138	6	6	10	2	15271.924302846488	17202.020092321483	0
139	6	7	11	2	15271.924302846488	17202.020092321483	0
140	6	8	12	2	15271.924302846488	17202.020092321483	0
141	6	9	13	2	15271.924302846488	17202.020092321483	0
142	6	10	14	2	15271.924302846488	17202.020092321483	0
143	6	11	15	2	15271.924302846488	17202.020092321483	0
144	6	12	16	2	15271.924302846488	17202.020092321483	0
145	6	13	17	2	15271.924302846488	17202.020092321483	0
146	6	14	2	3	15271.924302846488	17202.020092321483	0
147	6	15	3	3	15271.924302846488	17202.020092321483	0
148	7	0	4	1	12648.383576840484	16342.847577284549	0
149	7	1	5	1	12648.383576840484	16342.847577284549	0
150	7	2	20	1	12648.383576840484	16342.847577284549	0
151	7	3	21	1	12648.383576840484	16342.847577284549	0
152	7	4	24	1	12648.383576840484	16342.847577284549	0
153	7	5	25	1	12648.383576840484	16342.847577284549	0
154	7	6	26	1	12648.383576840484	16342.847577284549	0
155	7	7	27	1	12648.383576840484	16342.847577284549	0
156	7	8	28	1	12648.383576840484	16342.847577284549	0
157	7	9	29	1	12648.383576840484	16342.847577284549	0
158	7	10	30	1	12648.383576840484	16342.847577284549	0
159	7	11	31	1	12648.383576840484	16342.847577284549	0
160	7	12	32	1	12648.383576840484	16342.847577284549	0
161	7	13	33	1	12648.383576840484	16342.847577284549	0
162	7	14	18	1	12648.383576840484	16342.847577284549	0
163	7	15	19	1	12648.383576840484	16342.847577284549	0
164	8	0	0	4	18437.431893321482	22599.765174185304	1
165	8	1	1	4	18437.431893321482	22599.765174185304	1
166	8	2	6	3	18437.431893321482	22599.765174185304	1
167	8	3	7	3	18437.431893321482	22599.765174185304	1
168	8	4	8	3	18437.431893321482	22606.175430650739	1
169	8	5	9	3	18437.431893321482	22606.175430650739	1
170	8	6	10	3	18437.431893321482	22606.175430650739	1
171	8	7	11	3	18437.431893321482	22606.175430650739	1
172	8	8	12	3	18437.431893321482	22612.58568711617	1
173	8	9	13	3	18437.431893321482	22612.58568711617	1
174	8	10	14	3	18437.431893321482	22612.58568711617	1
175	8	11	15	3	18437.431893321482	22612.58568711617	1
176	8	12	16	3	18437.431893321482	22618.995943581605	1
177	8	13	17	3	18437.431893321482	22618.995943581605	1
178	8	14	2	4	18437.431893321482	22618.995943581605	1
179	8	15	3	4	18437.431893321482	22618.995943581605	1
180	9	0	4	2	23854.407744581604	30751.182104196469	0
181	9	1	5	2	23854.407744581604	30751.182104196469	0
182	9	2	6	4	23854.407744581604	30751.182104196469	0
183	9	3	7	4	23854.407744581604	30751.182104196469	0
184	9	4	8	4	23854.407744581604	30751.182104196469	0
185	9	5	9	4	23854.407744581604	30751.182104196469	0
186	9	6	10	4	23854.407744581604	30751.182104196469	0
187	9	7	11	4	23854.407744581604	30751.182104196469	0
188	9	8	12	4	23854.407744581604	30751.182104196469	0
189	9	9	13	4	23854.407744581604	30751.182104196469	0
190	9	10	14	4	23854.407744581604	30751.182104196469	0
191	9	11	15	4	23854.407744581604	30751.182104196469	0
192	9	12	0	5	23854.407744581604	30751.182104196469	0
193	9	13	1	5	23854.407744581604	30751.182104196469	0
194	9	14	2	5	23854.407744581604	30751.182104196469	0
195	9	15	3	5	23854.407744581604	30751.182104196469	0
196	9	16	16	4	23854.407744581604	30751.182104196469	0
197	9	17	17	4	23854.407744581604	30751.182104196469	0
198	9	18	22	2	23854.407744581604	30751.182104196469	0
199	9	19	23	2	23854.407744581604	30751.182104196469	0
200	9	20	24	2	23854.407744581604	30751.182104196469	0
201	9	21	25	2	23854.407744581604	30751.182104196469	0
202	9	22	26	2	23854.407744581604	30751.182104196469	0
203	9	23	27	2	23854.407744581604	30751.182104196469	0
