rank	key	pure_ns	eft_ns	pure_selected	moved_fraction
1	32x16x64s2k1;32x16x64s2k1;32x16x64s2k1;32x16x64s2k1;kappa=1;residency=1	249192	264589	1	0.934211
2	32x16x64s3k1;32x16x64s3k1;32x16x64s3k1;32x16x64s3k1;kappa=1;residency=1	249192	264589	1	0.934211
3	32x16x64s4k1;32x16x64s4k1;32x16x64s4k1;32x16x64s4k1;kappa=1;residency=1	249192	264589	1	0.934211
4	32x16x64s5k1;32x16x64s5k1;32x16x64s5k1;32x16x64s5k1;kappa=1;residency=1	249192	264589	1	0.934211
5	32x16x64s3k1;32x16x64s3k1;32x16x64s3k1;32x16x64s5k1;kappa=1;residency=1	249192	264589	1	0.934211
6	32x16x64s2k1;32x16x64s3k1;32x16x64s3k1;32x16x64s5k1;kappa=1;residency=1	249192	264589	1	0.934211
7	32x16x64s4k1;32x16x64s3k1;32x16x64s3k1;32x16x64s5k1;kappa=1;residency=1	249192	264589	1	0.934211
8	32x16x64s5k1;32x16x64s3k1;32x16x64s3k1;32x16x64s5k1;kappa=1;residency=1	249192	264589	1	0.934211
