model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	base	full	4	3	0	1	0.411648	0.439296
gqa2	load_lines	full	4	3	0	1	0.412896	0.441344
gqa2	shard1	full	4	3	0	1	0.413888	0.448480
gqa2	shard4	full	4	3	0	1	0.413856	0.453632
gqa2	shard16	full	4	3	0	1	0.411648	0.454656
gqa2	shard64	full	4	3	0	1	0.411616	0.455680
gqa2	shard128	full	4	3	0	1	0.411648	0.455680
gqa2	fanin64	full	4	3	0	1	0.408800	0.455840
gqa2	load_lines	full	4	3	1	1	0.411840	0.439360
gqa2	shard1	full	4	3	1	1	0.410432	0.447424
gqa2	shard4	full	4	3	1	1	0.409600	0.452608
gqa2	shard16	full	4	3	1	1	0.411776	0.458560
gqa2	shard64	full	4	3	1	1	0.411648	0.455680
gqa2	shard128	full	4	3	1	1	0.409792	0.454816
gqa2	fanin64	full	4	3	1	1	0.410624	0.457728
gqa2	base	full	4	3	1	1	0.410816	0.441344
gqa2	shard1	full	4	3	2	1	0.410432	0.446464
gqa2	shard4	full	4	3	2	1	0.409600	0.454464
gqa2	shard16	full	4	3	2	1	0.410816	0.455680
gqa2	shard64	full	4	3	2	1	0.411840	0.455648
gqa2	shard128	full	4	3	2	1	0.412608	0.454656
gqa2	fanin64	full	4	3	2	1	0.408800	0.456704
gqa2	base	full	4	3	2	1	0.411648	0.441344
gqa2	load_lines	full	4	3	2	1	0.410848	0.439296
gqa2	shard4	full	4	3	3	1	0.413920	0.455680
gqa2	shard16	full	4	3	3	1	0.409792	0.456704
gqa2	shard64	full	4	3	3	1	0.411616	0.456704
gqa2	shard128	full	4	3	3	1	0.410848	0.454656
gqa2	fanin64	full	4	3	3	1	0.409600	0.454656
gqa2	base	full	4	3	3	1	0.410848	0.441344
gqa2	load_lines	full	4	3	3	1	0.411840	0.442368
gqa2	shard1	full	4	3	3	1	0.409824	0.449280
gqa2	shard16	full	4	3	4	1	0.411808	0.456896
gqa2	shard64	full	4	3	4	1	0.410624	0.457728
gqa2	shard128	full	4	3	4	1	0.412672	0.456704
gqa2	fanin64	full	4	3	4	1	0.410624	0.457728
gqa2	base	full	4	3	4	1	0.411648	0.442368
gqa2	load_lines	full	4	3	4	1	0.410624	0.440320
gqa2	shard1	full	4	3	4	1	0.410848	0.448512
gqa2	shard4	full	4	3	4	1	0.408576	0.451584
gqa2	shard64	full	4	3	5	1	0.411648	0.456704
gqa2	shard128	full	4	3	5	1	0.410688	0.455680
gqa2	fanin64	full	4	3	5	1	0.411648	0.457696
gqa2	base	full	4	3	5	1	0.411584	0.440288
gqa2	load_lines	full	4	3	5	1	0.412672	0.440320
gqa2	shard1	full	4	3	5	1	0.411872	0.447488
gqa2	shard4	full	4	3	5	1	0.410816	0.453632
gqa2	shard16	full	4	3	5	1	0.411840	0.454656
gqa2	shard128	full	4	3	6	1	0.411840	0.455680
gqa2	fanin64	full	4	3	6	1	0.408576	0.455616
gqa2	base	full	4	3	6	1	0.410816	0.440256
gqa2	load_lines	full	4	3	6	1	0.410624	0.440320
gqa2	shard1	full	4	3	6	1	0.409600	0.446464
gqa2	shard4	full	4	3	6	1	0.408576	0.452448
gqa2	shard16	full	4	3	6	1	0.410528	0.456544
gqa2	shard64	full	4	3	6	1	0.413568	0.455584
gqa2	fanin64	full	4	3	7	1	0.410624	0.458656
gqa2	base	full	4	3	7	1	0.411872	0.440320
gqa2	load_lines	full	4	3	7	1	0.410624	0.441344
gqa2	shard1	full	4	3	7	1	0.411648	0.449536
gqa2	shard4	full	4	3	7	1	0.412736	0.455680
gqa2	shard16	full	4	3	7	1	0.411648	0.454656
gqa2	shard64	full	4	3	7	1	0.411648	0.455648
gqa2	shard128	full	4	3	7	1	0.411648	0.456704
gqa2	base	full	4	3	8	1	0.410624	0.441344
gqa2	load_lines	full	4	3	8	1	0.410624	0.440320
gqa2	shard1	full	4	3	8	1	0.409824	0.446592
gqa2	shard4	full	4	3	8	1	0.408576	0.453632
gqa2	shard16	full	4	3	8	1	0.410784	0.455680
gqa2	shard64	full	4	3	8	1	0.411872	0.456704
gqa2	shard128	full	4	3	8	1	0.410784	0.454816
gqa2	fanin64	full	4	3	8	1	0.409600	0.456704
gqa2	load_lines	full	4	3	9	1	0.413632	0.440160
gqa2	shard1	full	4	3	9	1	0.409600	0.448512
gqa2	shard4	full	4	3	9	1	0.410624	0.453632
gqa2	shard16	full	4	3	9	1	0.411616	0.457728
gqa2	shard64	full	4	3	9	1	0.412864	0.454656
gqa2	shard128	full	4	3	9	1	0.411872	0.456704
gqa2	fanin64	full	4	3	9	1	0.409600	0.457504
gqa2	base	full	4	3	9	1	0.410784	0.440320
gqa2	shard1	full	4	3	10	1	0.409600	0.448512
gqa2	shard4	full	4	3	10	1	0.408576	0.452544
gqa2	shard16	full	4	3	10	1	0.411392	0.456704
gqa2	shard64	full	4	3	10	1	0.410816	0.454432
gqa2	shard128	full	4	3	10	1	0.410624	0.454656
gqa2	fanin64	full	4	3	10	1	0.409792	0.456704
gqa2	base	full	4	3	10	1	0.411648	0.440320
gqa2	load_lines	full	4	3	10	1	0.411648	0.440288
gqa2	shard4	full	4	3	11	1	0.410656	0.455520
gqa2	shard16	full	4	3	11	1	0.411616	0.455680
gqa2	shard64	full	4	3	11	1	0.410848	0.456640
gqa2	shard128	full	4	3	11	1	0.409824	0.456704
gqa2	fanin64	full	4	3	11	1	0.409600	0.454656
gqa2	base	full	4	3	11	1	0.410880	0.440128
gqa2	load_lines	full	4	3	11	1	0.411648	0.441344
gqa2	shard1	full	4	3	11	1	0.410848	0.446464
gqa2	shard16	full	4	3	12	1	0.411616	0.454656
gqa2	shard64	full	4	3	12	1	0.412768	0.457728
gqa2	shard128	full	4	3	12	1	0.413568	0.457728
gqa2	fanin64	full	4	3	12	1	0.410816	0.457728
gqa2	base	full	4	3	12	1	0.410624	0.440320
gqa2	load_lines	full	4	3	12	1	0.412608	0.441344
gqa2	shard1	full	4	3	12	1	0.410816	0.448352
gqa2	shard4	full	4	3	12	1	0.408576	0.453632
gqa2	shard64	full	4	3	13	1	0.410624	0.456544
gqa2	shard128	full	4	3	13	1	0.412608	0.455840
gqa2	fanin64	full	4	3	13	1	0.408800	0.455680
gqa2	base	full	4	3	13	1	0.409600	0.441344
gqa2	load_lines	full	4	3	13	1	0.411648	0.441344
gqa2	shard1	full	4	3	13	1	0.410624	0.448512
gqa2	shard4	full	4	3	13	1	0.411648	0.453504
gqa2	shard16	full	4	3	13	1	0.410624	0.455680
gqa2	shard128	full	4	3	14	1	0.410624	0.454656
gqa2	fanin64	full	4	3	14	1	0.410848	0.458752
gqa2	base	full	4	3	14	1	0.410624	0.442368
gqa2	load_lines	full	4	3	14	1	0.411648	0.441344
gqa2	shard1	full	4	3	14	1	0.410848	0.446464
gqa2	shard4	full	4	3	14	1	0.410624	0.454656
gqa2	shard16	full	4	3	14	1	0.411840	0.456704
gqa2	shard64	full	4	3	14	1	0.411648	0.454656
gqa2	fanin64	full	4	3	15	1	0.408576	0.453632
gqa2	base	full	4	3	15	1	0.411616	0.442368
gqa2	load_lines	full	4	3	15	1	0.413536	0.440320
gqa2	shard1	full	4	3	15	1	0.409760	0.448512
gqa2	shard4	full	4	3	15	1	0.407552	0.451584
gqa2	shard16	full	4	3	15	1	0.411840	0.456704
gqa2	shard64	full	4	3	15	1	0.411648	0.456704
gqa2	shard128	full	4	3	15	1	0.410624	0.455680
