model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	base	full	4	3	0	1	0.407552	0.440320
gqa2	load_lines	full	4	3	0	1	0.410560	0.440320
gqa2	shard1	full	4	3	0	1	0.410624	0.447392
gqa2	shard4	full	4	3	0	1	0.409792	0.454656
gqa2	shard16	full	4	3	0	1	0.409600	0.455680
gqa2	shard64	full	4	3	0	1	0.408576	0.453632
gqa2	shard128	full	4	3	0	1	0.410624	0.452608
gqa2	fanin64	full	4	3	0	1	0.408576	0.454656
gqa2	load_lines	full	4	3	1	1	0.408576	0.440320
gqa2	shard1	full	4	3	1	1	0.410624	0.449536
gqa2	shard4	full	4	3	1	1	0.407552	0.453632
gqa2	shard16	full	4	3	1	1	0.409792	0.455680
gqa2	shard64	full	4	3	1	1	0.409792	0.453632
gqa2	shard128	full	4	3	1	1	0.409408	0.454432
gqa2	fanin64	full	4	3	1	1	0.409600	0.455680
gqa2	base	full	4	3	1	1	0.408576	0.441344
gqa2	shard1	full	4	3	2	1	0.410784	0.447488
gqa2	shard4	full	4	3	2	1	0.407744	0.452608
gqa2	shard16	full	4	3	2	1	0.410624	0.453408
gqa2	shard64	full	4	3	2	1	0.408736	0.452608
gqa2	shard128	full	4	3	2	1	0.408768	0.454528
gqa2	fanin64	full	4	3	2	1	0.408576	0.453632
gqa2	base	full	4	3	2	1	0.408576	0.439360
gqa2	load_lines	full	4	3	2	1	0.407296	0.439296
gqa2	shard4	full	4	3	3	1	0.408768	0.452608
gqa2	shard16	full	4	3	3	1	0.408800	0.452608
gqa2	shard64	full	4	3	3	1	0.411808	0.454592
gqa2	shard128	full	4	3	3	1	0.410624	0.453472
gqa2	fanin64	full	4	3	3	1	0.408576	0.454656
gqa2	base	full	4	3	3	1	0.408800	0.440320
gqa2	load_lines	full	4	3	3	1	0.411648	0.440320
gqa2	shard1	full	4	3	3	1	0.409600	0.448512
gqa2	shard16	full	4	3	4	1	0.410816	0.454656
gqa2	shard64	full	4	3	4	1	0.408576	0.455680
gqa2	shard128	full	4	3	4	1	0.410624	0.455808
gqa2	fanin64	full	4	3	4	1	0.409600	0.453632
gqa2	base	full	4	3	4	1	0.410592	0.441344
gqa2	load_lines	full	4	3	4	1	0.413888	0.443200
gqa2	shard1	full	4	3	4	1	0.408352	0.449536
gqa2	shard4	full	4	3	4	1	0.409792	0.454560
gqa2	shard64	full	4	3	5	1	0.412864	0.457696
gqa2	shard128	full	4	3	5	1	0.411808	0.456704
gqa2	fanin64	full	4	3	5	1	0.409792	0.455520
gqa2	base	full	4	3	5	1	0.406528	0.438272
gqa2	load_lines	full	4	3	5	1	0.407552	0.439296
gqa2	shard1	full	4	3	5	1	0.410624	0.448512
gqa2	shard4	full	4	3	5	1	0.407552	0.453632
gqa2	shard16	full	4	3	5	1	0.411584	0.454656
gqa2	shard128	full	4	3	6	1	0.409792	0.454592
gqa2	fanin64	full	4	3	6	1	0.409824	0.455680
gqa2	base	full	4	3	6	1	0.407552	0.440320
gqa2	load_lines	full	4	3	6	1	0.409824	0.439296
gqa2	shard1	full	4	3	6	1	0.409792	0.448512
gqa2	shard4	full	4	3	6	1	0.410624	0.454656
gqa2	shard16	full	4	3	6	1	0.410624	0.453568
gqa2	shard64	full	4	3	6	1	0.410624	0.455680
gqa2	fanin64	full	4	3	7	1	0.408736	0.454432
gqa2	base	full	4	3	7	1	0.409632	0.440128
gqa2	load_lines	full	4	3	7	1	0.414784	0.443360
gqa2	shard1	full	4	3	7	1	0.414720	0.451584
gqa2	shard4	full	4	3	7	1	0.410624	0.457728
gqa2	shard16	full	4	3	7	1	0.410624	0.454528
gqa2	shard64	full	4	3	7	1	0.410816	0.452608
gqa2	shard128	full	4	3	7	1	0.409760	0.453632
gqa2	base	full	4	3	8	1	0.408576	0.437248
gqa2	load_lines	full	4	3	8	1	0.409472	0.438272
gqa2	shard1	full	4	3	8	1	0.407744	0.446464
gqa2	shard4	full	4	3	8	1	0.408768	0.452608
gqa2	shard16	full	4	3	8	1	0.409824	0.456704
gqa2	shard64	full	4	3	8	1	0.411648	0.457600
gqa2	shard128	full	4	3	8	1	0.411840	0.457728
gqa2	fanin64	full	4	3	8	1	0.409600	0.455872
gqa2	load_lines	full	4	3	9	1	0.408512	0.440320
gqa2	shard1	full	4	3	9	1	0.408576	0.449536
gqa2	shard4	full	4	3	9	1	0.410816	0.453568
gqa2	shard16	full	4	3	9	1	0.412672	0.457696
gqa2	shard64	full	4	3	9	1	0.410816	0.455680
gqa2	shard128	full	4	3	9	1	0.409632	0.455680
gqa2	fanin64	full	4	3	9	1	0.408768	0.453632
