model	placement	kernel	membar_sc_gpu	membar	bar_sync	binary_sha256
gqa2	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	c8d9154a3a3e90237056125b3efcf9a59a4593e810c1b154c99096e4472b7a9c
gqa2	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	f9e64046c01a4d339c72a76fc9f6e8e5e4006a1c7b12177b240496ced8077dd5
mha4	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	e433c6b57ff789836300c870d3c5954af6f4ed3d0b6d1866dec2db77385631b0
mha4	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	df779a3864e0237ab6384fd051f7dd06a670d10e6ee0131a0efc224e371877f4
