slot	worker	stage	logical_task	smid	wait_begin	ready	run_begin	run_end	publish_end	wait_begin_idx	wait_count	dependency_begin	dependency_count	run_begin_clk	run_end_clk
0	0	0	0	0	1789717452014581760	1789717452014581760	1789717452014581760	1789717452014583808	1789717452014584832	0	0	0	0	104386980874510	104386980879594
1	0	3	0	0	1789717452014584832	1789717452014585856	1789717452014585856	1789717452014588928	1789717452014589952	0	1	2	1	104386980884703	104386980891616
2	0	4	0	0	1789717452014589952	1789717452014590976	1789717452014590976	1789717452014593024	1789717452014594048	1	2	3	1	104386980898157	104386980901999
3	0	1	0	0	1789717452014594048	1789717452014594048	1789717452014594048	1789717452014597120	1789717452014598144	3	0	0	1	104386980905444	104386980912470
4	0	2	0	0	1789717452014598144	1789717452014599168	1789717452014600192	1789717452014601216	1789717452014602240	3	2	1	1	104386980919282	104386980922698
5	0	5	0	0	1789717452014602240	1789717452014602240	1789717452014602240	1789717452014605312	1789717452014606336	5	0	4	1	104386980926187	104386980932965
6	0	6	0	0	1789717452014606336	1789717452014608384	1789717452014608384	1789717452014609408	1789717452014610432	5	2	5	1	104386980939974	104386980943518
7	0	8	0	0	1789717452014610432	1789717452014611456	1789717452014611456	1789717452014612480	1789717452014614528	7	1	7	1	104386980949763	104386980952426
8	0	7	0	0	1789717452014614528	1789717452014615552	1789717452014615552	1789717452014616576	1789717452014617600	8	1	6	1	104386980958786	104386980961360
9	0	10	0	0	1789717452014617600	1789717452014618624	1789717452014618624	1789717452014619648	1789717452014620672	9	1	9	1	104386980967585	104386980969709
10	0	9	0	0	1789717452014620672	1789717452014621696	1789717452014621696	1789717452014622720	1789717452014623744	10	1	8	1	104386980975305	104386980977347
11	0	11	0	0	1789717452014623744	1789717452014624768	1789717452014624768	1789717452014628864	1789717452014630912	11	3	10	3	104386980983177	104386980993638
12	0	12	0	0	1789717452014630912	1789717452014631936	1789717452014631936	1789717452014635008	1789717452014636032	14	1	13	1	104386980999928	104386981007022
13	0	13	0	0	1789717452014636032	1789717452014638080	1789717452014638080	1789717452014639104	1789717452014640128	15	2	14	1	104386981014683	104386981017850
14	0	14	0	0	1789717452014640128	1789717452014641152	1789717452014641152	1789717452014643200	1789717452014645248	17	8	15	1	104386981024322	104386981029686
15	0	15	0	0	1789717452014645248	1789717452014645248	1789717452014645248	1789717452014648320	1789717452014650368	25	1	16	1	104386981034804	104386981042032
16	0	16	0	0	1789717452014650368	1789717452014651392	1789717452014651392	1789717452014653440	1789717452014654464	26	2	17	1	104386981049538	104386981054199
17	0	17	0	0	1789717452014655488	1789717452014655488	1789717452014655488	1789717452014657536	1789717452014659584	28	0	18	1	104386981058634	104386981065481
18	0	18	0	0	1789717452014659584	1789717452014660608	1789717452014660608	1789717452014662656	1789717452014663680	28	2	19	1	104386981072416	104386981076276
19	0	19	0	0	1789717452014663680	1789717452014664704	1789717452014664704	1789717452014667776	1789717452014668800	30	32	20	2	104386981083155	104386981090608
20	0	20	0	0	1789717452014668800	1789717452014669824	1789717452014669824	1789717452014672896	1789717452014674944	62	1	22	2	104386981096369	104386981103373
21	0	21	0	0	1789717452014674944	1789717452014675968	1789717452014675968	1789717452014678016	1789717452014679040	63	4	24	1	104386981110779	104386981115657
22	0	22	0	0	1789717452014679040	1789717452014680064	1789717452014680064	1789717452014683136	1789717452014684160	67	8	25	1	104386981122027	104386981127366
23	0	25	0	0	1789717452014684160	1789717452014685184	1789717452014685184	1789717452014688256	1789717452014689280	75	1	28	1	104386981132803	104386981140109
24	0	26	0	0	1789717452014689280	1789717452014690304	1789717452014690304	1789717452014692352	1789717452014693376	76	2	29	1	104386981146779	104386981150623
25	0	23	0	0	1789717452014693376	1789717452014693376	1789717452014693376	1789717452014696448	1789717452014697472	78	0	26	1	104386981154147	104386981161380
26	0	24	0	0	1789717452014697472	1789717452014698496	1789717452014699520	1789717452014700544	1789717452014701568	78	2	27	1	104386981168395	104386981172247
27	0	27	0	0	1789717452014701568	1789717452014701568	1789717452014701568	1789717452014704640	1789717452014705664	80	0	30	1	104386981175733	104386981182666
