placement	simulated	makespan_ns	floor_ns	cp_ns	queue_lb_ns	nodes	grid	kappa	grouping_model	status
eft	1	437778.428171	278896	278896	278896	1244	640	2	projected_events_and_sigma_lifting	ok
rotate	1	437778.428171	278896	278896	33364	1244	640	2	projected_events_and_sigma_lifting	ok
wavefront	1	437778.428171	280158	278896	279872	1244	640	2	projected_events_and_sigma_lifting	ok
chain	0	285126	285126	278896	37208	1244	640	2	projected_events_and_sigma_lifting	ok
legacy_grid_stride	0	359160	359160	278896	359160	1244	640	2	projected_events_and_sigma_lifting	ok
balanced	0	3734652	3734652	278896	477074	1244	640	2	projected_events_and_sigma_lifting	ok
