slot	worker	stage	logical_task	smid	wait_begin	ready	run_begin	run_end	publish_end	wait_begin_idx	wait_count	dependency_begin	dependency_count	run_begin_clk	run_end_clk
0	0	0	0	0	1789794419093476352	1789794419093476352	1789794419093476352	1789794419093479424	1789794419093480448	0	0	0	0	1100223858379	1100223864351
1	0	2	0	0	1789794419093480448	1789794419093480448	1789794419093480448	1789794419093486592	1789794419093487616	0	3	1	1	1100223868709	1100223882708
2	0	5	0	0	1789794419093487616	1789794419093488640	1789794419093488640	1789794419093489664	1789794419093490688	3	1	4	1	1100223887736	1100223890660
3	0	6	0	0	1789794419093490688	1789794419093490688	1789794419093490688	1789794419093491712	1789794419093492736	4	0	5	1	1100223894254	1100223896456
4	0	8	0	0	1789794419093492736	1789794419093493760	1789794419093493760	1789794419093497856	1789794419093498880	4	3	7	3	1100223901610	1100223911847
5	0	9	0	0	1789794419093498880	1789794419093499904	1789794419093499904	1789794419093506048	1789794419093507072	7	15	10	1	1100223916995	1100223931910
6	0	10	0	0	1789794419093507072	1789794419093508096	1789794419093508096	1789794419093510144	1789794419093511168	22	31	11	1	1100223936954	1100223942957
7	0	11	0	0	1789794419093511168	1789794419093512192	1789794419093512192	1789794419093517312	1789794419093518336	53	3	12	1	1100223948182	1100223961806
8	0	13	0	0	1789794419093518336	1789794419093519360	1789794419093519360	1789794419093522432	1789794419093523456	56	127	14	2	1100223966813	1100223974629
9	0	14	0	0	1789794419093523456	1789794419093524480	1789794419093524480	1789794419093534720	1789794419093534720	183	3	16	2	1100223979461	1100224003370
10	0	15	0	0	1789794419093535744	1789794419093536768	1789794419093536768	1789794419093538816	1789794419093539840	186	31	18	1	1100224008583	1100224014577
11	0	17	0	0	1789794419093539840	1789794419093540864	1789794419093540864	1789794419093545984	1789794419093547008	217	3	20	1	1100224019172	1100224033546
12	0	20	0	0	1789794419093547008	1789794419093548032	1789794419093548032	1789794419093549056	1789794419093550080	220	1	23	1	1100224038774	1100224041692
13	0	21	0	0	1789794419093550080	1789794419093551104	1789794419093551104	1789794419093551104	1789794419093552128	221	0	24	1	1100224044598	1100224046814
14	0	23	0	0	1789794419093552128	1789794419093553152	1789794419093554176	1789794419093558272	1789794419093558272	221	3	26	3	1100224052177	1100224062575
15	0	24	0	0	1789794419093558272	1789794419093560320	1789794419093560320	1789794419093565440	1789794419093566464	224	15	29	2	1100224068020	1100224082209
16	0	25	0	0	1789794419093566464	1789794419093567488	1789794419093567488	1789794419093570560	1789794419093570560	239	31	31	1	1100224087356	1100224093412
17	0	26	0	0	1789794419093570560	1789794419093571584	1789794419093571584	1789794419093577728	1789794419093578752	270	3	32	1	1100224098451	1100224112404
18	0	28	0	0	1789794419093578752	1789794419093579776	1789794419093580800	1789794419093583872	1789794419093583872	273	127	34	2	1100224119156	1100224126930
19	0	29	0	0	1789794419093584896	1789794419093584896	1789794419093584896	1789794419093595136	1789794419093595136	400	3	36	2	1100224131729	1100224155369
20	0	30	0	0	1789794419093596160	1789794419093597184	1789794419093597184	1789794419093599232	1789794419093600256	403	31	38	1	1100224160584	1100224166700
21	0	32	0	0	1789794419093600256	1789794419093601280	1789794419093601280	1789794419093606400	1789794419093607424	434	3	40	1	1100224171272	1100224185796
22	0	35	0	0	1789794419093607424	1789794419093608448	1789794419093608448	1789794419093610496	1789794419093611520	437	1	43	1	1100224190987	1100224193890
23	0	36	0	0	1789794419093611520	1789794419093611520	1789794419093611520	1789794419093612544	1789794419093612544	438	0	44	1	1100224197441	1100224199606
