slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794419093476352	1100223858379	1789794419093477376	1100223859692	1789794419093477376	1100223859692	1789794419093478400	1100223862504	1789794419093479424	1100223864219	1789794419093479424	1100223864351	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794419093480448	1100223868709	1789794419093481472	1100223870839	1789794419093482496	1100223871832	1789794419093485568	1100223881364	1789794419093486592	1100223882578	1789794419093486592	1100223882708	1100223871982	1100223881270	1483	8	0	0
2	2	0	0	0	1	0	1789794419093488640	1100223887736	1789794419093488640	1100223888976	1789794419093488640	1100223888976	1789794419093489664	1100223890501	1789794419093489664	1100223890531	1789794419093489664	1100223890660	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794419093490688	1100223894254	1789794419093491712	1100223895368	1789794419093491712	1100223895368	1789794419093491712	1100223896297	1789794419093491712	1100223896327	1789794419093491712	1100223896456	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794419093493760	1100223901610	1789794419093494784	1100223903247	1789794419093494784	1100223903247	1789794419093497856	1100223911688	1789794419093497856	1100223911718	1789794419093497856	1100223911847	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794419093499904	1100223916995	1789794419093500928	1100223919149	1789794419093500928	1100223920254	1789794419093505024	1100223929622	1789794419093506048	1100223931781	1789794419093506048	1100223931910	1100223920280	1100223929528	1778	8	0	0
6	1	0	0	0	1	0	1789794419093508096	1100223936954	1789794419093508096	1100223938196	1789794419093508096	1100223938196	1789794419093509120	1100223941110	1789794419093510144	1100223942826	1789794419093510144	1100223942957	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794419093512192	1100223948182	1789794419093513216	1100223950290	1789794419093513216	1100223951392	1789794419093517312	1100223960702	1789794419093517312	1100223961676	1789794419093517312	1100223961806	1100223951418	1100223960608	2523	8	0	0
8	4	0	0	0	1	0	1789794419093519360	1100223966813	1789794419093520384	1100223968086	1789794419093520384	1100223968086	1789794419093522432	1100223974469	1789794419093522432	1100223974499	1789794419093522432	1100223974629	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794419093524480	1100223979461	1789794419093525504	1100223981622	1789794419093526528	1100223982722	1789794419093533696	1100224001019	1789794419093534720	1100224003241	1789794419093534720	1100224003370	1100223982748	1100224000925	3278	16	0	0
