cell	runtime_stage	logical_stage	task_kind	combine	tasks	measured_p50_ns	predicted_p50_ns	measured_predicted_p50	measured_total_ns	predicted_total_ns	dump
real_s4	78	54	kGemm	0	512	20480.0	18910.880827694768	1.0829744096323253	10117120	9682370.98377981	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	79	54	kGemm	1	32	9216.0	5407.262433827909	1.7043744617136716	297984	173032.39788249318	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	80	55	kRMSNorm	0	4	13824.0	5517.3752858075995	2.505539189179249	55296	22069.501143230398	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	81	56	kGemm	0	1792	17408.0	18910.880827694768	0.9205282481874765	31811584	33888298.44322958	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	82	56	kGemm	1	112	10240.0	5273.589351752666	1.941751493524379	1164288	590642.0073962979	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	83	57	kGemm	0	1792	16384.0	18910.880827694768	0.8663795277058602	29301760	33888298.44322958	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	84	57	kGemm	1	112	9216.0	5273.589351752666	1.7475763441719412	1011712	590642.0073962979	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	85	58	kElementwise	0	4	33280.0	12783.2242358568	2.6034120489453647	132096	51132.8969434272	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	86	59	kGemm	0	512	63488.0	54934.47703044934	1.1557040938937049	32678912	28126452.239589825	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
real_s4	87	59	kGemm	1	32	9216.0	5407.262433827909	1.7043744617136716	302080	173032.39788249318	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump
