model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	4	cluster	l1_ms	25	0.332128	0.331808	0.333408
gqa2	4	cluster	l2_ms	25	0.395488	0.39536	0.396128
gqa2	4	cluster	ratio	25	1.1908021596606249	1.1889816681063443	1.1928943811546633
gqa2	4	cluster	notify_ms	25	0.08051199999999997	0.08006400000000002	0.08147199999999999
gqa2	4	cluster	wait_ms	25	0.023872000000000004	0.023072000000000037	0.024351999999999985
gqa2	4	cluster	barrier_ms	25	0.03331200000000001	0.03264	0.03401599999999999
gqa2	4	cluster	loop_ms	25	-0.007423999999999986	-0.008255999999999986	-0.007168000000000008
gqa2	4	cluster	gap_ms	25	0.06332800000000005	0.06287999999999999	0.06393600000000005
gqa2	4	cluster	closure_us	25	0.0	0.0	0.0
gqa2	4	load_lines	l1_ms	25	0.332192	0.331104	0.332608
gqa2	4	load_lines	l2_ms	25	0.371552	0.370944	0.372928
gqa2	4	load_lines	ratio	25	1.1215784892155916	1.118204681756626	1.1221601848286484
gqa2	4	load_lines	notify_ms	25	0.049472000000000016	0.04832000000000003	0.050559999999999994
gqa2	4	load_lines	wait_ms	25	0.02288000000000001	0.02207999999999999	0.02415999999999996
gqa2	4	load_lines	barrier_ms	25	0.03315199999999996	0.03276800000000002	0.03443200000000002
gqa2	4	load_lines	loop_ms	25	0.0009919999999999929	0.0006720000000000059	0.0020799999999999708
gqa2	4	load_lines	gap_ms	25	0.04022400000000004	0.03923199999999999	0.04060800000000003
gqa2	4	load_lines	closure_us	25	0.0	0.0	0.0
gqa2	128	cluster	l1_ms	25	0.606848	0.606496	0.608416
gqa2	128	cluster	l2_ms	25	0.725632	0.725152	0.726112
gqa2	128	cluster	ratio	25	1.1949286846275755	1.1924472729185296	1.1972247137656307
gqa2	128	cluster	notify_ms	25	0.11449599999999993	0.11392000000000002	0.11561599999999994
gqa2	128	cluster	wait_ms	25	0.048416000000000015	0.04793599999999998	0.049504000000000103
gqa2	128	cluster	barrier_ms	25	0.0350720000000001	0.034304	0.03683200000000009
gqa2	128	cluster	loop_ms	25	-0.009471999999999925	-0.01068800000000003	-0.008352000000000026
gqa2	128	cluster	gap_ms	25	0.11808000000000007	0.11708800000000008	0.11964799999999998
gqa2	128	cluster	closure_us	25	0.0	0.0	0.0
gqa2	128	load_lines	l1_ms	25	0.605472	0.604	0.605856
gqa2	128	load_lines	l2_ms	25	0.68048	0.680224	0.68176
gqa2	128	load_lines	ratio	25	1.1257285154180354	1.1231964483906771	1.1268957471630077
gqa2	128	load_lines	notify_ms	25	0.07283200000000001	0.07212799999999997	0.07411199999999996
gqa2	128	load_lines	wait_ms	25	0.048768000000000034	0.048224000000000045	0.05004799999999998
gqa2	128	load_lines	barrier_ms	25	0.035487999999999964	0.03433600000000003	0.03628799999999999
gqa2	128	load_lines	loop_ms	25	-0.010399999999999965	-0.011488000000000054	-0.008992
gqa2	128	load_lines	gap_ms	25	0.075936	0.07459199999999999	0.0766079999999999
gqa2	128	load_lines	closure_us	25	0.0	0.0	0.0
mha4	4	cluster	l1_ms	25	0.660864	0.659616	0.661696
mha4	4	cluster	l2_ms	25	0.7912	0.790976	0.792736
mha4	4	cluster	ratio	25	1.1989716724873885	1.1955826794536473	1.1998252681648303
mha4	4	cluster	notify_ms	25	0.16668800000000006	0.1664	0.167296
mha4	4	cluster	wait_ms	25	0.047648000000000024	0.04688000000000003	0.048512
mha4	4	cluster	barrier_ms	25	0.06598399999999993	0.065056	0.06752000000000002
mha4	4	cluster	loop_ms	25	-0.017279999999999962	-0.018303999999999987	-0.01632
mha4	4	cluster	gap_ms	25	0.13126400000000005	0.129216	0.13180800000000004
mha4	4	cluster	closure_us	25	0.0	0.0	0.0
mha4	4	load_lines	l1_ms	25	0.65952	0.6592	0.660704
mha4	4	load_lines	l2_ms	25	0.751936	0.750528	0.752896
mha4	4	load_lines	ratio	25	1.1391735055601417	1.1373668925459826	1.1419489469086674
mha4	4	load_lines	notify_ms	25	0.10697599999999996	0.10460799999999992	0.10732799999999998
mha4	4	load_lines	wait_ms	25	0.048607999999999985	0.04755199999999993	0.049567999999999945
mha4	4	load_lines	barrier_ms	25	0.06473600000000002	0.06428800000000001	0.06585600000000003
mha4	4	load_lines	loop_ms	25	0.0023999999999999577	0.00022400000000000198	0.0032320000000000126
mha4	4	load_lines	gap_ms	25	0.09174400000000005	0.09081600000000001	0.09360000000000002
mha4	4	load_lines	closure_us	25	0.0	0.0	0.0
mha4	128	cluster	l1_ms	25	1.210592	1.20992	1.2112
mha4	128	cluster	l2_ms	25	1.52528	1.524128	1.526528
mha4	128	cluster	ratio	25	1.2599651549548598	1.258627979493684	1.2616275993438808
mha4	128	cluster	notify_ms	25	0.28659199999999996	0.285312	0.2876160000000001
mha4	128	cluster	wait_ms	25	0.11385600000000018	0.11244799999999988	0.11459200000000003
mha4	128	cluster	barrier_ms	25	0.07427200000000012	0.07222400000000007	0.07497599999999993
mha4	128	cluster	loop_ms	25	-0.011679999999999913	-0.0138879999999999	-0.010015999999999803
mha4	128	cluster	gap_ms	25	0.3151360000000001	0.31308800000000003	0.31635199999999997
mha4	128	cluster	closure_us	25	0.0	0.0	0.0
mha4	128	load_lines	l1_ms	25	1.21152	1.210688	1.212192
mha4	128	load_lines	l2_ms	25	1.411584	1.410752	1.412832
mha4	128	load_lines	ratio	25	1.1651799852211548	1.1640664185211584	1.1661336786743135
mha4	128	load_lines	notify_ms	25	0.18217600000000012	0.17968000000000006	0.18355200000000016
mha4	128	load_lines	wait_ms	25	0.11244799999999988	0.11107199999999984	0.11340799999999995
mha4	128	load_lines	barrier_ms	25	0.07507200000000003	0.07414399999999999	0.07721599999999995
mha4	128	load_lines	loop_ms	25	-0.017120000000000024	-0.019296000000000202	-0.016000000000000014
mha4	128	load_lines	gap_ms	25	0.19990399999999986	0.19888000000000017	0.201152
mha4	128	load_lines	closure_us	25	0.0	0.0	0.0
