model	seq	variant	baseline	metric	rounds	delta_median	ci_low	ci_high	wilcoxon_p
gqa2	4	cluster	load_lines	l1_ms	25	0.0009600000000000164	-0.00038399999999999546	0.0013440000000000119	0.08500538959039504
gqa2	4	cluster	load_lines	l2_ms	25	0.02377600000000002	0.023007999999999973	0.024511999999999978	1.3070605478013073e-05
gqa2	4	cluster	load_lines	ratio	25	0.07073419632601485	0.06727103715796479	0.07514329467898095	1.3070605478013073e-05
gqa2	4	cluster	load_lines	notify_ms	25	0.031583999999999945	0.030208000000000013	0.03232000000000007	1.3058831246722831e-05
gqa2	4	cluster	load_lines	wait_ms	25	0.00044800000000005946	-0.0007039999999999269	0.0019199999999999773	0.16581755453504277
gqa2	4	cluster	load_lines	barrier_ms	25	-0.00019200000000002548	-0.0008319999999999994	0.0006079999999999974	0.8086544789363024
gqa2	4	cluster	load_lines	loop_ms	25	-0.008672000000000013	-0.009919999999999984	-0.008000000000000007	1.3070605478013073e-05
gqa2	4	cluster	load_lines	gap_ms	25	0.023328000000000015	0.022335999999999967	0.024800000000000044	1.3070605478013073e-05
gqa2	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
gqa2	128	cluster	load_lines	l1_ms	25	0.0021120000000000028	0.0011840000000000739	0.0033279999999999976	2.3959400193785193e-05
gqa2	128	cluster	load_lines	l2_ms	25	0.044703999999999966	0.043712000000000084	0.04569599999999996	1.3058831246722831e-05
gqa2	128	cluster	load_lines	ratio	25	0.06858101518328175	0.06742334859300803	0.07118107430896381	1.3070605478013073e-05
gqa2	128	cluster	load_lines	notify_ms	25	0.041856000000000004	0.04003200000000007	0.04275200000000001	1.3058831246722831e-05
gqa2	128	cluster	load_lines	wait_ms	25	-0.0006080000000000529	-0.0015039999999999498	0.00047999999999992493	0.40421659764097395
gqa2	128	cluster	load_lines	barrier_ms	25	0.00035200000000001896	-0.0012159999999999949	0.0016319999999999668	0.8295682827366371
gqa2	128	cluster	load_lines	loop_ms	25	0.0008960000000001189	-0.00038400000000005097	0.0021440000000000348	0.08029978979344916
gqa2	128	cluster	load_lines	gap_ms	25	0.04175999999999991	0.04121599999999992	0.0433920000000001	1.3070605478013073e-05
gqa2	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	4	cluster	load_lines	l1_ms	25	0.0007039999999999269	-0.0008960000000000079	0.0020799999999999708	0.057824886865277314
mha4	4	cluster	load_lines	l2_ms	25	0.04032000000000002	0.03952	0.04086400000000001	1.3058831246722831e-05
mha4	4	cluster	load_lines	ratio	25	0.06088602067058102	0.0541712214431298	0.06313984684359997	1.3070605478013073e-05
mha4	4	cluster	load_lines	notify_ms	25	0.059680000000000066	0.05913600000000008	0.06044800000000006	1.3058831246722831e-05
mha4	4	cluster	load_lines	wait_ms	25	-0.00041599999999997195	-0.0020799999999999708	0.00015999999999993797	0.08028610906161526
mha4	4	cluster	load_lines	barrier_ms	25	0.0012480000000000269	-0.00035200000000001896	0.0032319999999999016	0.049485769429898546
mha4	4	cluster	load_lines	loop_ms	25	-0.018815999999999944	-0.020512000000000086	-0.017536000000000107	1.3047065538460705e-05
mha4	4	cluster	load_lines	gap_ms	25	0.04012800000000005	0.03612800000000005	0.04179199999999994	1.3070605478013073e-05
mha4	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	128	cluster	load_lines	l1_ms	25	-0.0006720000000000059	-0.0015680000000000138	0.0	0.027798931716728943
mha4	128	cluster	load_lines	l2_ms	25	0.11404800000000015	0.11283200000000004	0.11519999999999997	1.3058831246722831e-05
mha4	128	cluster	load_lines	ratio	25	0.09486645171784991	0.09392385316425522	0.09624684576358167	1.3070605478013073e-05
mha4	128	cluster	load_lines	notify_ms	25	0.10643199999999986	0.10304000000000002	0.10803200000000013	1.3070605478013073e-05
mha4	128	cluster	load_lines	wait_ms	25	0.00201600000000024	-0.0009600000000000719	0.0043520000000001335	0.22596783720051727
mha4	128	cluster	load_lines	barrier_ms	25	-0.0005759999999999099	-0.0048000000000001375	0.0011840000000000739	0.14998486851228499
mha4	128	cluster	load_lines	loop_ms	25	0.006207999999999991	0.0034239999999998716	0.01017599999999974	0.0011309873102096162
mha4	128	cluster	load_lines	gap_ms	25	0.11459200000000003	0.11353600000000008	0.11625599999999991	1.3058831246722831e-05
mha4	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
