model	variant	arm	seq	past	round	pass	l1_ms	l2_ms	l05_ms	reg	ctas_per_sm	grid	block	task_smem	occupancy_smem	static_smem	regs_per_sm	smem_per_sm	threads_per_sm	l1_reg	l05_reg	l1_ctas	l2_ctas	min_blocks	warp_size	l05_spill_stores	l05_spill_loads	l1_spill_stores	l1_spill_loads	l2_spill_stores	l2_spill_loads	f40_ctas	f40_binding	variant_stages	task_refs	waits	max_worker_task_refs	cold	warmup	repeat	execution_index
gqa2	base	full	1	3	19	1	0.341632	0.378368	0.356864	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	19
gqa2	base	full	1	3	20	1	0.340992	0.378208	0.357984	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	20
gqa2	base	full	1	3	21	1	0.341408	0.378048	0.358592	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	21
gqa2	base	full	1	3	22	1	0.342400	0.378240	0.358112	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	22
gqa2	base	full	1	3	23	1	0.341088	0.378176	0.357568	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	23
gqa2	base	full	1	3	24	1	0.341984	0.378176	0.356736	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	24
gqa2	base	full	1	3	25	1	0.342176	0.380992	0.357792	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	25
gqa2	base	full	1	3	26	1	0.340768	0.376032	0.356800	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	26
gqa2	base	full	1	3	27	1	0.340544	0.380160	0.357824	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	27
gqa2	base	full	1	3	28	1	0.341280	0.377920	0.355872	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	28
gqa2	base	full	1	3	29	1	0.341120	0.378656	0.356480	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	29
gqa2	base	full	1	3	30	1	0.340960	0.377120	0.358048	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	30
gqa2	base	full	1	3	31	1	0.341504	0.376320	0.357440	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	31
gqa2	base	full	1	3	32	1	0.341312	0.378464	0.357728	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	32
gqa2	base	full	1	3	33	1	0.341216	0.378112	0.356704	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	33
gqa2	base	full	1	3	34	1	0.342784	0.378560	0.358080	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	34
gqa2	base	full	1	3	35	1	0.342752	0.381248	0.357984	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	35
gqa2	base	full	1	3	36	1	0.341856	0.380288	0.359008	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	36
gqa2	base	full	1	3	37	1	0.342528	0.377760	0.358208	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	37
gqa2	base	full	1	3	38	1	0.341312	0.378368	0.358720	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	38
gqa2	base	full	1	3	39	1	0.342016	0.378752	0.358080	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	39
gqa2	base	full	1	3	40	1	0.340896	0.382912	0.356800	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	40
gqa2	base	full	1	3	41	1	0.341440	0.376704	0.357088	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	41
gqa2	base	full	1	3	42	1	0.341696	0.381952	0.355840	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	42
gqa2	base	full	1	3	43	1	0.341408	0.380128	0.356640	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	43
gqa2	base	full	1	3	44	1	0.341056	0.377952	0.357088	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	44
gqa2	base	full	1	3	45	1	0.341088	0.379936	0.357216	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	45
gqa2	base	full	1	3	46	1	0.339264	0.376160	0.356224	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	46
gqa2	base	full	1	3	47	1	0.341728	0.380096	0.356480	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	47
gqa2	base	full	1	3	48	1	0.341248	0.380192	0.357632	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	48
gqa2	base	full	1	3	49	1	0.341728	0.377888	0.355936	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	49
gqa2	base	full	4	3	0	1	0.343648	0.377824	0.356288	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	50
gqa2	base	full	4	3	1	1	0.343168	0.377856	0.356544	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	51
gqa2	base	full	4	3	2	1	0.343456	0.378112	0.358336	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	52
gqa2	base	full	4	3	3	1	0.343968	0.380544	0.360192	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	53
gqa2	base	full	4	3	4	1	0.343392	0.378560	0.356288	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	54
gqa2	base	full	4	3	5	1	0.343520	0.378432	0.357760	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	55
gqa2	base	full	4	3	6	1	0.344128	0.378144	0.356128	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	56
gqa2	base	full	4	3	7	1	0.343360	0.377792	0.357472	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	57
gqa2	base	full	4	3	8	1	0.343264	0.380128	0.357600	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	58
gqa2	base	full	4	3	9	1	0.345728	0.378400	0.358784	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	59
gqa2	base	full	4	3	10	1	0.342976	0.373568	0.356480	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	60
gqa2	base	full	4	3	11	1	0.343264	0.376032	0.358080	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	61
gqa2	base	full	4	3	12	1	0.343136	0.376128	0.358816	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	62
gqa2	base	full	4	3	13	1	0.343968	0.374880	0.357344	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	63
gqa2	base	full	4	3	14	1	0.343392	0.376160	0.356032	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	64
gqa2	base	full	4	3	15	1	0.342624	0.376768	0.357664	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	65
gqa2	base	full	4	3	16	1	0.343296	0.377952	0.357216	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	66
gqa2	base	full	4	3	17	1	0.343040	0.378368	0.358304	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	67
gqa2	base	full	4	3	18	1	0.343808	0.378784	0.356800	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	68
gqa2	base	full	4	3	19	1	0.343200	0.377728	0.359712	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	69
gqa2	base	full	4	3	20	1	0.341792	0.376352	0.358016	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	70
gqa2	base	full	4	3	21	1	0.343616	0.378624	0.359008	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	71
gqa2	base	full	4	3	22	1	0.341664	0.378368	0.358368	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	72
gqa2	base	full	4	3	23	1	0.343168	0.381152	0.359648	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	73
gqa2	base	full	4	3	24	1	0.343648	0.380768	0.359904	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	74
gqa2	base	full	4	3	25	1	0.342816	0.379136	0.360896	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	75
gqa2	base	full	4	3	26	1	0.343200	0.378752	0.363328	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	76
gqa2	base	full	4	3	27	1	0.344544	0.378752	0.358912	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	77
gqa2	base	full	4	3	28	1	0.345024	0.380128	0.358272	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	78
gqa2	base	full	4	3	29	1	0.344192	0.380192	0.358176	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	79
gqa2	base	full	4	3	30	1	0.343904	0.379712	0.358400	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	80
gqa2	base	full	4	3	31	1	0.348000	0.381120	0.358400	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	81
gqa2	base	full	4	3	32	1	0.343776	0.378048	0.362016	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	82
gqa2	base	full	4	3	33	1	0.342624	0.377568	0.359200	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	83
gqa2	base	full	4	3	34	1	0.342656	0.381600	0.360384	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	84
gqa2	base	full	4	3	35	1	0.344160	0.378720	0.358816	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	85
gqa2	base	full	4	3	36	1	0.344288	0.377408	0.358848	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	86
gqa2	base	full	4	3	37	1	0.343488	0.376352	0.356480	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	87
gqa2	base	full	4	3	38	1	0.344000	0.380512	0.358560	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	88
gqa2	base	full	4	3	39	1	0.344640	0.379424	0.359008	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	89
gqa2	base	full	4	3	40	1	0.343872	0.376960	0.357760	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	90
gqa2	base	full	4	3	41	1	0.344160	0.376896	0.360256	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	91
gqa2	base	full	4	3	42	1	0.343776	0.378016	0.359104	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	92
gqa2	base	full	4	3	43	1	0.343584	0.377120	0.356576	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	93
gqa2	base	full	4	3	44	1	0.343648	0.379040	0.359296	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	94
gqa2	base	full	4	3	45	1	0.343008	0.376608	0.355776	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	95
gqa2	base	full	4	3	46	1	0.343744	0.378880	0.359744	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	96
gqa2	base	full	4	3	47	1	0.343488	0.376160	0.359904	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	97
gqa2	base	full	4	3	48	1	0.344160	0.378400	0.360608	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	98
gqa2	base	full	4	3	49	1	0.341952	0.379680	0.358368	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	99
gqa2	base	full	16	3	0	1	0.355264	0.393376	0.375712	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	100
gqa2	base	full	16	3	1	1	0.356064	0.393024	0.375616	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	101
gqa2	base	full	16	3	2	1	0.355616	0.395168	0.373824	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	102
gqa2	base	full	16	3	3	1	0.354208	0.393184	0.375552	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	103
gqa2	base	full	16	3	4	1	0.355616	0.391232	0.376032	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	104
gqa2	base	full	16	3	5	1	0.354336	0.391456	0.375648	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	105
gqa2	base	full	16	3	6	1	0.354720	0.392384	0.376576	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	106
gqa2	base	full	16	3	7	1	0.355648	0.392384	0.375552	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	107
gqa2	base	full	16	3	8	1	0.356608	0.393696	0.376480	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	108
gqa2	base	full	16	3	9	1	0.354624	0.391072	0.375776	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	109
gqa2	base	full	16	3	10	1	0.354784	0.389344	0.375488	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	110
gqa2	base	full	16	3	11	1	0.354784	0.392928	0.376544	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	111
gqa2	base	full	16	3	12	1	0.355904	0.392576	0.375136	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	112
gqa2	base	full	16	3	13	1	0.355776	0.392416	0.375680	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	113
gqa2	base	full	16	3	14	1	0.355712	0.393856	0.376288	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	114
gqa2	base	full	16	3	15	1	0.354112	0.392992	0.375648	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	115
gqa2	base	full	16	3	16	1	0.356096	0.395008	0.375712	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	116
gqa2	base	full	16	3	17	1	0.355488	0.392768	0.373664	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	117
gqa2	base	full	16	3	18	1	0.355392	0.391072	0.375424	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	118
gqa2	base	full	16	3	19	1	0.355968	0.393088	0.375872	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	119
gqa2	base	full	16	3	20	1	0.355488	0.393536	0.376256	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	120
gqa2	base	full	16	3	21	1	0.355488	0.393024	0.375456	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	121
gqa2	base	full	16	3	22	1	0.354528	0.393088	0.375136	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	122
gqa2	base	full	16	3	23	1	0.356064	0.390112	0.374336	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	123
gqa2	base	full	16	3	24	1	0.356000	0.391168	0.375296	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	124
gqa2	base	full	16	3	25	1	0.354816	0.392864	0.376512	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	125
gqa2	base	full	16	3	26	1	0.355936	0.390752	0.376608	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	126
gqa2	base	full	16	3	27	1	0.354176	0.392832	0.375808	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	127
gqa2	base	full	16	3	28	1	0.356128	0.391488	0.375648	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	128
gqa2	base	full	16	3	29	1	0.353952	0.392320	0.374944	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	129
gqa2	base	full	16	3	30	1	0.356288	0.392544	0.376864	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	130
gqa2	base	full	16	3	31	1	0.354656	0.392704	0.375456	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	131
