placement	simulated	makespan_ns	floor_ns	cp_ns	queue_lb_ns	nodes	grid	kappa	grouping_model	status
eft	1	134848.443049	65592	65592	65592	546	128	1	projected_events_and_sigma_lifting	ok
rotate	1	142996.259878	65592	65592	24840	546	128	1	projected_events_and_sigma_lifting	ok
wavefront	1	142996.259878	65592	65592	65336	546	128	1	projected_events_and_sigma_lifting	ok
chain	0	83144	83144	65592	24032	546	128	1	projected_events_and_sigma_lifting	ok
legacy_grid_stride	0	90392	90392	65592	90392	546	128	1	projected_events_and_sigma_lifting	ok
balanced	0	596464	596464	65592	154864	546	128	1	projected_events_and_sigma_lifting	ok
