producer	consumer	direction	oracle	coordinate	expected	actual	equal
13	21	0	Unique	0	1	1	1
13	21	0	Unique	16	1	1	1
13	21	0	Unique	31	1	1	1
13	21	1	Unique	0	1	1	1
13	21	1	Unique	16	1	1	1
13	21	1	Unique	31	1	1	1
20	21	0	Unique	0	1	1	1
20	21	0	Unique	256	1	1	1
20	21	0	Unique	511	1	1	1
20	21	1	General	0	16	16	1
20	21	1	General	16	16	16	1
20	21	1	General	31	16	16	1
21	22	0	General	0	4	4	1
21	22	0	General	16	4	4	1
21	22	0	General	31	4	4	1
21	22	1	General	0	32	32	1
21	22	1	General	2	32	32	1
21	22	1	General	3	32	32	1
22	23	0	General	0	128	128	1
22	23	0	General	2	128	128	1
22	23	0	General	3	128	128	1
22	23	1	General	0	4	4	1
22	23	1	General	64	4	4	1
22	23	1	General	127	4	4	1
23	24	0	Unique	0	1	1	1
23	24	0	Unique	64	1	1	1
23	24	0	Unique	127	1	1	1
23	24	1	General	0	4	4	1
23	24	1	General	16	4	4	1
23	24	1	General	31	4	4	1
22	25	0	General	0	128	128	1
22	25	0	General	2	128	128	1
22	25	0	General	3	128	128	1
22	25	1	General	0	4	4	1
22	25	1	General	64	4	4	1
22	25	1	General	127	4	4	1
25	26	0	Unique	0	1	1	1
25	26	0	Unique	64	1	1	1
25	26	0	Unique	127	1	1	1
25	26	1	General	0	4	4	1
25	26	1	General	16	4	4	1
25	26	1	General	31	4	4	1
22	27	0	General	0	128	128	1
22	27	0	General	2	128	128	1
22	27	0	General	3	128	128	1
22	27	1	General	0	4	4	1
22	27	1	General	64	4	4	1
22	27	1	General	127	4	4	1
27	28	0	Unique	0	1	1	1
27	28	0	Unique	64	1	1	1
27	28	0	Unique	127	1	1	1
27	28	1	General	0	4	4	1
27	28	1	General	16	4	4	1
27	28	1	General	31	4	4	1
24	29	0	General	0	16	16	1
24	29	0	General	16	16	16	1
24	29	0	General	31	16	16	1
24	29	1	General	0	32	32	1
24	29	1	General	8	32	32	1
24	29	1	General	15	32	32	1
26	30	0	General	0	16	16	1
26	30	0	General	16	16	16	1
26	30	0	General	31	16	16	1
26	30	1	General	0	32	32	1
26	30	1	General	8	32	32	1
26	30	1	General	15	32	32	1
30	31	0	Unique	0	1	1	1
30	31	0	Unique	8	1	1	1
30	31	0	Unique	15	1	1	1
30	31	1	Unique	0	1	1	1
30	31	1	Unique	8	1	1	1
30	31	1	Unique	15	1	1	1
28	32	0	General	0	16	16	1
28	32	0	General	16	16	16	1
28	32	0	General	31	16	16	1
28	32	1	General	0	32	32	1
28	32	1	General	8	32	32	1
28	32	1	General	15	32	32	1
29	33	0	Unique	0	1	1	1
29	33	0	Unique	8	1	1	1
29	33	0	Unique	15	1	1	1
29	33	1	Unique	0	1	1	1
29	33	1	Unique	8	1	1	1
29	33	1	Unique	15	1	1	1
31	33	0	General	0	16	16	1
31	33	0	General	8	16	16	1
31	33	0	General	15	16	16	1
31	33	1	General	0	16	16	1
31	33	1	General	8	16	16	1
31	33	1	General	15	16	16	1
32	33	0	General	0	16	16	1
32	33	0	General	8	16	16	1
32	33	0	General	15	16	16	1
32	33	1	General	0	16	16	1
32	33	1	General	8	16	16	1
32	33	1	General	15	16	16	1
21	34	0	Unique	0	1	1	1
21	34	0	Unique	16	1	1	1
21	34	0	Unique	31	1	1	1
21	34	1	Unique	0	1	1	1
21	34	1	Unique	128	0	0	1
21	34	1	Unique	255	0	0	1
33	34	0	General	0	256	256	1
33	34	0	General	8	256	256	1
33	34	0	General	15	256	256	1
33	34	1	General	0	16	16	1
33	34	1	General	128	16	16	1
33	34	1	General	255	16	16	1
21	35	0	Unique	0	1	1	1
21	35	0	Unique	16	1	1	1
21	35	0	Unique	31	1	1	1
21	35	1	Unique	0	1	1	1
21	35	1	Unique	16	1	1	1
21	35	1	Unique	31	1	1	1
34	35	0	Unique	0	1	1	1
34	35	0	Unique	128	1	1	1
34	35	0	Unique	255	1	1	1
34	35	1	General	0	8	8	1
34	35	1	General	16	8	8	1
34	35	1	General	31	8	8	1
35	36	0	General	0	4	4	1
35	36	0	General	16	4	4	1
35	36	0	General	31	4	4	1
35	36	1	General	0	32	32	1
35	36	1	General	2	32	32	1
35	36	1	General	3	32	32	1
36	37	0	General	0	256	256	1
36	37	0	General	2	256	256	1
36	37	0	General	3	256	256	1
36	37	1	General	0	4	4	1
36	37	1	General	128	4	4	1
36	37	1	General	255	4	4	1
37	38	0	Unique	0	1	1	1
37	38	0	Unique	128	1	1	1
37	38	0	Unique	255	1	1	1
37	38	1	General	0	4	4	1
37	38	1	General	32	4	4	1
37	38	1	General	63	4	4	1
36	39	0	General	0	256	256	1
36	39	0	General	2	256	256	1
36	39	0	General	3	256	256	1
36	39	1	General	0	4	4	1
36	39	1	General	128	4	4	1
36	39	1	General	255	4	4	1
39	40	0	Unique	0	1	1	1
39	40	0	Unique	128	1	1	1
39	40	0	Unique	255	1	1	1
39	40	1	General	0	4	4	1
39	40	1	General	32	4	4	1
39	40	1	General	63	4	4	1
38	41	0	General	0	4	4	1
38	41	0	General	32	4	4	1
38	41	0	General	63	4	4	1
38	41	1	General	0	64	64	1
38	41	1	General	2	64	64	1
38	41	1	General	3	64	64	1
40	41	0	General	0	4	4	1
40	41	0	General	32	4	4	1
40	41	0	General	63	4	4	1
40	41	1	General	0	64	64	1
40	41	1	General	2	64	64	1
40	41	1	General	3	64	64	1
35	42	0	Unique	0	1	1	1
35	42	0	Unique	16	1	1	1
35	42	0	Unique	31	1	1	1
35	42	1	Unique	0	1	1	1
35	42	1	Unique	256	0	0	1
35	42	1	Unique	511	0	0	1
41	42	0	General	0	512	512	1
41	42	0	General	2	512	512	1
41	42	0	General	3	512	512	1
41	42	1	General	0	4	4	1
41	42	1	General	256	4	4	1
41	42	1	General	511	4	4	1
35	43	0	Unique	0	1	1	1
35	43	0	Unique	16	1	1	1
35	43	0	Unique	31	1	1	1
35	43	1	Unique	0	1	1	1
35	43	1	Unique	16	1	1	1
35	43	1	Unique	31	1	1	1
42	43	0	Unique	0	1	1	1
42	43	0	Unique	256	1	1	1
42	43	0	Unique	511	1	1	1
42	43	1	General	0	16	16	1
42	43	1	General	16	16	16	1
42	43	1	General	31	16	16	1
43	44	0	General	0	4	4	1
43	44	0	General	16	4	4	1
43	44	0	General	31	4	4	1
43	44	1	General	0	32	32	1
43	44	1	General	2	32	32	1
43	44	1	General	3	32	32	1
44	45	0	General	0	128	128	1
44	45	0	General	2	128	128	1
44	45	0	General	3	128	128	1
44	45	1	General	0	4	4	1
44	45	1	General	64	4	4	1
44	45	1	General	127	4	4	1
45	46	0	Unique	0	1	1	1
45	46	0	Unique	64	1	1	1
45	46	0	Unique	127	1	1	1
45	46	1	General	0	4	4	1
45	46	1	General	16	4	4	1
45	46	1	General	31	4	4	1
44	47	0	General	0	128	128	1
44	47	0	General	2	128	128	1
44	47	0	General	3	128	128	1
44	47	1	General	0	4	4	1
44	47	1	General	64	4	4	1
44	47	1	General	127	4	4	1
47	48	0	Unique	0	1	1	1
47	48	0	Unique	64	1	1	1
47	48	0	Unique	127	1	1	1
47	48	1	General	0	4	4	1
47	48	1	General	16	4	4	1
47	48	1	General	31	4	4	1
44	49	0	General	0	128	128	1
44	49	0	General	2	128	128	1
44	49	0	General	3	128	128	1
44	49	1	General	0	4	4	1
44	49	1	General	64	4	4	1
44	49	1	General	127	4	4	1
49	50	0	Unique	0	1	1	1
49	50	0	Unique	64	1	1	1
49	50	0	Unique	127	1	1	1
49	50	1	General	0	4	4	1
49	50	1	General	16	4	4	1
49	50	1	General	31	4	4	1
46	51	0	General	0	16	16	1
46	51	0	General	16	16	16	1
46	51	0	General	31	16	16	1
46	51	1	General	0	32	32	1
46	51	1	General	8	32	32	1
46	51	1	General	15	32	32	1
48	52	0	General	0	16	16	1
48	52	0	General	16	16	16	1
48	52	0	General	31	16	16	1
48	52	1	General	0	32	32	1
48	52	1	General	8	32	32	1
48	52	1	General	15	32	32	1
52	53	0	Unique	0	1	1	1
52	53	0	Unique	8	1	1	1
52	53	0	Unique	15	1	1	1
52	53	1	Unique	0	1	1	1
52	53	1	Unique	8	1	1	1
52	53	1	Unique	15	1	1	1
50	54	0	General	0	16	16	1
50	54	0	General	16	16	16	1
50	54	0	General	31	16	16	1
50	54	1	General	0	32	32	1
50	54	1	General	8	32	32	1
50	54	1	General	15	32	32	1
51	55	0	Unique	0	1	1	1
51	55	0	Unique	8	1	1	1
51	55	0	Unique	15	1	1	1
51	55	1	Unique	0	1	1	1
51	55	1	Unique	8	1	1	1
51	55	1	Unique	15	1	1	1
53	55	0	General	0	16	16	1
53	55	0	General	8	16	16	1
53	55	0	General	15	16	16	1
53	55	1	General	0	16	16	1
53	55	1	General	8	16	16	1
53	55	1	General	15	16	16	1
54	55	0	General	0	16	16	1
54	55	0	General	8	16	16	1
54	55	0	General	15	16	16	1
54	55	1	General	0	16	16	1
54	55	1	General	8	16	16	1
54	55	1	General	15	16	16	1
43	56	0	Unique	0	1	1	1
43	56	0	Unique	16	1	1	1
43	56	0	Unique	31	1	1	1
43	56	1	Unique	0	1	1	1
43	56	1	Unique	128	0	0	1
43	56	1	Unique	255	0	0	1
55	56	0	General	0	256	256	1
55	56	0	General	8	256	256	1
55	56	0	General	15	256	256	1
55	56	1	General	0	16	16	1
55	56	1	General	128	16	16	1
55	56	1	General	255	16	16	1
43	57	0	Unique	0	1	1	1
43	57	0	Unique	16	1	1	1
43	57	0	Unique	31	1	1	1
43	57	1	Unique	0	1	1	1
43	57	1	Unique	16	1	1	1
43	57	1	Unique	31	1	1	1
56	57	0	Unique	0	1	1	1
56	57	0	Unique	128	1	1	1
56	57	0	Unique	255	1	1	1
56	57	1	General	0	8	8	1
56	57	1	General	16	8	8	1
56	57	1	General	31	8	8	1
57	58	0	General	0	4	4	1
57	58	0	General	16	4	4	1
57	58	0	General	31	4	4	1
57	58	1	General	0	32	32	1
57	58	1	General	2	32	32	1
57	58	1	General	3	32	32	1
58	59	0	General	0	256	256	1
58	59	0	General	2	256	256	1
58	59	0	General	3	256	256	1
58	59	1	General	0	4	4	1
58	59	1	General	128	4	4	1
58	59	1	General	255	4	4	1
59	60	0	Unique	0	1	1	1
59	60	0	Unique	128	1	1	1
59	60	0	Unique	255	1	1	1
59	60	1	General	0	4	4	1
59	60	1	General	32	4	4	1
59	60	1	General	63	4	4	1
58	61	0	General	0	256	256	1
58	61	0	General	2	256	256	1
58	61	0	General	3	256	256	1
58	61	1	General	0	4	4	1
58	61	1	General	128	4	4	1
58	61	1	General	255	4	4	1
61	62	0	Unique	0	1	1	1
61	62	0	Unique	128	1	1	1
61	62	0	Unique	255	1	1	1
61	62	1	General	0	4	4	1
61	62	1	General	32	4	4	1
61	62	1	General	63	4	4	1
60	63	0	General	0	4	4	1
60	63	0	General	32	4	4	1
60	63	0	General	63	4	4	1
60	63	1	General	0	64	64	1
60	63	1	General	2	64	64	1
60	63	1	General	3	64	64	1
62	63	0	General	0	4	4	1
62	63	0	General	32	4	4	1
62	63	0	General	63	4	4	1
62	63	1	General	0	64	64	1
62	63	1	General	2	64	64	1
62	63	1	General	3	64	64	1
57	64	0	Unique	0	1	1	1
57	64	0	Unique	16	1	1	1
57	64	0	Unique	31	1	1	1
57	64	1	Unique	0	1	1	1
57	64	1	Unique	256	0	0	1
57	64	1	Unique	511	0	0	1
63	64	0	General	0	512	512	1
63	64	0	General	2	512	512	1
63	64	0	General	3	512	512	1
63	64	1	General	0	4	4	1
63	64	1	General	256	4	4	1
63	64	1	General	511	4	4	1
57	65	0	Unique	0	1	1	1
57	65	0	Unique	16	1	1	1
57	65	0	Unique	31	1	1	1
57	65	1	Unique	0	1	1	1
57	65	1	Unique	16	1	1	1
57	65	1	Unique	31	1	1	1
64	65	0	Unique	0	1	1	1
64	65	0	Unique	256	1	1	1
64	65	0	Unique	511	1	1	1
64	65	1	General	0	16	16	1
64	65	1	General	16	16	16	1
64	65	1	General	31	16	16	1
65	66	0	General	0	4	4	1
65	66	0	General	16	4	4	1
65	66	0	General	31	4	4	1
65	66	1	General	0	32	32	1
65	66	1	General	2	32	32	1
65	66	1	General	3	32	32	1
66	67	0	General	0	128	128	1
66	67	0	General	2	128	128	1
66	67	0	General	3	128	128	1
66	67	1	General	0	4	4	1
66	67	1	General	64	4	4	1
66	67	1	General	127	4	4	1
67	68	0	Unique	0	1	1	1
67	68	0	Unique	64	1	1	1
67	68	0	Unique	127	1	1	1
67	68	1	General	0	4	4	1
67	68	1	General	16	4	4	1
67	68	1	General	31	4	4	1
66	69	0	General	0	128	128	1
66	69	0	General	2	128	128	1
66	69	0	General	3	128	128	1
66	69	1	General	0	4	4	1
66	69	1	General	64	4	4	1
66	69	1	General	127	4	4	1
69	70	0	Unique	0	1	1	1
69	70	0	Unique	64	1	1	1
69	70	0	Unique	127	1	1	1
69	70	1	General	0	4	4	1
69	70	1	General	16	4	4	1
69	70	1	General	31	4	4	1
66	71	0	General	0	128	128	1
66	71	0	General	2	128	128	1
66	71	0	General	3	128	128	1
66	71	1	General	0	4	4	1
66	71	1	General	64	4	4	1
66	71	1	General	127	4	4	1
71	72	0	Unique	0	1	1	1
71	72	0	Unique	64	1	1	1
71	72	0	Unique	127	1	1	1
71	72	1	General	0	4	4	1
71	72	1	General	16	4	4	1
71	72	1	General	31	4	4	1
68	73	0	General	0	16	16	1
68	73	0	General	16	16	16	1
68	73	0	General	31	16	16	1
68	73	1	General	0	32	32	1
68	73	1	General	8	32	32	1
68	73	1	General	15	32	32	1
70	74	0	General	0	16	16	1
70	74	0	General	16	16	16	1
70	74	0	General	31	16	16	1
70	74	1	General	0	32	32	1
70	74	1	General	8	32	32	1
70	74	1	General	15	32	32	1
74	75	0	Unique	0	1	1	1
74	75	0	Unique	8	1	1	1
74	75	0	Unique	15	1	1	1
74	75	1	Unique	0	1	1	1
74	75	1	Unique	8	1	1	1
74	75	1	Unique	15	1	1	1
72	76	0	General	0	16	16	1
72	76	0	General	16	16	16	1
72	76	0	General	31	16	16	1
72	76	1	General	0	32	32	1
72	76	1	General	8	32	32	1
72	76	1	General	15	32	32	1
73	77	0	Unique	0	1	1	1
73	77	0	Unique	8	1	1	1
73	77	0	Unique	15	1	1	1
73	77	1	Unique	0	1	1	1
73	77	1	Unique	8	1	1	1
73	77	1	Unique	15	1	1	1
75	77	0	General	0	16	16	1
75	77	0	General	8	16	16	1
75	77	0	General	15	16	16	1
75	77	1	General	0	16	16	1
75	77	1	General	8	16	16	1
75	77	1	General	15	16	16	1
76	77	0	General	0	16	16	1
76	77	0	General	8	16	16	1
76	77	0	General	15	16	16	1
76	77	1	General	0	16	16	1
76	77	1	General	8	16	16	1
76	77	1	General	15	16	16	1
65	78	0	Unique	0	1	1	1
65	78	0	Unique	16	1	1	1
65	78	0	Unique	31	1	1	1
65	78	1	Unique	0	1	1	1
65	78	1	Unique	128	0	0	1
65	78	1	Unique	255	0	0	1
77	78	0	General	0	256	256	1
77	78	0	General	8	256	256	1
77	78	0	General	15	256	256	1
77	78	1	General	0	16	16	1
77	78	1	General	128	16	16	1
77	78	1	General	255	16	16	1
65	79	0	Unique	0	1	1	1
65	79	0	Unique	16	1	1	1
65	79	0	Unique	31	1	1	1
65	79	1	Unique	0	1	1	1
65	79	1	Unique	16	1	1	1
65	79	1	Unique	31	1	1	1
78	79	0	Unique	0	1	1	1
78	79	0	Unique	128	1	1	1
78	79	0	Unique	255	1	1	1
78	79	1	General	0	8	8	1
78	79	1	General	16	8	8	1
78	79	1	General	31	8	8	1
79	80	0	General	0	4	4	1
79	80	0	General	16	4	4	1
79	80	0	General	31	4	4	1
79	80	1	General	0	32	32	1
79	80	1	General	2	32	32	1
79	80	1	General	3	32	32	1
80	81	0	General	0	256	256	1
80	81	0	General	2	256	256	1
80	81	0	General	3	256	256	1
80	81	1	General	0	4	4	1
80	81	1	General	128	4	4	1
80	81	1	General	255	4	4	1
81	82	0	Unique	0	1	1	1
81	82	0	Unique	128	1	1	1
81	82	0	Unique	255	1	1	1
81	82	1	General	0	4	4	1
81	82	1	General	32	4	4	1
81	82	1	General	63	4	4	1
80	83	0	General	0	256	256	1
80	83	0	General	2	256	256	1
80	83	0	General	3	256	256	1
80	83	1	General	0	4	4	1
80	83	1	General	128	4	4	1
80	83	1	General	255	4	4	1
83	84	0	Unique	0	1	1	1
83	84	0	Unique	128	1	1	1
83	84	0	Unique	255	1	1	1
83	84	1	General	0	4	4	1
83	84	1	General	32	4	4	1
83	84	1	General	63	4	4	1
82	85	0	General	0	4	4	1
82	85	0	General	32	4	4	1
82	85	0	General	63	4	4	1
82	85	1	General	0	64	64	1
82	85	1	General	2	64	64	1
82	85	1	General	3	64	64	1
84	85	0	General	0	4	4	1
84	85	0	General	32	4	4	1
84	85	0	General	63	4	4	1
84	85	1	General	0	64	64	1
84	85	1	General	2	64	64	1
84	85	1	General	3	64	64	1
79	86	0	Unique	0	1	1	1
79	86	0	Unique	16	1	1	1
79	86	0	Unique	31	1	1	1
79	86	1	Unique	0	1	1	1
79	86	1	Unique	256	0	0	1
79	86	1	Unique	511	0	0	1
85	86	0	General	0	512	512	1
85	86	0	General	2	512	512	1
85	86	0	General	3	512	512	1
85	86	1	General	0	4	4	1
85	86	1	General	256	4	4	1
85	86	1	General	511	4	4	1
79	87	0	Unique	0	1	1	1
79	87	0	Unique	16	1	1	1
79	87	0	Unique	31	1	1	1
79	87	1	Unique	0	1	1	1
79	87	1	Unique	16	1	1	1
79	87	1	Unique	31	1	1	1
86	87	0	Unique	0	1	1	1
86	87	0	Unique	256	1	1	1
86	87	0	Unique	511	1	1	1
86	87	1	General	0	16	16	1
86	87	1	General	16	16	16	1
86	87	1	General	31	16	16	1
STRUCTURE 1:1 edges=22
STRUCTURE M:N edges=63
STRUCTURE N:1 edges=28
ORACLE_KIND General directions=154
ORACLE_KIND Unique directions=72
ORACLE_SET_EQUAL comparisons=678 PASS
