rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	64x128x16s2split4kappa1r3	eft	64	128	16	2	4	1	3	1.8926e+06	2.34577e+06	docs/experiments/JOINT2/prepared/real_s128/auto.cu.top1.cu	docs/experiments/JOINT2/prepared/real_s128/auto.cu.top1.mlir
2	64x128x16s2split4kappa2r3	eft	64	128	16	2	4	2	3	1.8926e+06	2.34583e+06	docs/experiments/JOINT2/prepared/real_s128/auto.cu.top2.cu	docs/experiments/JOINT2/prepared/real_s128/auto.cu.top2.mlir
3	64x128x16s2split4kappa4r3	eft	64	128	16	2	4	4	3	1.8926e+06	2.34583e+06	docs/experiments/JOINT2/prepared/real_s128/auto.cu.top3.cu	docs/experiments/JOINT2/prepared/real_s128/auto.cu.top3.mlir
