slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1348	0	2815	1947	1816	131	6110	rmsnorm	8	1348	89	2726	1947
1	2	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2156	1073	9362	1076	945	131	13667	gemm	0	2156	2676	7759	1076
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1288	0	1540	159	30	129	2987	rope	0	1288	0	1540	159
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1125	0	987	160	30	130	2272	kvappend	0	1125	0	987	160
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1689	0	8111	160	30	130	9960	attention	2	1689	52	8059	160
5	9	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2190	1000	9381	2001	1871	130	14572	gemm	0	2190	2540	7841	2001
6	10	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1282	0	2905	1936	1805	131	6123	rmsnorm	8	1282	89	2816	1936
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2180	1098	9311	1075	944	131	13664	gemm	0	2180	2823	7586	1075
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1314	0	6269	159	30	129	7742	elementwise	0	1314	0	6269	159
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2157	1030	18271	2243	2114	129	23701	gemm	0	2157	4152	15149	2243
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1290	0	2911	1840	1709	131	6041	rmsnorm	8	1290	89	2822	1840
11	17	0	0	1	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2158	1020	9356	1064	932	132	13598	gemm	0	2158	2396	7980	1064
12	20	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1288	0	1584	159	30	129	3031	rope	0	1288	0	1584	159
13	21	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1128	0	934	160	30	130	2222	kvappend	0	1128	0	934	160
14	23	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1675	0	8365	162	30	132	10202	attention	2	1675	52	8313	162
15	24	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2221	1004	9513	1819	1690	129	14557	gemm	0	2221	2546	7971	1819
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1370	0	2902	1857	1726	131	6129	rmsnorm	8	1370	89	2813	1857
17	26	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2231	1004	9405	2086	1789	297	14726	gemm	0	2231	2444	7965	2086
18	28	0	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1329	0	6448	159	30	129	7936	elementwise	0	1329	0	6448	159
19	29	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2222	1034	18275	2022	1892	130	23553	gemm	0	2222	4415	14894	2022
20	0	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1342	0	2906	1916	1785	131	6164	rmsnorm	8	1342	89	2817	1916
21	2	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2165	1036	9393	1077	946	131	13671	gemm	0	2165	2538	7891	1077
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1287	0	1553	159	30	129	2999	rope	0	1287	0	1553	159
23	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1138	0	956	159	30	129	2253	kvappend	0	1138	0	956	159
24	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1688	0	8097	159	30	129	9944	attention	2	1688	52	8045	159
25	9	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2195	1018	9385	1876	1746	130	14474	gemm	0	2195	2469	7934	1876
26	10	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1286	0	2857	1893	1762	131	6036	rmsnorm	8	1286	89	2768	1893
