model	seq	past	generated_cu	out_prefix	trace_dir	export_json
mha4	128	3	/root/TileMega/docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	/root/TileMega/docs/experiments/SIMULATOR/raw/run/mha4	/root/TileMega/docs/experiments/SIMULATOR/raw/dump/mha4_s128_p5	/root/TileMega/docs/experiments/SEQSCAN/raw/export/mha4.json
