seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	8	1	88	1388	1909	88
1	3	8	1	88	1388	1909	88
1	512	8	1	88	1388	1909	88
4	0	8	1	88	1664	3880	88
4	3	8	1	88	1664	3880	88
4	512	8	1	88	1664	3880	88
128	0	8	1	88	13072	83080	108
128	3	8	1	88	13072	83080	108
128	512	8	1	88	13072	83080	108
512	0	8	1	88	52288	318252	240
512	3	8	1	88	52288	318252	240
512	512	8	1	88	52288	318252	240
2048	0	8	1	88	209152	1256664	836
2048	3	8	1	88	209152	1256664	836
2048	512	8	1	88	209152	1256664	836
