pair	ratio	lo	hi
c3_a/c2_a	1.0002433800623054	0.9965976475162829	1.002112713251994
c2_b/c2_a	1.0	0.9740680713128038	1.0020028332763422
c3_b/c3_a	0.998732449297972	0.9707723372034326	1.0018984568952929
