slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	0	0	2048	0	0	0	2048	1341	0	2823	1962	1832	130	6126	rmsnorm	8	1341	89	2734	1962
1	2	0	0	1	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2156	1055	9395	1244	945	299	13850	gemm	0	2156	2651	7799	1244
2	5	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1290	0	1544	159	30	129	2993	rope	0	1290	0	1544	159
3	6	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1132	0	987	160	30	130	2279	kvappend	0	1132	0	987	160
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1689	0	8359	159	30	129	10207	attention	2	1689	52	8307	159
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2184	1000	9338	2003	1871	132	14525	gemm	0	2184	2316	8022	2003
6	10	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1281	0	2907	1948	1818	130	6136	rmsnorm	8	1281	89	2818	1948
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2174	1090	9836	1076	945	131	14176	gemm	0	2174	2894	8032	1076
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1313	0	6264	160	30	130	7737	elementwise	0	1313	0	6264	160
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2160	1026	18329	2245	2115	130	23760	gemm	0	2160	4263	15092	2245
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1298	0	2911	1934	1804	130	6143	rmsnorm	8	1298	89	2822	1934
11	17	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2160	1019	9372	1230	931	299	13781	gemm	0	2160	2438	7953	1230
12	20	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1283	0	1583	159	30	129	3025	rope	0	1283	0	1583	159
13	21	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1129	0	931	160	30	130	2220	kvappend	0	1129	0	931	160
14	23	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1679	0	8399	159	30	129	10237	attention	2	1679	52	8347	159
15	24	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2223	1022	9420	1552	1422	130	14217	gemm	0	2223	2439	8003	1552
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1371	0	2901	1864	1733	131	6136	rmsnorm	8	1371	89	2812	1864
17	26	0	0	1	32	16	64	1	6144	1024	1024	4096	0	0	0	6144	2234	1010	9615	1555	1249	306	14414	gemm	0	2234	2294	8331	1555
18	28	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1330	0	6449	159	30	129	7938	elementwise	0	1330	0	6449	159
19	29	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	0	1024	10240	2219	1033	18332	2020	1890	130	23604	gemm	0	2219	4148	15217	2020
20	0	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1350	0	2903	1912	1782	130	6165	rmsnorm	8	1350	89	2814	1912
21	2	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2166	1035	9385	1250	945	305	13836	gemm	0	2166	2560	7860	1250
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1285	0	1557	159	30	129	3001	rope	0	1285	0	1557	159
23	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1139	0	948	160	30	130	2247	kvappend	0	1139	0	948	160
