key	placement	status	simulated	makespan_ns	floor_ns
32x16x16s2k1_k1_r1	eft	ok	1	134848.443049	65592
32x16x16s2k1_k1_r2	eft	ok	1	134848.443049	65592
32x16x16s2k1_k1_r5	eft	ok	1	134848.443049	65592
32x16x16s2k1_k1_r5	chain	ok	1	134848.443049	65592
32x16x32s2k1_k1_r1	eft	ok	1	134848.443049	65592
32x16x32s2k1_k1_r2	eft	ok	1	134848.443049	65592
32x16x32s2k1_k1_r5	eft	ok	1	134848.443049	65592
32x16x32s2k1_k1_r5	chain	ok	1	134848.443049	65592
32x16x64s2k1_k1_r1	eft	ok	1	134848.443049	65592
32x16x64s2k1_k1_r2	eft	ok	1	134848.443049	65592
32x16x16s2k1_k1_r1	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k1_r1	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k1_r2	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k1_r2	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k1_r5	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k1_r5	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k1_r1	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k1_r1	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k1_r2	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k1_r2	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k1_r5	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k1_r5	wavefront	ok	1	142996.259878	65592
32x16x64s2k1_k1_r1	rotate	ok	1	142996.259878	65592
32x16x64s2k1_k1_r1	wavefront	ok	1	142996.259878	65592
32x16x64s2k1_k1_r2	rotate	ok	1	142996.259878	65592
32x16x64s2k1_k1_r2	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k2_r1	eft	ok	1	142996.259878	65592
32x16x16s2k1_k2_r1	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k2_r1	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k2_r2	eft	ok	1	142996.259878	65592
32x16x16s2k1_k2_r2	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k2_r2	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k2_r5	eft	ok	1	142996.259878	65592
32x16x16s2k1_k2_r5	chain	ok	1	142996.259878	65592
32x16x16s2k1_k2_r5	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k2_r5	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k2_r1	eft	ok	1	142996.259878	65592
32x16x32s2k1_k2_r1	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k2_r1	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k2_r2	eft	ok	1	142996.259878	65592
32x16x32s2k1_k2_r2	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k2_r2	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k2_r5	eft	ok	1	142996.259878	65592
32x16x32s2k1_k2_r5	chain	ok	1	142996.259878	65592
32x16x32s2k1_k2_r5	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k2_r5	wavefront	ok	1	142996.259878	65592
32x16x64s2k1_k2_r1	eft	ok	1	142996.259878	65592
32x16x64s2k1_k2_r1	rotate	ok	1	142996.259878	65592
32x16x64s2k1_k2_r1	wavefront	ok	1	142996.259878	65592
32x16x64s2k1_k2_r2	eft	ok	1	142996.259878	65592
32x16x64s2k1_k2_r2	rotate	ok	1	142996.259878	65592
32x16x64s2k1_k2_r2	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k4_r1	eft	ok	1	142996.259878	65592
32x16x16s2k1_k4_r1	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k4_r1	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k4_r2	eft	ok	1	142996.259878	65592
32x16x16s2k1_k4_r2	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k4_r2	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k4_r5	eft	ok	1	142996.259878	65592
32x16x16s2k1_k4_r5	chain	ok	1	142996.259878	65592
32x16x16s2k1_k4_r5	rotate	ok	1	142996.259878	65592
32x16x16s2k1_k4_r5	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k4_r1	eft	ok	1	142996.259878	65592
32x16x32s2k1_k4_r1	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k4_r1	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k4_r2	eft	ok	1	142996.259878	65592
32x16x32s2k1_k4_r2	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k4_r2	wavefront	ok	1	142996.259878	65592
32x16x32s2k1_k4_r5	eft	ok	1	142996.259878	65592
32x16x32s2k1_k4_r5	chain	ok	1	142996.259878	65592
32x16x32s2k1_k4_r5	rotate	ok	1	142996.259878	65592
32x16x32s2k1_k4_r5	wavefront	ok	1	142996.259878	65592
32x16x64s2k1_k4_r1	eft	ok	1	142996.259878	65592
32x16x64s2k1_k4_r1	rotate	ok	1	142996.259878	65592
32x16x64s2k1_k4_r1	wavefront	ok	1	142996.259878	65592
32x16x64s2k1_k4_r2	eft	ok	1	142996.259878	65592
32x16x64s2k1_k4_r2	rotate	ok	1	142996.259878	65592
32x16x64s2k1_k4_r2	wavefront	ok	1	142996.259878	65592
32x16x16s2k1_k1_r2	chain	ok	1	147478.388281	65592
32x16x32s2k1_k1_r2	chain	ok	1	147478.388281	65592
32x16x64s2k1_k1_r2	chain	ok	1	147478.388281	65592
32x16x16s2k1_k2_r2	chain	ok	1	147478.388281	65592
32x16x32s2k1_k2_r2	chain	ok	1	147478.388281	65592
32x16x64s2k1_k2_r2	chain	ok	1	147478.388281	65592
32x16x16s2k1_k4_r2	chain	ok	1	147478.388281	65592
32x16x32s2k1_k4_r2	chain	ok	1	147478.388281	65592
32x16x64s2k1_k4_r2	chain	ok	1	147478.388281	65592
32x16x16s2k1_k1_r1	chain	ok	1	161844.993477	65592
32x16x32s2k1_k1_r1	chain	ok	1	161844.993477	65592
32x16x64s2k1_k1_r1	chain	ok	1	161844.993477	65592
32x16x16s2k1_k2_r1	chain	ok	1	165918.901892	65592
32x16x32s2k1_k2_r1	chain	ok	1	165918.901892	65592
32x16x64s2k1_k2_r1	chain	ok	1	165918.901892	65592
32x16x16s2k1_k4_r1	chain	ok	1	165918.901892	65592
32x16x32s2k1_k4_r1	chain	ok	1	165918.901892	65592
32x16x64s2k1_k4_r1	chain	ok	1	165918.901892	65592
128x128x16s3k1_k1_r1	eft	ok	1	294856.443049	225600
128x128x16s3k1_k1_r1	chain	ok	1	294856.443049	225600
128x128x16s3k1_k1_r2	eft	ok	1	294856.443049	225600
128x128x16s3k1_k1_r2	chain	ok	1	294856.443049	225600
128x128x16s3k1_k1_r1	rotate	ok	1	303004.259878	225600
128x128x16s3k1_k1_r1	wavefront	ok	1	303004.259878	225600
128x128x16s3k1_k1_r2	rotate	ok	1	303004.259878	225600
128x128x16s3k1_k1_r2	wavefront	ok	1	303004.259878	225600
128x128x16s3k1_k2_r1	eft	ok	1	303004.259878	225600
128x128x16s3k1_k2_r1	chain	ok	1	303004.259878	225600
128x128x16s3k1_k2_r1	rotate	ok	1	303004.259878	225600
128x128x16s3k1_k2_r1	wavefront	ok	1	303004.259878	225600
128x128x16s3k1_k2_r2	eft	ok	1	303004.259878	225600
128x128x16s3k1_k2_r2	chain	ok	1	303004.259878	225600
128x128x16s3k1_k2_r2	rotate	ok	1	303004.259878	225600
128x128x16s3k1_k2_r2	wavefront	ok	1	303004.259878	225600
128x128x16s3k1_k4_r1	eft	ok	1	303004.259878	225600
128x128x16s3k1_k4_r1	chain	ok	1	303004.259878	225600
128x128x16s3k1_k4_r1	rotate	ok	1	303004.259878	225600
128x128x16s3k1_k4_r1	wavefront	ok	1	303004.259878	225600
128x128x16s3k1_k4_r2	eft	ok	1	303004.259878	225600
128x128x16s3k1_k4_r2	chain	ok	1	303004.259878	225600
128x128x16s3k1_k4_r2	rotate	ok	1	303004.259878	225600
128x128x16s3k1_k4_r2	wavefront	ok	1	303004.259878	225600
32x16x16s2k1_k1_r1	legacy_grid_stride	ok	0	90392	90392
32x16x16s2k1_k1_r2	legacy_grid_stride	ok	0	90392	90392
32x16x16s2k1_k1_r5	legacy_grid_stride	ok	0	90392	90392
32x16x32s2k1_k1_r1	legacy_grid_stride	ok	0	90392	90392
32x16x32s2k1_k1_r2	legacy_grid_stride	ok	0	90392	90392
32x16x32s2k1_k1_r5	legacy_grid_stride	ok	0	90392	90392
32x16x64s2k1_k1_r1	legacy_grid_stride	ok	0	90392	90392
32x16x64s2k1_k1_r2	legacy_grid_stride	ok	0	90392	90392
32x16x16s2k1_k2_r1	legacy_grid_stride	ok	0	90392	90392
32x16x16s2k1_k2_r2	legacy_grid_stride	ok	0	90392	90392
32x16x16s2k1_k2_r5	legacy_grid_stride	ok	0	90392	90392
32x16x32s2k1_k2_r1	legacy_grid_stride	ok	0	90392	90392
