candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
64x128x16s2split8kappa1r1	eft	ok	3.56594e+06	90370.1	3.56438e+06	4.11818e+06	128	1
64x128x16s2split8kappa1r1	chain	ok	3.58153e+06	90370.1	3.57968e+06	4.1917e+06	128	1
64x128x16s2split8kappa1r1	wavefront	ok	3.59863e+06	90370.1	3.59863e+06	4.10666e+06	128	1
64x128x16s2split8kappa1r1	rotate	ok	3.74107e+06	90370.1	3.5892e+06	4.4783e+06	128	1
64x128x16s2split8kappa1r1	legacy_grid_stride	ok	4.16376e+06	90370.1	4.16376e+06	4.93544e+06	128	1
64x128x16s2split8kappa1r1	balanced	ok	7.62184e+06	90370.1	7.4873e+06	8.27072e+06	128	1
64x128x16s2split8kappa1r2	eft	ok	2.75232e+06	134148	2.75191e+06	3.05453e+06	256	1
64x128x16s2split8kappa1r2	chain	ok	2.75246e+06	134148	2.75132e+06	3.06391e+06	256	1
64x128x16s2split8kappa1r2	wavefront	ok	3.26765e+06	134148	3.22627e+06	3.52575e+06	256	1
64x128x16s2split8kappa1r2	rotate	ok	3.41882e+06	134148	2.77821e+06	3.9353e+06	256	1
64x128x16s2split8kappa1r2	legacy_grid_stride	ok	4.59785e+06	134148	4.59785e+06	5.26042e+06	256	1
64x128x16s2split8kappa1r2	balanced	ok	5.99618e+06	134148	5.84336e+06	6.48298e+06	256	1
64x128x16s2split8kappa1r3	eft	ok	2.48207e+06	177925	2.48207e+06	2.7088e+06	384	1
64x128x16s2split8kappa1r3	chain	ok	2.48463e+06	177925	2.48005e+06	2.7152e+06	384	1
64x128x16s2split8kappa1r3	wavefront	ok	2.61044e+06	177925	2.58995e+06	2.79247e+06	384	1
64x128x16s2split8kappa1r3	rotate	ok	2.78849e+06	177925	2.58379e+06	3.13948e+06	384	1
64x128x16s2split8kappa1r3	legacy_grid_stride	ok	5.94404e+06	177925	5.94404e+06	6.59304e+06	384	1
64x128x16s2split8kappa1r3	balanced	ok	6.98023e+06	177925	6.8155e+06	7.35142e+06	384	1
64x128x16s2split8kappa2r1	eft	ok	3.56594e+06	90370.1	3.56438e+06	4.12867e+06	128	2
64x128x16s2split8kappa2r1	chain	ok	3.58244e+06	90370.1	3.57968e+06	4.19401e+06	128	2
64x128x16s2split8kappa2r1	wavefront	ok	3.59863e+06	90370.1	3.59863e+06	4.18961e+06	128	2
64x128x16s2split8kappa2r1	rotate	ok	3.74107e+06	90370.1	3.5892e+06	4.48259e+06	128	2
64x128x16s2split8kappa2r1	legacy_grid_stride	ok	4.16376e+06	90370.1	4.16376e+06	5.09786e+06	128	2
64x128x16s2split8kappa2r1	balanced	ok	7.62184e+06	90370.1	7.4873e+06	8.46867e+06	128	2
64x128x16s2split8kappa2r2	eft	ok	2.75232e+06	134148	2.75191e+06	3.06672e+06	256	2
64x128x16s2split8kappa2r2	chain	ok	2.755e+06	134148	2.75132e+06	3.06583e+06	256	2
64x128x16s2split8kappa2r2	wavefront	ok	3.26765e+06	134148	3.22627e+06	3.56216e+06	256	2
64x128x16s2split8kappa2r2	rotate	ok	3.41882e+06	134148	2.77821e+06	3.93744e+06	256	2
64x128x16s2split8kappa2r2	legacy_grid_stride	ok	4.59785e+06	134148	4.59785e+06	5.42285e+06	256	2
64x128x16s2split8kappa2r2	balanced	ok	5.99618e+06	134148	5.84336e+06	6.50661e+06	256	2
64x128x16s2split8kappa2r3	eft	ok	2.48207e+06	177925	2.48207e+06	2.71806e+06	384	2
64x128x16s2split8kappa2r3	chain	ok	2.48463e+06	177925	2.48005e+06	2.72583e+06	384	2
64x128x16s2split8kappa2r3	wavefront	ok	2.61044e+06	177925	2.58995e+06	2.82938e+06	384	2
64x128x16s2split8kappa2r3	rotate	ok	2.78849e+06	177925	2.58379e+06	3.13948e+06	384	2
64x128x16s2split8kappa2r3	legacy_grid_stride	ok	5.94404e+06	177925	5.94404e+06	6.75547e+06	384	2
64x128x16s2split8kappa2r3	balanced	ok	6.98023e+06	177925	6.8155e+06	7.36431e+06	384	2
64x128x16s2split8kappa4r1	eft	ok	3.56594e+06	90370.1	3.56438e+06	4.12867e+06	128	4
64x128x16s2split8kappa4r1	chain	ok	3.58257e+06	90370.1	3.57968e+06	4.19401e+06	128	4
64x128x16s2split8kappa4r1	wavefront	ok	3.59863e+06	90370.1	3.59863e+06	4.18961e+06	128	4
64x128x16s2split8kappa4r1	rotate	ok	3.74107e+06	90370.1	3.5892e+06	4.48259e+06	128	4
64x128x16s2split8kappa4r1	legacy_grid_stride	ok	4.16376e+06	90370.1	4.16376e+06	5.09786e+06	128	4
64x128x16s2split8kappa4r1	balanced	ok	7.6229e+06	90370.1	7.4873e+06	8.45845e+06	128	4
64x128x16s2split8kappa4r2	eft	ok	2.75232e+06	134148	2.75191e+06	3.06672e+06	256	4
64x128x16s2split8kappa4r2	chain	ok	2.75505e+06	134148	2.75132e+06	3.06583e+06	256	4
64x128x16s2split8kappa4r2	wavefront	ok	3.26765e+06	134148	3.22627e+06	3.56216e+06	256	4
64x128x16s2split8kappa4r2	rotate	ok	3.41882e+06	134148	2.77821e+06	3.93744e+06	256	4
64x128x16s2split8kappa4r2	legacy_grid_stride	ok	4.59785e+06	134148	4.59785e+06	5.42285e+06	256	4
64x128x16s2split8kappa4r2	balanced	ok	5.99618e+06	134148	5.84336e+06	6.50661e+06	256	4
64x128x16s2split8kappa4r3	eft	ok	2.48207e+06	177925	2.48207e+06	2.71806e+06	384	4
64x128x16s2split8kappa4r3	chain	ok	2.48463e+06	177925	2.48005e+06	2.72583e+06	384	4
64x128x16s2split8kappa4r3	wavefront	ok	2.61044e+06	177925	2.58995e+06	2.82938e+06	384	4
64x128x16s2split8kappa4r3	rotate	ok	2.78849e+06	177925	2.58379e+06	3.13948e+06	384	4
64x128x16s2split8kappa4r3	legacy_grid_stride	ok	5.94404e+06	177925	5.94404e+06	6.75547e+06	384	4
64x128x16s2split8kappa4r3	balanced	ok	6.98023e+06	177925	6.8155e+06	7.36431e+06	384	4
