stage	logical	worker	start_ns	end_ns	block_ns	stretch
0	0	0	0	1584.633492	0	1
0	1	1	0	1584.633492	0	1
0	2	2	0	1584.633492	0	1
0	3	3	0	1584.633492	0	1
1	0	8	2818.562505	21122.33218	2818.562505	1
1	1	9	2818.562505	21122.33218	2818.562505	1
1	2	10	2818.562505	21122.33218	2818.562505	1
1	3	11	2818.562505	21122.33218	2818.562505	1
2	0	4	2818.562505	21122.33218	2818.562505	1
2	1	5	2818.562505	21122.33218	2818.562505	1
2	2	6	2818.562505	21122.33218	2818.562505	1
2	3	7	2818.562505	21122.33218	2818.562505	1
3	0	12	2818.562505	21122.33218	2818.562505	1
3	1	13	2818.562505	21122.33218	2818.562505	1
3	2	14	2818.562505	21122.33218	2818.562505	1
3	3	15	2818.562505	21122.33218	2818.562505	1
4	0	32	22353.80156	22590.95036	22353.80156	1
4	1	33	22353.80156	22590.95036	22353.80156	1
4	2	34	22353.80156	22590.95036	22353.80156	1
4	3	35	22353.80156	22590.95036	22353.80156	1
4	4	36	22353.80156	22590.95036	22353.80156	1
4	5	37	22353.80156	22590.95036	22353.80156	1
4	6	38	22353.80156	22590.95036	22353.80156	1
4	7	39	22353.80156	22590.95036	22353.80156	1
4	8	40	22353.80156	22590.95036	22353.80156	1
4	9	41	22353.80156	22590.95036	22353.80156	1
4	10	42	22353.80156	22590.95036	22353.80156	1
4	11	43	22353.80156	22590.95036	22353.80156	1
4	12	44	22353.80156	22590.95036	22353.80156	1
4	13	45	22353.80156	22590.95036	22353.80156	1
4	14	46	22353.80156	22590.95036	22353.80156	1
4	15	47	22353.80156	22590.95036	22353.80156	1
5	0	16	22356.10611	22593.2549	22356.10611	1
5	1	17	22356.10611	22593.2549	22356.10611	1
5	2	18	22356.10611	22593.2549	22356.10611	1
5	3	19	22356.10611	22593.2549	22356.10611	1
5	4	20	22356.10611	22593.2549	22356.10611	1
5	5	21	22356.10611	22593.2549	22356.10611	1
5	6	22	22356.10611	22593.2549	22356.10611	1
5	7	23	22356.10611	22593.2549	22356.10611	1
5	8	24	22356.10611	22593.2549	22356.10611	1
5	9	25	22356.10611	22593.2549	22356.10611	1
5	10	26	22356.10611	22593.2549	22356.10611	1
5	11	27	22356.10611	22593.2549	22356.10611	1
5	12	28	22356.10611	22593.2549	22356.10611	1
5	13	29	22356.10611	22593.2549	22356.10611	1
5	14	30	22356.10611	22593.2549	22356.10611	1
5	15	31	22356.10611	22593.2549	22356.10611	1
6	0	64	23818.73553	24052.67919	23818.73553	1
6	1	65	23819.37209	24053.31576	23819.37209	1
6	2	66	23825.7601	24059.70377	23825.7601	1
6	3	67	23818.45278	24052.39645	23818.45278	1
6	4	68	23819.73473	24053.6784	23819.73473	1
6	5	69	23823.19329	24057.13696	23823.19329	1
6	6	70	23824.26505	24058.20872	23824.26505	1
6	7	71	23828.266	24062.20966	23828.266	1
6	8	72	23828.266	24062.20966	23828.266	1
6	9	73	23821.08768	24055.03135	23821.08768	1
6	10	74	23820.582	24054.52566	23820.582	1
6	11	75	23819.04067	24052.98434	23819.04067	1
6	12	76	23821.67004	24055.6137	23821.67004	1
6	13	77	23818.18938	24052.13305	23818.18938	1
6	14	78	23822.35663	24056.3003	23822.35663	1
6	15	79	23820.1351	24054.07877	23820.1351	1
7	0	48	22356.10611	22590.04977	22356.10611	1
7	1	49	22356.10611	22590.04977	22356.10611	1
7	2	50	22356.10611	22590.04977	22356.10611	1
7	3	51	22356.10611	22590.04977	22356.10611	1
7	4	52	22356.10611	22590.04977	22356.10611	1
7	5	53	22356.10611	22590.04977	22356.10611	1
7	6	54	22356.10611	22590.04977	22356.10611	1
7	7	55	22356.10611	22590.04977	22356.10611	1
7	8	56	22356.10611	22590.04977	22356.10611	1
7	9	57	22356.10611	22590.04977	22356.10611	1
7	10	58	22356.10611	22590.04977	22356.10611	1
7	11	59	22356.10611	22590.04977	22356.10611	1
7	12	60	22356.10611	22590.04977	22356.10611	1
7	13	61	22356.10611	22590.04977	22356.10611	1
7	14	62	22356.10611	22590.04977	22356.10611	1
7	15	63	22356.10611	22590.04977	22356.10611	1
8	0	80	25295.98359	25997.79654	25295.98359	1
8	1	81	25295.98359	25997.79654	25295.98359	1
8	2	82	25295.98359	25997.79654	25295.98359	1
8	3	83	25295.98359	25997.79654	25295.98359	1
8	4	84	25295.98359	25997.79654	25295.98359	1
8	5	85	25295.98359	25997.79654	25295.98359	1
8	6	86	25295.98359	25997.79654	25295.98359	1
8	7	87	25295.98359	25997.79654	25295.98359	1
8	8	88	25295.98359	25997.79654	25295.98359	1
8	9	89	25295.98359	25997.79654	25295.98359	1
8	10	90	25295.98359	25997.79654	25295.98359	1
8	11	91	25295.98359	25997.79654	25295.98359	1
