stage	logical	worker	start_ns	end_ns	block_ns	stretch
15	2	6	182128.8384	183713.4719	1234.610389	1
15	3	7	182128.8384	183713.4719	1234.610389	1
16	0	6	184947.7588	203251.5285	1234.286877	1
16	1	7	184947.7588	203251.5285	1234.286877	1
16	2	4	203251.5285	221555.2981	0	1
16	3	5	203251.5285	221555.2981	0	1
17	0	4	184947.7588	203251.5285	1234.286877	1
17	1	5	184947.7588	203251.5285	1234.286877	1
18	0	6	203251.5285	221555.2981	0	1
18	1	7	203251.5285	221555.2981	0	1
19	0	6	222789.1444	223026.2932	1233.846286	1
19	1	7	222789.1444	223026.2932	1233.846286	1
19	2	6	223026.2932	223263.442	0	1
19	3	7	223026.2932	223263.442	0	1
19	4	6	223263.442	223500.5908	0	1
19	5	7	223263.442	223500.5908	0	1
19	6	6	223500.5908	223737.7396	0	1
19	7	7	223500.5908	223737.7396	0	1
19	8	4	222786.8356	223023.9844	282.9422995	1
19	9	5	222789.1444	223026.2932	285.251108	1
19	10	6	223737.7396	223974.8884	0	1
19	11	7	223737.7396	223974.8884	0	1
19	12	4	223023.9844	223261.1332	0	1
19	13	5	223026.2932	223263.442	0	1
19	14	6	223974.8884	224212.0372	0	1
19	15	7	223974.8884	224212.0372	0	1
20	0	4	221555.2981	221792.4469	0	1
20	1	5	221555.2981	221792.4469	0	1
20	2	4	221792.4469	222029.5957	0	1
20	3	5	221792.4469	222029.5957	0	1
20	4	4	222029.5957	222266.7445	0	1
20	5	5	222029.5957	222266.7445	0	1
20	6	4	222266.7445	222503.8933	0	1
20	7	5	222266.7445	222503.8933	0	1
21	0	4	223261.1332	223495.0769	0	1
21	1	5	223263.442	223497.3857	0	1
21	2	4	223495.0769	223729.0205	0	1
21	3	5	223497.3857	223731.3293	0	1
21	4	4	223729.0205	223962.9642	0	1
21	5	5	223731.3293	223965.273	0	1
21	6	4	223962.9642	224196.9079	0	1
21	7	5	223965.273	224199.2167	0	1
22	0	6	224212.0372	224445.9809	0	1
22	1	7	224212.0372	224445.9809	0	1
22	2	6	224445.9809	224679.9245	0	1
22	3	7	224445.9809	224679.9245	0	1
22	4	6	224679.9245	224913.8682	0	1
22	5	7	224679.9245	224913.8682	0	1
22	6	6	224913.8682	225147.8119	0	1
22	7	7	224913.8682	225147.8119	0	1
23	0	6	226381.8374	227083.6504	1234.025586	1
23	1	7	226381.8374	227083.6504	1234.025586	1
23	2	6	227083.6504	227785.4633	0	1
23	3	7	227083.6504	227785.4633	0	1
23	4	6	227785.4633	228487.2763	0	1
23	5	7	227785.4633	228487.2763	0	1
23	6	6	228487.2763	229189.0892	0	1
23	7	7	228487.2763	229189.0892	0	1
23	8	4	226381.8374	227083.6504	2184.929573	1
23	9	5	226381.8374	227083.6504	2182.620765	1
23	10	6	229189.0892	229890.9022	0	1
23	11	7	229189.0892	229890.9022	0	1
23	12	4	227083.6504	227785.4633	0	1
23	13	5	227083.6504	227785.4633	0	1
23	14	6	229890.9022	230592.7151	0	1
23	15	7	229890.9022	230592.7151	0	1
24	0	6	231827.4918	250131.2615	1234.776697	1
24	1	7	231827.4918	250131.2615	1234.776697	1
24	2	6	250131.2615	268435.0312	0	1
24	3	7	250131.2615	268435.0312	0	1
25	0	6	269669.6416	271254.275	1234.610389	1
25	1	7	269669.6416	271254.275	1234.610389	1
25	2	6	271254.275	272838.9085	0	1
25	3	7	271254.275	272838.9085	0	1
26	0	6	274072.8375	292376.6072	1233.929013	1
26	1	7	274072.8375	292376.6072	1233.929013	1
26	2	6	292376.6072	310680.3769	0	1
26	3	7	292376.6072	310680.3769	0	1
26	4	6	310680.3769	328984.1466	0	1
26	5	7	310680.3769	328984.1466	0	1
26	6	6	328984.1466	347287.9162	0	1
26	7	7	328984.1466	347287.9162	0	1
27	0	14	274072.8375	292376.6072	274072.8375	1
27	1	15	274072.8375	292376.6072	274072.8375	1
27	2	16	274072.8375	292376.6072	274072.8375	1
27	3	17	274072.8375	292376.6072	274072.8375	1
27	4	18	274072.8375	292376.6072	274072.8375	1
27	5	19	274072.8375	292376.6072	274072.8375	1
27	6	20	274072.8375	292376.6072	274072.8375	1
27	7	21	274072.8375	292376.6072	274072.8375	1
28	0	14	348522.3976	348942.2387	56145.7904	1
28	1	15	348522.3976	348942.2387	56145.7904	1
28	2	16	348522.3976	348942.2387	56145.7904	1
28	3	17	348522.3976	348942.2387	56145.7904	1
29	0	14	350176.8491	380411.9525	1234.610389	1
29	1	15	350176.8491	380411.9525	1234.610389	1
29	2	16	350176.8491	380411.9525	1234.610389	1
29	3	17	350176.8491	380411.9525	1234.610389	1
