stage	logical	worker	start_ns	end_ns	block_ns	stretch
0	0	0	0	3291.274528	0	1
0	1	1	0	3291.274528	0	1
0	2	2	0	3291.274528	0	1
0	3	3	0	3291.274528	0	1
1	0	0	147778.1406	291031.8082	0	1
1	1	1	147778.1406	291031.8082	0	1
1	2	2	147778.1406	291031.8082	0	1
1	3	3	147778.1406	291031.8082	0	1
1	4	4	147778.1406	291031.8082	0	1
1	5	5	147778.1406	291031.8082	0	1
1	6	6	147778.1406	291031.8082	0	1
1	7	7	147778.1406	291031.8082	0	1
1	8	8	4524.473005	147778.1406	4524.473005	1
1	9	9	4524.473005	147778.1406	4524.473005	1
1	10	10	4524.473005	147778.1406	4524.473005	1
1	11	11	4524.473005	147778.1406	4524.473005	1
1	12	12	4524.473005	147778.1406	4524.473005	1
1	13	13	4524.473005	147778.1406	4524.473005	1
1	14	14	4524.473005	147778.1406	4524.473005	1
1	15	15	4524.473005	147778.1406	4524.473005	1
1	16	16	4524.473005	147778.1406	4524.473005	1
1	17	17	4524.473005	147778.1406	4524.473005	1
1	18	18	4524.473005	147778.1406	4524.473005	1
1	19	19	4524.473005	147778.1406	4524.473005	1
1	20	20	4524.473005	147778.1406	4524.473005	1
1	21	21	4524.473005	147778.1406	4524.473005	1
1	22	22	4524.473005	147778.1406	4524.473005	1
1	23	23	4524.473005	147778.1406	4524.473005	1
1	24	24	4524.473005	147778.1406	4524.473005	1
1	25	25	4524.473005	147778.1406	4524.473005	1
1	26	26	4524.473005	147778.1406	4524.473005	1
1	27	27	4524.473005	147778.1406	4524.473005	1
1	28	28	4524.473005	147778.1406	4524.473005	1
1	29	29	4524.473005	147778.1406	4524.473005	1
1	30	30	4524.473005	147778.1406	4524.473005	1
1	31	31	4524.473005	147778.1406	4524.473005	1
2	0	0	4524.473005	147778.1406	1233.198477	1
2	1	1	4524.473005	147778.1406	1233.198477	1
2	2	2	4524.473005	147778.1406	1233.198477	1
2	3	3	4524.473005	147778.1406	1233.198477	1
2	4	4	4524.473005	147778.1406	4524.473005	1
2	5	5	4524.473005	147778.1406	4524.473005	1
2	6	6	4524.473005	147778.1406	4524.473005	1
2	7	7	4524.473005	147778.1406	4524.473005	1
3	0	0	291031.8082	434285.4758	0	1
3	1	1	291031.8082	434285.4758	0	1
3	2	2	291031.8082	434285.4758	0	1
3	3	3	291031.8082	434285.4758	0	1
3	4	4	291031.8082	434285.4758	0	1
3	5	5	291031.8082	434285.4758	0	1
3	6	6	291031.8082	434285.4758	0	1
3	7	7	291031.8082	434285.4758	0	1
4	0	0	434548.3718	434811.2678	0	1
4	1	1	434548.3718	434811.2678	0	1
4	2	2	434548.3718	434811.2678	0	1
4	3	3	434548.3718	434811.2678	0	1
4	4	4	434548.3718	434811.2678	0	1
4	5	5	434548.3718	434811.2678	0	1
4	6	6	434548.3718	434811.2678	0	1
4	7	7	434548.3718	434811.2678	0	1
4	8	8	292258.0117	292520.9076	142993.8246	1
4	9	9	292258.0117	292520.9076	142993.8246	1
4	10	10	292258.0117	292520.9076	142993.8246	1
4	11	11	292258.0117	292520.9076	142993.8246	1
4	12	12	292258.0117	292520.9076	142993.8246	1
4	13	13	292258.0117	292520.9076	142993.8246	1
4	14	14	292258.0117	292520.9076	142993.8246	1
4	15	15	292258.0117	292520.9076	142993.8246	1
4	16	16	292258.0117	292520.9076	142993.8246	1
4	17	17	292258.0117	292520.9076	142993.8246	1
4	18	18	292258.0117	292520.9076	142993.8246	1
4	19	19	292258.0117	292520.9076	142993.8246	1
4	20	20	292258.0117	292520.9076	142993.8246	1
4	21	21	292258.0117	292520.9076	142993.8246	1
4	22	22	292258.0117	292520.9076	142993.8246	1
4	23	23	292258.0117	292520.9076	142993.8246	1
4	24	24	292258.0117	292520.9076	142993.8246	1
4	25	25	292258.0117	292520.9076	142993.8246	1
4	26	26	292258.0117	292520.9076	142993.8246	1
4	27	27	292258.0117	292520.9076	142993.8246	1
4	28	28	292258.0117	292520.9076	142993.8246	1
4	29	29	292258.0117	292520.9076	142993.8246	1
4	30	30	292258.0117	292520.9076	142993.8246	1
4	31	31	292258.0117	292520.9076	142993.8246	1
4	32	32	292258.0117	292520.9076	292258.0117	1
4	33	33	292258.0117	292520.9076	292258.0117	1
4	34	34	292258.0117	292520.9076	292258.0117	1
4	35	35	292258.0117	292520.9076	292258.0117	1
4	36	36	292258.0117	292520.9076	292258.0117	1
4	37	37	292258.0117	292520.9076	292258.0117	1
4	38	38	292258.0117	292520.9076	292258.0117	1
4	39	39	292258.0117	292520.9076	292258.0117	1
4	40	40	292258.0117	292520.9076	292258.0117	1
4	41	41	292258.0117	292520.9076	292258.0117	1
4	42	42	292258.0117	292520.9076	292258.0117	1
4	43	43	292258.0117	292520.9076	292258.0117	1
4	44	44	292258.0117	292520.9076	292258.0117	1
4	45	45	292258.0117	292520.9076	292258.0117	1
4	46	46	292258.0117	292520.9076	292258.0117	1
4	47	47	292258.0117	292520.9076	292258.0117	1
4	48	48	292258.0117	292520.9076	292258.0117	1
4	49	49	292258.0117	292520.9076	292258.0117	1
4	50	50	292258.0117	292520.9076	292258.0117	1
4	51	51	292258.0117	292520.9076	292258.0117	1
4	52	52	292258.0117	292520.9076	292258.0117	1
4	53	53	292258.0117	292520.9076	292258.0117	1
4	54	54	292258.0117	292520.9076	292258.0117	1
4	55	55	292258.0117	292520.9076	292258.0117	1
4	56	56	292258.0117	292520.9076	292258.0117	1
4	57	57	292258.0117	292520.9076	292258.0117	1
4	58	58	292258.0117	292520.9076	292258.0117	1
4	59	59	292258.0117	292520.9076	292258.0117	1
4	60	60	292258.0117	292520.9076	292258.0117	1
4	61	61	292258.0117	292520.9076	292258.0117	1
4	62	62	292258.0117	292520.9076	292258.0117	1
4	63	63	292258.0117	292520.9076	292258.0117	1
4	64	64	292258.0117	292520.9076	292258.0117	1
4	65	65	292258.0117	292520.9076	292258.0117	1
4	66	66	292258.0117	292520.9076	292258.0117	1
4	67	67	292258.0117	292520.9076	292258.0117	1
4	68	68	292258.0117	292520.9076	292258.0117	1
