stage	logical	worker	start_ns	end_ns	block_ns	stretch
0	0	0	0	1584.633492	0	1
0	1	1	0	1584.633492	0	1
0	2	2	0	1584.633492	0	1
0	3	3	0	1584.633492	0	1
1	0	0	21122.48385	39426.25352	0	1
1	1	1	21122.48385	39426.25352	0	1
1	2	2	21122.48385	39426.25352	0	1
1	3	3	21122.48385	39426.25352	0	1
2	0	0	2818.714177	21122.48385	1234.080684	1
2	1	1	2818.714177	21122.48385	1234.080684	1
2	2	2	2818.714177	21122.48385	1234.080684	1
2	3	3	2818.714177	21122.48385	1234.080684	1
3	0	0	39426.25352	57730.02319	0	1
3	1	1	39426.25352	57730.02319	0	1
3	2	2	39426.25352	57730.02319	0	1
3	3	3	39426.25352	57730.02319	0	1
4	0	0	58678.61837	58915.76716	0	1
4	1	1	58678.61837	58915.76716	0	1
4	2	2	58678.61837	58915.76716	0	1
4	3	3	58678.61837	58915.76716	0	1
4	4	0	58915.76716	59152.91596	0	1
4	5	1	58915.76716	59152.91596	0	1
4	6	2	58915.76716	59152.91596	0	1
4	7	3	58915.76716	59152.91596	0	1
4	8	0	59152.91596	59390.06475	0	1
4	9	1	59152.91596	59390.06475	0	1
4	10	2	59152.91596	59390.06475	0	1
4	11	3	59152.91596	59390.06475	0	1
4	12	0	59390.06475	59627.21355	0	1
4	13	1	59390.06475	59627.21355	0	1
4	14	2	59390.06475	59627.21355	0	1
4	15	3	59390.06475	59627.21355	0	1
5	0	0	57730.02319	57967.17198	0	1
5	1	1	57730.02319	57967.17198	0	1
5	2	2	57730.02319	57967.17198	0	1
5	3	3	57730.02319	57967.17198	0	1
5	4	0	57967.17198	58204.32078	0	1
5	5	1	57967.17198	58204.32078	0	1
5	6	2	57967.17198	58204.32078	0	1
5	7	3	57967.17198	58204.32078	0	1
5	8	0	58204.32078	58441.46957	0	1
5	9	1	58204.32078	58441.46957	0	1
5	10	2	58204.32078	58441.46957	0	1
5	11	3	58204.32078	58441.46957	0	1
5	12	0	58441.46957	58678.61837	0	1
5	13	1	58441.46957	58678.61837	0	1
5	14	2	58441.46957	58678.61837	0	1
5	15	3	58441.46957	58678.61837	0	1
6	0	0	60562.98821	60796.93188	0	1
6	1	1	60562.98821	60796.93188	0	1
6	2	2	60562.98821	60796.93188	0	1
6	3	3	60562.98821	60796.93188	0	1
6	4	0	60796.93188	61030.87555	0	1
6	5	1	60796.93188	61030.87555	0	1
6	6	2	60796.93188	61030.87555	0	1
6	7	3	60796.93188	61030.87555	0	1
6	8	0	61030.87555	61264.81921	0	1
6	9	1	61030.87555	61264.81921	0	1
6	10	2	61030.87555	61264.81921	0	1
6	11	3	61030.87555	61264.81921	0	1
6	12	0	61264.81921	61498.76288	0	1
6	13	1	61264.81921	61498.76288	0	1
6	14	2	61264.81921	61498.76288	0	1
6	15	3	61264.81921	61498.76288	0	1
7	0	0	59627.21355	59861.15721	0	1
7	1	1	59627.21355	59861.15721	0	1
7	2	2	59627.21355	59861.15721	0	1
7	3	3	59627.21355	59861.15721	0	1
7	4	0	59861.15721	60095.10088	0	1
7	5	1	59861.15721	60095.10088	0	1
7	6	2	59861.15721	60095.10088	0	1
7	7	3	59861.15721	60095.10088	0	1
7	8	0	60095.10088	60329.04455	0	1
7	9	1	60095.10088	60329.04455	0	1
7	10	2	60095.10088	60329.04455	0	1
7	11	3	60095.10088	60329.04455	0	1
7	12	0	60329.04455	60562.98821	0	1
7	13	1	60329.04455	60562.98821	0	1
7	14	2	60329.04455	60562.98821	0	1
7	15	3	60329.04455	60562.98821	0	1
8	0	0	62732.69189	63434.50484	1233.929013	1
8	1	1	62732.69189	63434.50484	1233.929013	1
8	2	2	62732.69189	63434.50484	1233.929013	1
8	3	3	62732.69189	63434.50484	1233.929013	1
8	4	0	63434.50484	64136.31778	0	1
8	5	1	63434.50484	64136.31778	0	1
8	6	2	63434.50484	64136.31778	0	1
8	7	3	63434.50484	64136.31778	0	1
8	8	0	64136.31778	64838.13073	0	1
8	9	1	64136.31778	64838.13073	0	1
8	10	2	64136.31778	64838.13073	0	1
8	11	3	64136.31778	64838.13073	0	1
8	12	0	64838.13073	65539.94368	0	1
8	13	1	64838.13073	65539.94368	0	1
8	14	2	64838.13073	65539.94368	0	1
8	15	3	64838.13073	65539.94368	0	1
9	0	0	66774.55407	85078.32374	1234.610389	1
9	1	1	66774.55407	85078.32374	1234.610389	1
9	2	2	66774.55407	85078.32374	1234.610389	1
9	3	3	66774.55407	85078.32374	1234.610389	1
10	0	0	86312.93413	87897.56762	1234.610389	1
10	1	1	86312.93413	87897.56762	1234.610389	1
10	2	2	86312.93413	87897.56762	1234.610389	1
10	3	3	86312.93413	87897.56762	1234.610389	1
11	0	0	89131.49663	107435.2663	1233.929013	1
