stage	logical	worker	start_ns	end_ns	block_ns	stretch
0	0	0	0	1584.633492	0	1
0	1	1	0	1584.633492	0	1
0	2	2	0	1584.633492	0	1
0	3	3	0	1584.633492	0	1
1	0	0	21122.48385	39426.25352	0	1
1	1	1	21122.48385	39426.25352	0	1
1	2	2	21122.48385	39426.25352	0	1
1	3	3	21122.48385	39426.25352	0	1
2	0	0	2818.714177	21122.48385	1234.080684	1
2	1	1	2818.714177	21122.48385	1234.080684	1
2	2	2	2818.714177	21122.48385	1234.080684	1
2	3	3	2818.714177	21122.48385	1234.080684	1
3	0	0	39426.25352	57730.02319	0	1
3	1	1	39426.25352	57730.02319	0	1
3	2	2	39426.25352	57730.02319	0	1
3	3	3	39426.25352	57730.02319	0	1
4	0	0	57967.17198	58204.32078	0	1
4	1	1	57967.17198	58204.32078	0	1
4	2	2	57967.17198	58204.32078	0	1
4	3	3	57967.17198	58204.32078	0	1
4	4	4	40656.39417	40893.54296	18066.62088	1
4	5	5	40656.39417	40893.54296	18066.62088	1
4	6	6	40656.39417	40893.54296	18066.62088	1
4	7	7	40656.39417	40893.54296	18066.62088	1
4	8	8	40656.39417	40893.54296	18066.62088	1
4	9	9	40656.39417	40893.54296	18066.62088	1
4	10	10	40656.39417	40893.54296	18066.62088	1
4	11	11	40656.39417	40893.54296	18066.62088	1
4	12	12	40656.39417	40893.54296	18066.62088	1
4	13	13	40656.39417	40893.54296	18066.62088	1
4	14	14	40656.39417	40893.54296	18066.62088	1
4	15	15	40656.39417	40893.54296	18066.62088	1
5	0	0	57730.02319	57967.17198	0	1
5	1	1	57730.02319	57967.17198	0	1
5	2	2	57730.02319	57967.17198	0	1
5	3	3	57730.02319	57967.17198	0	1
5	4	4	22352.62449	22589.77329	22352.62449	1
5	5	5	22352.62449	22589.77329	22352.62449	1
5	6	6	22352.62449	22589.77329	22352.62449	1
5	7	7	22352.62449	22589.77329	22352.62449	1
5	8	8	22352.62449	22589.77329	22352.62449	1
5	9	9	22352.62449	22589.77329	22352.62449	1
5	10	10	22352.62449	22589.77329	22352.62449	1
5	11	11	22352.62449	22589.77329	22352.62449	1
5	12	12	22352.62449	22589.77329	22352.62449	1
5	13	13	22352.62449	22589.77329	22352.62449	1
5	14	14	22352.62449	22589.77329	22352.62449	1
5	15	15	22352.62449	22589.77329	22352.62449	1
6	0	0	59194.1075	59428.05117	0	1
6	1	1	59194.1075	59428.05117	0	1
6	2	2	59194.1075	59428.05117	0	1
6	3	3	59194.1075	59428.05117	0	1
6	4	4	59194.1075	59428.05117	0	1
6	5	5	59194.1075	59428.05117	0	1
6	6	6	59194.1075	59428.05117	0	1
6	7	7	59194.1075	59428.05117	0	1
6	8	8	59194.1075	59428.05117	0	1
6	9	9	59194.1075	59428.05117	0	1
6	10	10	59194.1075	59428.05117	0	1
6	11	11	59194.1075	59428.05117	0	1
6	12	12	59194.1075	59428.05117	0	1
6	13	13	59194.1075	59428.05117	0	1
6	14	14	59194.1075	59428.05117	0	1
6	15	15	59194.1075	59428.05117	0	1
7	0	0	58960.16384	59194.1075	755.843057	1
7	1	1	58960.16384	59194.1075	755.843057	1
7	2	2	58960.16384	59194.1075	755.843057	1
7	3	3	58960.16384	59194.1075	755.843057	1
7	4	4	58960.16384	59194.1075	18066.62088	1
7	5	5	58960.16384	59194.1075	18066.62088	1
7	6	6	58960.16384	59194.1075	18066.62088	1
7	7	7	58960.16384	59194.1075	18066.62088	1
7	8	8	58960.16384	59194.1075	18066.62088	1
7	9	9	58960.16384	59194.1075	18066.62088	1
7	10	10	58960.16384	59194.1075	18066.62088	1
7	11	11	58960.16384	59194.1075	18066.62088	1
7	12	12	58960.16384	59194.1075	18066.62088	1
7	13	13	58960.16384	59194.1075	18066.62088	1
7	14	14	58960.16384	59194.1075	18066.62088	1
7	15	15	58960.16384	59194.1075	18066.62088	1
8	0	0	60661.86015	61363.67309	1233.808977	1
8	1	1	60661.86015	61363.67309	1233.808977	1
8	2	2	60661.86015	61363.67309	1233.808977	1
8	3	3	60661.86015	61363.67309	1233.808977	1
8	4	4	60661.86015	61363.67309	1233.808977	1
8	5	5	60661.86015	61363.67309	1233.808977	1
8	6	6	60661.86015	61363.67309	1233.808977	1
8	7	7	60661.86015	61363.67309	1233.808977	1
8	8	8	60661.86015	61363.67309	1233.808977	1
8	9	9	60661.86015	61363.67309	1233.808977	1
8	10	10	60661.86015	61363.67309	1233.808977	1
8	11	11	60661.86015	61363.67309	1233.808977	1
8	12	12	60661.86015	61363.67309	1233.808977	1
8	13	13	60661.86015	61363.67309	1233.808977	1
8	14	14	60661.86015	61363.67309	1233.808977	1
8	15	15	60661.86015	61363.67309	1233.808977	1
9	0	0	62598.15448	80901.92415	1234.48139	1
