space	tasks	nominal_read_bytes	nominal_write_bytes	physical_read_bytes	physical_write_bytes	no_producer_read_bytes	produced_read_bytes	external_write_bytes
l0.s43.append	32	8192	8192	8192	8192	0	8192	8192
l0.s44.append	32	8192	8192	8192	8192	0	8192	8192
l0.s45.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s46.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s46.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s47.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s48.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s48.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s49.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s49.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s50.act	4	98304	49152	98304	49152	0	98304	0
l0.s51.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s51.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s52.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s53.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s53.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s54.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s55.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s55.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s56.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s57.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s57.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s58.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s59.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s60.append	32	8192	8192	8192	8192	0	8192	8192
l0.s61.append	32	8192	8192	8192	8192	0	8192	8192
l0.s62.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s63.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s63.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s64.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s65.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s65.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s66.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s66.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s67.act	4	98304	49152	98304	49152	0	98304	0
l0.s68.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s68.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s69.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s70.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s70.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s71.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s72.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s72.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s73.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s74.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s74.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s75.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s76.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s77.append	32	8192	8192	8192	8192	0	8192	8192
l0.s78.append	32	8192	8192	8192	8192	0	8192	8192
l0.s79.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s80.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s80.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s81.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s82.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s82.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s83.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s83.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s84.act	4	98304	49152	98304	49152	0	98304	0
l0.s85.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s85.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s86.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s87.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s87.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s88.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s89.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s89.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s90.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s91.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s91.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s92.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s93.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s94.append	32	8192	8192	8192	8192	0	8192	8192
l0.s95.append	32	8192	8192	8192	8192	0	8192	8192
l0.s96.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s97.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s97.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s98.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s99.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s99.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s100.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s100.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s101.act	4	98304	49152	98304	49152	0	98304	0
l0.s102.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s102.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s103.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s104.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s104.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s105.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s106.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s106.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s107.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s108.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s108.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s109.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s110.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s111.append	32	8192	8192	8192	8192	0	8192	8192
l0.s112.append	32	8192	8192	8192	8192	0	8192	8192
l0.s113.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s114.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s114.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s115.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s116.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s116.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s117.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s117.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s118.act	4	98304	49152	98304	49152	0	98304	0
l0.s119.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s119.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s120.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s121.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s121.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s122.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s123.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s123.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s124.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s125.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s125.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s126.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s127.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s128.append	32	8192	8192	8192	8192	0	8192	8192
l0.s129.append	32	8192	8192	8192	8192	0	8192	8192
l0.s130.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s131.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s131.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s132.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s133.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s133.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s134.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s134.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s135.act	4	98304	49152	98304	49152	0	98304	0
l0.s136.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s136.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s137.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s138.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s138.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s139.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s140.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s140.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s141.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s142.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s142.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s143.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s144.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s145.append	32	8192	8192	8192	8192	0	8192	8192
l0.s146.append	32	8192	8192	8192	8192	0	8192	8192
l0.s147.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s148.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s148.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s149.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s150.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s150.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s151.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s151.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s152.act	4	98304	49152	98304	49152	0	98304	0
l0.s153.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s153.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s154.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s155.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s155.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s156.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s157.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s157.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s158.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s159.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s159.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s160.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s161.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s162.append	32	8192	8192	8192	8192	0	8192	8192
l0.s163.append	32	8192	8192	8192	8192	0	8192	8192
l0.s164.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s165.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s165.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s166.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s167.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s167.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s168.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s168.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s169.act	4	98304	49152	98304	49152	0	98304	0
l0.s170.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s170.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s171.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s172.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s172.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s173.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s174.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s174.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s175.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s176.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s176.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s177.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s178.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s179.append	32	8192	8192	8192	8192	0	8192	8192
l0.s180.append	32	8192	8192	8192	8192	0	8192	8192
l0.s181.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s182.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s182.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s183.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s184.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s184.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s185.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s185.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s186.act	4	98304	49152	98304	49152	0	98304	0
l0.s187.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s187.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s188.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s189.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s189.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s190.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s191.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s191.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s192.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s193.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s193.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s194.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s195.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s196.append	32	8192	8192	8192	8192	0	8192	8192
l0.s197.append	32	8192	8192	8192	8192	0	8192	8192
l0.s198.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s199.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s199.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s200.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s201.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s201.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s202.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s202.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s203.act	4	98304	49152	98304	49152	0	98304	0
l0.s204.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s204.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s205.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s206.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s206.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s207.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s208.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s208.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s209.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s210.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s210.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s211.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s212.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s213.append	32	8192	8192	8192	8192	0	8192	8192
l0.s214.append	32	8192	8192	8192	8192	0	8192	8192
l0.s215.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s216.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s216.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s217.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s218.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s218.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s219.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s219.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s220.act	4	98304	49152	98304	49152	0	98304	0
l0.s221.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s221.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s222.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s223.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s223.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s224.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s225.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s225.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s226.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s227.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s227.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s228.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s229.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s230.append	32	8192	8192	8192	8192	0	8192	8192
l0.s231.append	32	8192	8192	8192	8192	0	8192	8192
l0.s232.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s233.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s233.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s234.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s235.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s235.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s236.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s236.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s237.act	4	98304	49152	98304	49152	0	98304	0
l0.s238.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s238.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s239.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s240.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s240.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s241.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s242.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s242.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s243.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s244.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s244.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s245.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s246.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s247.append	32	8192	8192	8192	8192	0	8192	8192
l0.s248.append	32	8192	8192	8192	8192	0	8192	8192
l0.s249.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s250.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s250.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s251.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s252.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s252.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s253.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s253.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s254.act	4	98304	49152	98304	49152	0	98304	0
l0.s255.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s255.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s256.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s257.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s257.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s258.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s259.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s259.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s260.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s261.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s261.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s262.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s263.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s264.append	32	8192	8192	8192	8192	0	8192	8192
l0.s265.append	32	8192	8192	8192	8192	0	8192	8192
l0.s266.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s267.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s267.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s268.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s269.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s269.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s270.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s270.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s271.act	4	98304	49152	98304	49152	0	98304	0
l0.s272.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s272.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s273.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s274.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s274.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s275.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s276.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s276.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s277.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s278.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s278.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s279.rope	64	24576	16384	24576	16384	8192	16384	0
l0.s280.rope	32	12288	8192	12288	8192	4096	8192	0
l0.s281.append	32	8192	8192	8192	8192	0	8192	8192
l0.s282.append	32	8192	8192	8192	8192	0	8192	8192
l0.s283.attn	64	221184	16384	221184	16384	98304	122880	0
l0.s284.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s284.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s285.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s286.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s286.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s287.proj	1536	75497472	3145728	31457280	393216	25165824	6291456	0
l0.s287.proj.combine	384	393216	49152	393216	49152	0	393216	0
l0.s288.act	4	98304	49152	98304	49152	0	98304	0
l0.s289.proj	512	75497472	1048576	31457280	131072	25165824	6291456	0
l0.s289.proj.combine	128	147456	16384	147456	16384	0	147456	0
l0.s290.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s291.proj	512	25165824	1048576	10485760	131072	8388608	2097152	0
l0.s291.proj.combine	128	131072	16384	131072	16384	0	131072	0
l0.s292.qknorm	64	278528	16384	278528	16384	16384	262144	0
l0.s293.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s293.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s294.qknorm	32	73728	8192	73728	8192	8192	65536	0
l0.s295.proj	256	12582912	524288	5242880	65536	4194304	1048576	0
l0.s295.proj.combine	64	65536	8192	65536	8192	0	65536	0
l0.s296.rope	64	24576	16384	24576	16384	8192	16384	0
