slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles
26	23	50	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1928	0	11097	217	30	187	13242
27	27	30	0	0	128	128	16	1	8192	1024	4096	214016	2048	2048	0	221184	3054	10486	547604	5273	4856	417	566417
28	34	54	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1264	0	1518	217	30	187	2999
29	38	118	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1775	0	9832	218	30	188	11825
30	42	98	0	0	128	128	16	1	8192	1024	3072	224256	2048	2048	0	230400	2764	6423	575174	4791	4304	487	589152
31	49	122	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1813	0	2150	216	30	186	4179
32	56	22	0	0	128	128	16	1	8192	1024	3072	230400	2048	1024	1024	236544	2975	7337	589420	4693	4127	566	604425
33	0	3	1	0	0	0	0	1	0	1024	0	4096	5120	5120	0	10240	2372	0	10807	11661	11476	185	24840
34	6	15	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1638	0	674	218	30	188	2530
35	11	75	0	0	128	128	16	1	8192	1024	4096	229376	2048	2048	0	236544	3110	8587	588065	4998	4586	412	604760
36	20	19	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1651	0	2346	221	30	191	4218
37	23	51	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2080	0	11054	217	30	187	13351
38	27	31	0	0	128	128	16	1	8192	1024	4096	224256	2048	1024	1024	231424	2930	8504	574179	4870	4273	597	590483
39	34	55	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1611	0	1235	217	30	187	3063
40	38	119	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2099	0	9573	218	30	188	11890
41	42	99	0	0	128	128	16	1	8192	1024	3072	226304	2048	2048	0	232448	2880	6933	580150	4508	4095	413	594471
42	49	123	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1724	0	2219	219	32	187	4162
43	56	23	0	0	128	128	16	1	8192	1024	3072	229376	2048	2048	0	235520	3095	6710	587425	5047	4614	433	602277
44	2	0	0	1	128	128	16	1	8192	1024	2048	144384	2048	1024	1024	149504	3416	3017	371986	3689	3267	422	382108
45	6	16	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1362	0	894	218	30	188	2474
46	11	76	0	0	128	128	16	1	8192	1024	4096	242688	2048	2048	0	249856	2933	9942	621736	4378	3950	428	638989
47	20	20	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1630	0	2278	218	30	188	4126
48	23	52	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2069	0	10912	217	30	187	13198
49	27	32	0	0	128	128	16	1	8192	1024	4096	231424	2048	1024	1024	238592	3038	9819	591263	4925	4498	427	609045
50	34	56	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1624	0	1260	217	30	187	3101
51	38	120	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1765	0	10721	218	30	188	12704
52	42	100	0	0	128	128	16	1	8192	1024	3072	224256	2048	2048	0	230400	2796	6675	575957	5170	4731	439	590598
53	49	124	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1709	0	2212	217	30	187	4138
54	56	24	0	0	128	128	16	1	8192	1024	3072	225280	2048	1024	1024	231424	3014	6241	577312	4518	4073	445	591085
55	2	1	0	0	128	128	16	1	8192	1024	2048	144384	2048	2048	0	149504	3387	2927	372462	3729	3292	437	382505
56	6	17	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1680	0	699	218	30	188	2597
57	11	77	0	0	128	128	16	1	8192	1024	4096	225280	2048	2048	0	232448	2849	8436	577812	4727	4148	579	593824
58	20	21	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1559	0	2416	219	30	189	4194
59	23	53	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2549	0	10352	217	30	187	13118
60	27	33	0	0	128	128	16	1	8192	1024	4096	223232	2048	1024	1024	230400	3022	9587	570081	4568	4016	552	587258
61	34	57	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1869	0	1289	217	30	187	3375
62	38	121	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2237	0	9999	217	30	187	12453
63	42	101	0	0	128	128	16	1	8192	1024	3072	226304	2048	2048	0	232448	2689	6292	579576	5156	4718	438	593713
64	49	125	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1831	0	1995	216	30	186	4042
65	56	25	0	0	128	128	16	1	8192	1024	3072	226304	2048	2048	0	232448	2818	6861	579583	4712	4252	460	593974
66	2	2	0	0	128	128	16	1	8192	1024	2048	144384	2048	2048	0	149504	3383	3241	371852	3782	3326	456	382258
67	6	18	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1391	0	959	218	30	188	2568
68	11	78	0	0	128	128	16	1	8192	1024	4096	232448	1024	1024	0	238592	2642	9685	593956	4363	3871	492	610646
69	20	22	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1555	0	2431	219	30	189	4205
70	23	54	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2513	0	10334	217	30	187	13064
71	27	34	0	0	128	128	16	1	8192	1024	4096	225280	1024	1024	0	231424	2963	9281	575727	4519	3905	614	592490
72	34	58	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1705	0	1277	217	30	187	3199
73	38	122	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1809	0	10560	217	30	187	12586
74	42	102	0	0	128	128	16	1	8192	1024	3072	229376	2048	2048	0	235520	2665	6566	587376	4914	4410	504	601521
75	49	126	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1773	0	2209	216	30	186	4198
76	56	26	0	0	128	128	16	1	8192	1024	3072	230400	2048	1024	1024	236544	2870	6708	589102	5260	4797	463	603940
77	2	3	0	0	128	128	16	1	8192	1024	2048	144384	2048	1024	1024	149504	3411	3127	371326	4073	3634	439	381937
78	6	19	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1729	0	678	218	30	188	2625
79	11	79	0	0	128	128	16	1	8192	1024	4096	234496	2048	2048	0	241664	2881	9760	600503	4413	3962	451	617557
80	20	23	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1667	0	2317	220	30	190	4204
81	23	55	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2013	0	10886	217	30	187	13116
82	27	35	0	0	128	128	16	1	8192	1024	3072	229376	1024	1024	0	234496	2986	7412	585291	4674	4222	452	600363
83	34	59	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1286	0	1498	217	30	187	3001
84	38	123	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2245	0	9986	218	30	188	12449
85	42	103	0	0	128	128	16	1	8192	1024	3072	225280	2048	2048	0	231424	2688	6747	578365	4699	4258	441	592499
86	49	127	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1792	0	2199	215	30	185	4206
87	56	27	0	0	128	128	16	1	8192	1024	3072	232448	2048	2048	0	238592	2906	6299	595925	4673	4089	584	609803
88	2	4	0	0	128	128	16	1	8192	1024	2048	145408	1024	1024	0	149504	3493	3391	372723	3632	3204	428	383239
89	6	20	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1314	0	882	218	30	188	2414
90	11	80	0	0	128	128	16	1	8192	1024	3072	220160	2048	2048	0	226304	2920	7369	562959	4496	4068	428	577744
91	20	24	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1621	0	2369	215	30	185	4205
92	23	56	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2067	0	10536	217	30	187	12820
93	27	36	0	0	128	128	16	1	8192	1024	4096	229376	2048	2048	0	236544	2842	9458	586716	4264	3808	456	603280
94	34	60	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1576	0	1217	217	30	187	3010
95	38	124	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2014	0	10095	218	30	188	12327
96	42	104	0	0	128	128	16	1	8192	1024	2048	230400	2048	2048	0	235520	2757	5256	589602	4410	3982	428	602025
97	52	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2186	0	1172	216	30	186	3574
98	56	28	0	0	128	128	16	1	8192	1024	3072	228352	1024	1024	0	233472	2985	6450	583475	4774	4324	450	597684
99	2	5	0	0	128	128	16	1	8192	1024	2048	145408	1024	1024	0	149504	3554	3130	374197	3508	3097	411	384389
100	6	21	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1566	0	662	218	30	188	2446
101	11	81	0	0	128	128	16	1	8192	1024	3072	233472	2048	1024	1024	239616	2898	5952	598744	4020	3594	426	611614
102	20	25	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1669	0	2303	226	30	196	4198
103	23	57	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2070	0	10444	217	30	187	12731
104	27	37	0	0	128	128	16	1	8192	1024	2048	226304	2048	2048	0	231424	2978	4453	579822	4163	3732	431	591416
105	34	61	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1602	0	1205	217	30	187	3024
106	38	125	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1631	0	10623	218	30	188	12472
107	42	105	0	0	128	128	16	1	8192	1024	2048	223232	1024	1024	0	227328	2641	5268	570249	4273	3820	453	582431
108	52	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2247	0	1168	214	30	184	3629
109	56	29	0	0	128	128	16	1	8192	1024	3072	228352	2048	2048	0	234496	3003	7173	585158	4302	3881	421	599636
110	2	6	0	0	128	128	16	1	8192	1024	2048	145408	1024	1024	0	149504	3459	3457	372310	3593	3171	422	382819
111	6	22	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1694	0	656	218	30	188	2568
112	11	82	0	0	128	128	16	1	8192	1024	4096	226304	2048	2048	0	233472	2910	8122	580871	4919	4494	425	596822
113	20	26	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1609	0	2359	215	30	185	4183
114	23	58	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2069	0	10442	217	30	187	12728
115	27	38	0	0	128	128	16	1	8192	1024	3072	217088	1024	1024	0	222208	3123	7179	554183	4351	3869	482	568836
116	34	62	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1589	0	1208	217	30	187	3014
117	38	126	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1632	0	10418	217	30	187	12267
118	42	106	0	0	128	128	16	1	8192	1024	2048	225280	2048	1024	1024	230400	2824	4016	576910	4621	4122	499	588371
119	52	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2204	0	1183	217	30	187	3604
120	56	30	0	0	128	128	16	1	8192	1024	2048	225280	1024	1024	0	229376	2994	4046	576924	4159	3726	433	588123
121	2	7	0	0	128	128	16	1	8192	1024	2048	144384	2048	1024	1024	149504	3437	3870	371059	3633	3196	437	381999
122	6	23	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1315	0	946	218	30	188	2479
123	11	83	0	0	128	128	16	1	8192	1024	4096	235520	1024	1024	0	241664	3145	10054	601345	4362	3920	442	618906
124	20	27	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1586	0	2385	218	30	188	4189
125	23	59	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1987	0	10564	217	30	187	12768
126	27	39	0	0	128	128	16	1	8192	1024	4096	223232	2048	2048	0	230400	2943	8691	572071	4368	3869	499	588073
127	34	63	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1663	0	1289	217	30	187	3169
128	38	127	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2054	0	10215	218	30	188	12487
129	42	107	0	0	128	128	16	1	8192	1024	2048	233472	2048	2048	0	238592	2772	4673	598426	5168	4723	445	611039
130	52	3	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2159	0	1171	214	30	184	3544
131	56	31	0	0	128	128	16	1	8192	1024	3072	234496	2048	2048	0	240640	2863	5647	601963	4908	4463	445	615381
132	1	0	0	0	128	128	16	1	8192	1024	1024	145408	1024	1024	0	148480	3109	2741	371668	3690	3273	417	381208
133	6	24	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1314	0	902	218	30	188	2434
134	11	84	0	0	128	128	16	1	8192	1024	4096	226304	1024	1024	0	232448	3131	9819	578217	4480	4029	451	595647
135	20	28	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1644	0	2325	218	30	188	4187
136	23	60	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2091	0	10077	217	30	187	12385
137	27	40	0	0	128	128	16	1	8192	1024	3072	224256	2048	2048	0	230400	2971	6524	574743	4227	3700	527	588465
138	34	64	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1268	0	1549	217	30	187	3034
139	39	0	0	0	128	128	16	1	8192	1024	1024	144384	4096	4096	0	150528	2277	2913	368341	11012	10593	419	384543
140	42	108	0	0	128	128	16	1	8192	1024	3072	229376	2048	2048	0	235520	2642	6661	587237	5242	4805	437	601782
141	52	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2186	0	1168	214	30	184	3568
142	56	32	0	0	128	128	16	1	8192	1024	3072	226304	2048	1024	1024	232448	3103	5861	580476	4342	3761	581	593782
143	1	1	0	0	128	128	16	1	8192	1024	1024	146432	1024	1024	0	149504	3124	2781	373485	3460	3054	406	382850
144	6	25	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1590	0	678	218	30	188	2486
145	11	85	0	0	128	128	16	1	8192	1024	4096	228352	1024	1024	0	234496	3150	8560	584767	4579	3996	583	601056
146	20	29	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1619	0	2331	215	30	185	4165
147	23	61	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2028	0	10008	217	30	187	12253
148	27	41	0	0	128	128	16	1	8192	1024	3072	224256	1024	1024	0	229376	2905	5804	574130	4824	4411	413	587663
149	34	65	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1282	0	1551	217	30	187	3050
150	39	1	0	0	128	128	16	1	8192	1024	1024	143360	5120	4096	1024	150528	2335	2169	368541	10971	10566	405	384016
151	42	109	0	0	128	128	16	1	8192	1024	3072	227328	2048	2048	0	233472	2633	6456	584035	5075	4630	445	598199
152	52	5	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2218	0	1162	217	30	187	3597
153	56	33	0	0	128	128	16	1	8192	1024	2048	233472	2048	1024	1024	238592	2933	4704	597362	4444	4000	444	609443
154	1	2	0	0	128	128	16	1	8192	1024	1024	145408	1024	1024	0	148480	3170	2689	371543	3874	3477	397	381276
155	6	26	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1615	0	858	218	30	188	2691
156	11	86	0	0	128	128	16	1	8192	1024	3072	238592	2048	1024	1024	244736	3130	6977	609763	5158	4696	462	625028
157	20	30	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1652	0	2290	219	30	189	4161
158	23	62	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2061	0	10014	217	30	187	12292
159	27	42	0	0	128	128	16	1	8192	1024	3072	225280	2048	1024	1024	231424	2948	5627	577831	4191	3686	505	590597
160	34	66	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1604	0	1253	217	30	187	3074
161	39	2	0	1	128	128	16	1	8192	1024	1024	145408	4096	4096	0	151552	2594	2475	371534	10811	10323	488	387414
162	42	110	0	0	128	128	16	1	8192	1024	3072	225280	2048	2048	0	231424	2704	6342	578452	4370	3961	409	591868
163	52	6	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2252	0	1133	217	30	187	3602
164	56	34	0	0	128	128	16	1	8192	1024	2048	223232	2048	2048	0	228352	2994	5637	571040	4963	4508	455	584634
165	1	3	0	0	128	128	16	1	8192	1024	1024	145408	1024	1024	0	148480	3119	2218	371845	3434	3024	410	380616
166	6	27	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1630	0	671	218	30	188	2519
167	11	87	0	0	128	128	16	1	8192	1024	4096	231424	2048	2048	0	238592	3153	9581	592673	5315	4899	416	610722
168	20	31	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1619	0	2315	215	30	185	4149
169	23	63	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2007	0	10073	215	30	185	12295
170	27	43	0	0	128	128	16	1	8192	1024	3072	232448	2048	1024	1024	238592	2785	7183	593839	5288	4874	414	609095
171	34	67	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1730	0	1237	217	30	187	3184
172	39	3	0	0	128	128	16	1	8192	1024	1024	143360	5120	5120	0	150528	2360	2669	368161	11422	11012	410	384612
173	42	111	0	0	128	128	16	1	8192	1024	2048	232448	2048	2048	0	237568	2498	4730	595524	4484	4060	424	607236
174	52	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2180	0	1146	216	30	186	3542
175	56	35	0	0	128	128	16	1	8192	1024	3072	231424	2048	2048	0	237568	3045	6871	593645	4779	4367	412	608340
176	1	4	0	0	128	128	16	1	8192	1024	2048	145408	1024	1024	0	149504	3095	3223	373691	3755	3332	423	383764
177	6	28	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1340	0	929	218	30	188	2487
178	11	88	0	0	128	128	16	1	8192	1024	4096	234496	2048	2048	0	241664	3116	8897	599787	5471	5037	434	617271
179	19	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1179	0	1580	217	30	187	2976
180	23	64	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2572	0	10330	217	30	187	13119
181	27	44	0	0	128	128	16	1	8192	1024	3072	231424	2048	1024	1024	237568	2740	7312	591214	4208	3782	426	605474
182	34	68	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1754	0	1251	217	30	187	3222
183	39	4	0	0	128	128	16	1	8192	1024	1024	143360	5120	5120	0	150528	2537	2360	367748	11659	11234	425	384304
184	43	0	4	1	0	0	0	1	0	1024	0	31744	0	0	0	32768	1921	0	80890	217	30	187	83028
185	52	8	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2179	0	1160	218	30	188	3557
186	56	36	0	0	128	128	16	1	8192	1024	2048	228352	2048	2048	0	233472	2800	4782	584761	4100	3664	436	596443
187	1	5	0	0	128	128	16	1	8192	1024	1024	145408	1024	1024	0	148480	3094	2997	370886	3801	3363	438	380778
188	6	29	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1345	0	927	218	30	188	2490
189	11	89	0	0	128	128	16	1	8192	1024	4096	231424	1024	1024	0	237568	2604	8188	592343	4365	3865	500	607500
190	19	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1900	0	1249	216	30	186	3365
191	23	65	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2097	0	10782	218	30	188	13097
192	27	45	0	0	128	128	16	1	8192	1024	4096	222208	2048	2048	0	229376	2701	8268	570580	5211	4735	476	586760
193	34	69	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1295	0	1562	217	30	187	3074
194	39	5	0	0	128	128	16	1	8192	1024	1024	144384	4096	4096	0	150528	2262	2573	368858	12439	11998	441	386132
195	43	1	4	0	0	0	0	1	0	1024	0	31744	0	0	0	32768	1916	0	81013	215	30	185	83144
196	52	9	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2159	0	1174	213	30	183	3546
197	56	37	0	0	128	128	16	1	8192	1024	2048	232448	2048	2048	0	237568	2933	4849	594939	5160	4718	442	607881
198	1	6	0	0	128	128	16	1	8192	1024	2048	145408	1024	1024	0	149504	3137	3223	373624	3728	3300	428	383712
199	6	30	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1654	0	672	218	30	188	2544
200	11	90	0	0	128	128	16	1	8192	1024	4096	232448	2048	2048	0	239616	3097	9239	596582	4403	3893	510	613321
201	19	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1592	0	1227	217	30	187	3036
202	23	66	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1948	0	10933	218	30	188	13099
203	27	46	0	0	128	128	16	1	8192	1024	4096	228352	1024	1024	0	234496	2712	8767	584543	4354	3908	446	600376
204	34	70	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1292	0	1512	217	30	187	3021
205	39	6	0	0	128	128	16	1	8192	1024	1024	145408	4096	4096	0	151552	2383	2922	371224	10742	10315	427	387271
206	43	2	4	0	0	0	0	1	0	1024	0	30720	0	0	0	31744	1951	0	78887	218	30	188	81056
207	52	10	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2189	0	1142	218	30	188	3549
208	56	38	0	0	128	128	16	1	8192	1024	3072	231424	2048	1024	1024	237568	2971	6370	592587	4926	4495	431	606854
209	1	7	0	0	128	128	16	1	8192	1024	1024	145408	1024	1024	0	148480	3201	2303	371906	3714	3300	414	381124
210	6	31	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1603	0	648	218	30	188	2469
211	11	91	0	0	128	128	16	1	8192	1024	3072	238592	2048	2048	0	244736	3079	7857	609805	4629	4205	424	625370
212	19	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1568	0	1210	215	30	185	2993
213	23	67	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	1976	0	10921	218	30	188	13115
214	27	47	0	0	128	128	16	1	8192	1024	3072	221184	1024	1024	0	226304	2733	5983	565370	4246	3760	486	578332
215	34	71	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1618	0	1189	217	30	187	3024
216	39	7	0	0	128	128	16	1	8192	1024	1024	144384	4096	4096	0	150528	2490	2046	370143	10732	10317	415	385411
217	43	3	4	0	0	0	0	1	0	1024	0	29696	0	0	0	30720	1973	0	75380	217	32	185	77570
218	52	11	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2243	0	1132	217	30	187	3592
219	56	39	0	0	128	128	16	1	8192	1024	2048	230400	1024	1024	0	234496	3051	4630	588338	4049	3629	420	600068
220	1	8	0	0	128	128	16	1	8192	1024	2048	144384	2048	2048	0	149504	3229	3175	372435	3507	3106	401	382346
221	8	0	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	2064	0	8940	217	30	187	11221
222	11	92	0	0	128	128	16	1	8192	1024	4096	232448	2048	1024	1024	239616	3072	8785	595588	4131	3724	407	611576
223	19	4	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1564	0	1185	219	30	189	2968
224	23	68	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2071	0	10717	217	30	187	13005
225	27	48	0	0	128	128	16	1	8192	1024	3072	221184	2048	2048	0	227328	3220	6989	566885	4077	3641	436	581171
226	34	72	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1629	0	1189	217	30	187	3035
227	39	8	0	0	128	128	16	1	8192	1024	1024	144384	4096	4096	0	150528	2499	2699	370105	10607	10206	401	385910
228	44	0	0	1	128	128	16	1	8192	1024	1024	503808	4096	4096	0	509952	2944	2221	1290977	10997	10595	402	1307139
229	52	12	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2273	0	1140	218	30	188	3631
230	56	40	0	0	128	128	16	1	8192	1024	2048	232448	2048	2048	0	237568	2938	3821	596281	4297	3875	422	607337
231	1	9	0	0	128	128	16	1	8192	1024	1024	144384	2048	1024	1024	148480	3189	2092	370588	3532	3120	412	379401
232	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	2165	0	8695	217	30	187	11077
233	11	93	0	0	128	128	16	1	8192	1024	3072	233472	2048	2048	0	239616	2955	6221	599255	4399	3819	580	612830
234	19	5	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1114	0	1506	217	30	187	2837
235	23	69	5	0	0	0	0	1	0	1024	0	4096	0	0	0	5120	2124	0	10563	217	30	187	12904
236	27	49	0	0	128	128	16	1	8192	1024	2048	228352	1024	1024	0	232448	3204	4108	583605	4079	3639	440	594996
237	34	73	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1586	0	1189	217	30	187	2992
238	39	9	0	0	128	128	16	1	8192	1024	1024	144384	4096	4096	0	150528	2483	2087	369976	10693	10280	413	385239
