slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572715472034816	52839814587115	1789572715472034816	52839814588429	1789572715472034816	52839814588429	1789572715472035840	52839814590739	1789572715472036864	52839814592443	1789572715472036864	52839814592574	0	0	0	0
1	0	32	16	32	1	3072	1789572715472038912	52839814596935	1789572715472039936	52839814599069	1789572715472039936	52839814599680	1789572715472044032	52839814610251	1789572715472044032	52839814611205	1789572715472044032	52839814611335	52839814599733	52839814610164	4837	16
2	2	0	0	0	1	0	1789572715472046080	52839814616430	1789572715472047104	52839814617659	1789572715472047104	52839814617659	1789572715472048128	52839814619572	1789572715472048128	52839814619602	1789572715472048128	52839814619731	0	0	0	0
3	3	0	0	0	1	0	1789572715472049152	52839814622585	1789572715472049152	52839814623685	1789572715472049152	52839814623685	1789572715472049152	52839814624589	1789572715472050176	52839814624619	1789572715472050176	52839814624750	0	0	0	0
4	5	0	0	0	1	0	1789572715472052224	52839814629861	1789572715472052224	52839814631487	1789572715472052224	52839814631487	1789572715472055296	52839814639718	1789572715472055296	52839814639748	1789572715472055296	52839814639879	0	0	0	0
5	0	32	16	32	1	3072	1789572715472057344	52839814645072	1789572715472058368	52839814647235	1789572715472059392	52839814647857	1789572715472063488	52839814658333	1789572715472063488	52839814659952	1789572715472063488	52839814660082	52839814647882	52839814658246	4931	16
6	1	0	0	0	1	0	1789572715472065536	52839814665190	1789572715472066560	52839814666489	1789572715472066560	52839814666489	1789572715472067584	52839814668901	1789572715472067584	52839814670601	1789572715472067584	52839814670730	0	0	0	0
7	0	32	16	32	1	3072	1789572715472069632	52839814675377	1789572715472070656	52839814677545	1789572715472070656	52839814678184	1789572715472074752	52839814688681	1789572715472075776	52839814689904	1789572715472075776	52839814690184	52839814678209	52839814688594	4952	16
8	4	0	0	0	1	0	1789572715472077824	52839814695294	1789572715472077824	52839814696558	1789572715472077824	52839814696558	1789572715472080896	52839814703200	1789572715472080896	52839814703230	1789572715472080896	52839814703359	0	0	0	0
9	0	32	16	32	1	3072	1789572715472082944	52839814708203	1789572715472083968	52839814710368	1789572715472083968	52839814710986	1789572715472092160	52839814732003	1789572715472093184	52839814734210	1789572715472093184	52839814734340	52839814711017	52839814731916	10151	32
10	1	0	0	0	1	0	1789572715472095232	52839814739422	1789572715472095232	52839814740668	1789572715472095232	52839814740668	1789572715472096256	52839814743073	1789572715472097280	52839814744770	1789572715472097280	52839814744899	0	0	0	0
