rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x64s2split16kappa1r4	wavefront	32	16	64	2	16	1	4	125993	353709	docs/experiments/JOINT2/bounded_search/mha4_s4/auto.cu.top1.cu	docs/experiments/JOINT2/bounded_search/mha4_s4/auto.cu.top1.mlir
2	32x16x64s2split16kappa2r4	wavefront	32	16	64	2	16	2	4	125993	353709	docs/experiments/JOINT2/bounded_search/mha4_s4/auto.cu.top2.cu	docs/experiments/JOINT2/bounded_search/mha4_s4/auto.cu.top2.mlir
3	32x16x64s2split16kappa4r4	wavefront	32	16	64	2	16	4	4	125993	353709	docs/experiments/JOINT2/bounded_search/mha4_s4/auto.cu.top3.cu	docs/experiments/JOINT2/bounded_search/mha4_s4/auto.cu.top3.mlir
