model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	4	load_lines	l2_ms	25	0.443392	0.442304	0.443616
gqa2	4	load_lines	ratio	25	1.0803460099750624	1.079493987193503	1.084449984418822
gqa2	4	load_lines	notify_ms	25	0.060416000000000025	0.059392	0.060448
gqa2	4	load_lines	wait_ms	25	0.026656000000000013	0.02662399999999998	0.027648000000000006
gqa2	4	load_lines	barrier_ms	25	0.042976000000000014	0.04111999999999999	0.044032000000000016
gqa2	4	load_lines	loop_ms	25	-0.010271999999999948	-0.011328000000000005	-0.009311999999999987
gqa2	4	load_lines	gap_ms	25	0.03299200000000002	0.03254400000000002	0.034688
gqa2	4	load_lines	closure_us	25	0.0	0.0	0.0
gqa2	128	base	l1_ms	25	0.570592	0.570368	0.571392
gqa2	128	base	l2_ms	25	0.616608	0.616448	0.617472
gqa2	128	base	ratio	25	1.0805474534440207	1.079133064516129	1.0810704667863555
gqa2	128	base	notify_ms	25	0.07036799999999999	0.0696	0.07161600000000001
gqa2	128	base	wait_ms	25	0.029696000000000056	0.02867200000000003	0.03072000000000008
gqa2	128	base	barrier_ms	25	0.040927999999999964	0.040031999999999957	0.04198400000000002
gqa2	128	base	loop_ms	25	-0.013152000000000053	-0.014560000000000017	-0.01126399999999994
gqa2	128	base	gap_ms	25	0.045984000000000025	0.04515200000000008	0.04624000000000006
gqa2	128	base	closure_us	25	0.0	0.0	0.0
gqa2	128	lines	l1_ms	25	0.571392	0.570336	0.571584
gqa2	128	lines	l2_ms	25	0.616416	0.615456	0.616448
gqa2	128	lines	ratio	25	1.0789990461762893	1.0769403068652705	1.0804307588759885
gqa2	128	lines	notify_ms	25	0.06985600000000003	0.06963199999999992	0.0708160000000001
gqa2	128	lines	wait_ms	25	0.02867200000000003	0.02867199999999992	0.029664000000000024
gqa2	128	lines	barrier_ms	25	0.040959999999999996	0.04009600000000002	0.04288000000000003
gqa2	128	lines	loop_ms	25	-0.013247999999999927	-0.01347200000000004	-0.01126399999999994
gqa2	128	lines	gap_ms	25	0.045056000000000096	0.04403200000000007	0.04588800000000004
gqa2	128	lines	closure_us	25	0.0	0.0	0.0
gqa2	128	load	l1_ms	25	0.573312	0.572192	0.574368
gqa2	128	load	l2_ms	25	0.615232	0.6144	0.615456
gqa2	128	load	ratio	25	1.072795225079489	1.071146024848181	1.0765018161497624
gqa2	128	load	notify_ms	25	0.07065600000000005	0.06979199999999997	0.07152000000000003
gqa2	128	load	wait_ms	25	0.02662399999999998	0.025792000000000037	0.027648000000000006
gqa2	128	load	barrier_ms	25	0.043200000000000016	0.041888000000000036	0.04425600000000007
gqa2	128	load	loop_ms	25	-0.013247999999999927	-0.014079999999999981	-0.011680000000000024
gqa2	128	load	gap_ms	25	0.04176000000000002	0.04080000000000006	0.04380799999999996
gqa2	128	load	closure_us	25	0.0	0.0	0.0
gqa2	128	load_lines	l1_ms	25	0.573344	0.571584	0.574464
gqa2	128	load_lines	l2_ms	25	0.615264	0.6144	0.616448
gqa2	128	load_lines	ratio	25	1.0728923042655085	1.0713206068409562	1.0749076251259657
gqa2	128	load_lines	notify_ms	25	0.06963199999999992	0.068608	0.07161600000000001
gqa2	128	load_lines	wait_ms	25	0.026880000000000015	0.02662399999999998	0.02867200000000003
gqa2	128	load_lines	barrier_ms	25	0.043008000000000046	0.04127999999999998	0.04416000000000009
gqa2	128	load_lines	loop_ms	25	-0.01235200000000003	-0.014336000000000015	-0.012095999999999996
gqa2	128	load_lines	gap_ms	25	0.04179199999999994	0.040959999999999996	0.042848
gqa2	128	load_lines	closure_us	25	0.0	0.0	0.0
mha4	4	base	l1_ms	25	0.799904	0.74224	0.801792
mha4	4	base	l2_ms	25	0.864256	0.821248	0.871424
mha4	4	base	ratio	25	1.088235294117647	1.0829920241431343	1.094387755102041
mha4	4	base	notify_ms	25	0.11263999999999996	0.10572800000000004	0.11571199999999993
mha4	4	base	wait_ms	25	0.04515199999999997	0.043007999999999935	0.049152000000000085
mha4	4	base	barrier_ms	25	0.07283200000000001	0.07078399999999996	0.07372800000000002
mha4	4	base	loop_ms	25	-0.014688000000000034	-0.01740799999999998	-0.009215999999999891
mha4	4	base	gap_ms	25	0.06972800000000001	0.06543999999999994	0.07577599999999995
mha4	4	base	closure_us	25	0.0	0.0	0.0
mha4	4	lines	l1_ms	25	0.802816	0.753792	0.8048
mha4	4	lines	l2_ms	25	0.869536	0.842752	0.873408
mha4	4	lines	ratio	25	1.08628512298018	1.083455576259763	1.0906768837803322
mha4	4	lines	notify_ms	25	0.11363200000000007	0.10547200000000001	0.11552000000000007
mha4	4	lines	wait_ms	25	0.04502399999999995	0.042815999999999965	0.047104000000000035
mha4	4	lines	barrier_ms	25	0.07372800000000002	0.07209599999999994	0.07510399999999995
mha4	4	lines	loop_ms	25	-0.015199999999999991	-0.01763199999999998	-0.013600000000000056
mha4	4	lines	gap_ms	25	0.06841600000000003	0.06640000000000001	0.0727040000000001
mha4	4	lines	closure_us	25	0.0	0.0	0.0
mha4	4	load	l1_ms	25	0.802816	0.740352	0.804672
mha4	4	load	l2_ms	25	0.869216	0.817376	0.872448
mha4	4	load	ratio	25	1.084228107850155	1.0827088647959184	1.0906869162957145
mha4	4	load	notify_ms	25	0.10988799999999999	0.10851199999999994	0.11363199999999996
mha4	4	load	wait_ms	25	0.044128000000000056	0.043008000000000046	0.048063999999999996
mha4	4	load	barrier_ms	25	0.07168000000000008	0.07065599999999994	0.07494400000000001
mha4	4	load	loop_ms	25	-0.014336000000000015	-0.017632000000000092	-0.010239999999999916
mha4	4	load	gap_ms	25	0.06656000000000006	0.06553599999999993	0.07059199999999999
mha4	4	load	closure_us	25	0.0	0.0	0.0
mha4	4	load_lines	l1_ms	25	0.80384	0.758784	0.806784
mha4	4	load_lines	l2_ms	25	0.8704	0.838656	0.87232
mha4	4	load_lines	ratio	25	1.0822784810126582	1.0811560876977362	1.0828456546837055
mha4	4	load_lines	notify_ms	25	0.11059200000000002	0.10937599999999992	0.11366399999999999
mha4	4	load_lines	wait_ms	25	0.043200000000000016	0.040959999999999996	0.04908799999999991
mha4	4	load_lines	barrier_ms	25	0.07372800000000002	0.07187200000000005	0.07699200000000006
mha4	4	load_lines	loop_ms	25	-0.014271999999999951	-0.017376000000000058	-0.009216000000000002
mha4	4	load_lines	gap_ms	25	0.06636799999999998	0.063616	0.06656000000000006
mha4	4	load_lines	closure_us	25	0.0	0.0	0.0
mha4	128	base	l1_ms	25	1.137664	1.135744	1.138816
mha4	128	base	l2_ms	25	1.240928	1.23904	1.24208
mha4	128	base	ratio	25	1.09000900090009	1.089108910891089	1.092057761732852
mha4	128	base	notify_ms	25	0.16054400000000002	0.15961599999999998	0.16383999999999999
mha4	128	base	wait_ms	25	0.04428799999999988	0.04220800000000002	0.04812799999999995
mha4	128	base	barrier_ms	25	0.07587200000000005	0.07475200000000015	0.07884800000000003
mha4	128	base	loop_ms	25	-0.02662399999999998	-0.027840000000000087	-0.02457599999999993
mha4	128	base	gap_ms	25	0.10239999999999982	0.10137599999999991	0.10444799999999987
mha4	128	base	closure_us	25	0.0	0.0	0.0
mha4	128	lines	l1_ms	25	1.137824	1.13664	1.13888
mha4	128	lines	l2_ms	25	1.243136	1.24128	1.24416
mha4	128	lines	ratio	25	1.0934248270431408	1.091726618705036	1.0943789230725924
mha4	128	lines	notify_ms	25	0.16156800000000016	0.15788800000000003	0.16393599999999986
mha4	128	lines	wait_ms	25	0.049152000000000085	0.04496000000000011	0.050176
mha4	128	lines	barrier_ms	25	0.074816	0.07270399999999988	0.07679999999999998
mha4	128	lines	loop_ms	25	-0.029696000000000167	-0.03151999999999999	-0.027679999999999927
mha4	128	lines	gap_ms	25	0.10547200000000001	0.10438399999999981	0.10729599999999984
mha4	128	lines	closure_us	25	0.0	0.0	0.0
mha4	128	load	l1_ms	25	1.142944	1.14176	1.143808
mha4	128	load	l2_ms	25	1.240064	1.23904	1.241088
mha4	128	load	ratio	25	1.0851254480286738	1.0833333333333333	1.0880503144654088
mha4	128	load	notify_ms	25	0.16076800000000002	0.15865600000000013	0.16281599999999985
mha4	128	load	wait_ms	25	0.045055999999999985	0.04198400000000002	0.047104000000000035
mha4	128	load	barrier_ms	25	0.08070400000000011	0.07884800000000003	0.08294400000000013
mha4	128	load	loop_ms	25	-0.027648000000000117	-0.02963199999999988	-0.02582400000000007
mha4	128	load	gap_ms	25	0.09728000000000003	0.0952320000000002	0.100352
mha4	128	load	closure_us	25	0.0	0.0	0.0
mha4	128	load_lines	l1_ms	25	1.140928	1.139712	1.14176
mha4	128	load_lines	l2_ms	25	1.241088	1.240064	1.242112
mha4	128	load_lines	ratio	25	1.0880628419133116	1.0876681614349775	1.0899366643209007
mha4	128	load_lines	notify_ms	25	0.16179199999999994	0.15977599999999992	0.16383999999999999
mha4	128	load_lines	wait_ms	25	0.044832000000000205	0.043007999999999935	0.04710399999999981
mha4	128	load_lines	barrier_ms	25	0.07904	0.07801599999999986	0.08105600000000002
mha4	128	load_lines	loop_ms	25	-0.02662399999999998	-0.02867200000000003	-0.025568000000000035
mha4	128	load_lines	gap_ms	25	0.10044799999999987	0.10009599999999996	0.10233599999999998
mha4	128	load_lines	closure_us	25	0.0	0.0	0.0
