model	seq	variant	baseline	metric	rounds	delta_median	ci_low	ci_high	wilcoxon_p
gqa2	4	lines	base	l1_ms	25	0.00015999999999999348	-0.0007999999999999674	0.0018880000000000008	0.7316796098666716
gqa2	4	lines	base	l2_ms	25	0.0	-0.0010240000000000249	0.0009280000000000399	0.6369816342655519
gqa2	4	lines	base	ratio	25	-0.002578504249857838	-0.004501625129050835	0.001883337294868781	0.5390265409912562
gqa2	4	lines	base	notify_ms	25	5.551115123125783e-17	-0.0009920000000000484	0.0010240000000000249	0.9151941572189783
gqa2	4	lines	base	wait_ms	25	0.0	-0.0010240000000000249	0.0010239999999999694	0.49523684474059465
gqa2	4	lines	base	barrier_ms	25	-0.00022400000000000198	-0.0022079999999999878	0.0011519999999999864	0.5538647541330781
gqa2	4	lines	base	loop_ms	25	0.0	-0.0012160000000000504	0.0010240000000000249	0.8303157317821511
gqa2	4	lines	base	gap_ms	25	-0.0010239999999999694	-0.0018559999999999688	0.0007039999999999824	0.4662183647136201
gqa2	4	lines	base	closure_us	25	0.0	0.0	0.0	1.0
gqa2	4	load	base	l1_ms	25	0.0006399999999999739	-0.0010560000000000014	0.0020479999999999943	0.44292473906133184
gqa2	4	load	base	l2_ms	25	-0.0020479999999999943	-0.0020479999999999943	0.0	0.021686751145758732
gqa2	4	load	base	ratio	25	-0.003305342708544101	-0.005114623148405384	-0.0016961519928411217	0.025530902344391208
gqa2	4	load	base	notify_ms	25	-0.0008639999999999759	-0.0016959999999999753	9.60000000000405e-05	0.15310648871919483
gqa2	4	load	base	wait_ms	25	-0.0014079999999999648	-0.0030400000000000427	-0.00012799999999996148	0.03328973446423901
gqa2	4	load	base	barrier_ms	25	-5.551115123125783e-17	-0.0012800000000000034	0.002687999999999968	0.9463665018725851
gqa2	4	load	base	loop_ms	25	0.0008959999999999524	0.0	0.0020479999999999943	0.05378408886239829
gqa2	4	load	base	gap_ms	25	-0.0012479999999999714	-0.0020159999999999623	-0.0008000000000000229	0.027330396519695214
gqa2	4	load	base	closure_us	25	0.0	0.0	0.0	1.0
gqa2	4	load_lines	base	l1_ms	25	0.0007999999999999674	-0.0010239999999999694	0.0012479999999999714	0.4349645600558905
gqa2	4	load_lines	base	l2_ms	25	-0.00025599999999997847	-0.0020480000000000498	0.0	0.008510782422528907
gqa2	4	load_lines	base	ratio	25	-0.0037757538657083867	-0.006554370355713157	-0.001030239619687956	0.027358330156160657
gqa2	4	load_lines	base	notify_ms	25	0.0	-0.0018239999999999923	0.00028800000000001047	0.7209298893248642
gqa2	4	load_lines	base	wait_ms	25	-0.0010240000000000249	-0.0023360000000000047	3.199999999997649e-05	0.029253621889568163
gqa2	4	load_lines	base	barrier_ms	25	0.0009919999999999374	-0.0022079999999999322	0.0020159999999999623	0.8506035603712152
gqa2	4	load_lines	base	loop_ms	25	-9.60000000000405e-05	-0.0011840000000000184	0.0006719999999999504	0.37451458477103083
gqa2	4	load_lines	base	gap_ms	25	-0.0012800000000000034	-0.00272	-0.00038400000000005097	0.022190716370158233
gqa2	4	load_lines	base	closure_us	25	0.0	0.0	0.0	1.0
gqa2	128	lines	base	l1_ms	25	0.00019199999999996997	-0.0008639999999999759	0.0018240000000000478	0.40417406041541243
gqa2	128	lines	base	l2_ms	25	-0.0009919999999999929	-0.0010240000000000249	3.2000000000032e-05	0.003211132789090854
gqa2	128	lines	base	ratio	25	-0.0015573482832558216	-0.0037880334787332437	0.000480980102874895	0.05270896977071924
gqa2	128	lines	base	notify_ms	25	0.0	-0.0019839999999999858	0.0012480000000001379	0.617039147377345
gqa2	128	lines	base	wait_ms	25	-0.0009919999999998819	-0.0020480000000000498	3.199999999992098e-05	0.16574092776670596
gqa2	128	lines	base	barrier_ms	25	0.000128000000000017	-0.0008319999999999439	0.0022400000000000198	0.2817600773141429
gqa2	128	lines	base	loop_ms	25	0.00012799999999990597	-0.0020479999999999388	0.001024000000000136	0.6377176729737518
gqa2	128	lines	base	gap_ms	25	-0.0008960000000000079	-0.0020799999999999708	0.000128000000000017	0.03583152865342685
gqa2	128	lines	base	closure_us	25	0.0	0.0	0.0	1.0
gqa2	128	load	base	l1_ms	25	0.0022719999999999407	0.0008960000000000079	0.0032959999999999656	0.00031054357906160193
gqa2	128	load	base	l2_ms	25	-0.0019839999999999858	-0.0022720000000000518	-0.0009599999999999609	0.00019368543839153355
gqa2	128	load	base	ratio	25	-0.008665401270328887	-0.009786589177855687	-0.005046536141086522	6.0942899320213324e-05
gqa2	128	load	base	notify_ms	25	0.0008639999999999759	-0.0010240000000000249	0.0030400000000000427	0.22586280610106185
gqa2	128	load	base	wait_ms	25	-0.0030720000000000747	-0.0042880000000000695	-0.0011840000000000739	0.010580029312222874
gqa2	128	load	base	barrier_ms	25	0.0024959999999999427	0.0008639999999999759	0.0032640000000000446	0.0030774468019151434
gqa2	128	load	base	loop_ms	25	0.0	-0.0017599999999999838	0.0017920000000000158	0.8671175261917603
