step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	508	59	3	6	23	30235.10336	374063.2009	404298.3042	1	374063.2009	h
1	504	58	28	56	24	419.8411039	372408.8784	372828.7195	1	1234.610389	h
2	488	56	43	86	39	18303.76967	352870.4983	371174.268	1	352870.4983	h
3	484	55	236	89	-1	1584.633492	350052.0909	351636.7244	1	20772.62705	h
4	480	54	47	94	43	18303.76967	330513.9452	348817.7149	1	330513.9452	h
5	464	53	21	42	5	701.8129468	328577.6509	329279.4638	1	1470.922725	h
6	432	51	4	8	16	233.9436664	327109.9333	327343.877	1	0	s
7	416	50	4	8	16	237.1487946	326872.7845	327109.9333	1	1233.808977	h
8	392	47	7	14	19	18303.76967	307335.2058	325638.9755	1	307335.2058	h
9	384	45	196	9	-1	1584.633492	304516.6433	306101.2768	1	32703.96074	h
10	380	44	232	81	-1	30235.10336	273047.164	303282.2673	1	273047.164	h
11	376	43	196	9	-1	419.8411039	271392.8415	271812.6826	1	46770.07739	h
12	360	41	216	49	-1	18303.76967	251854.5904	270158.3601	1	251854.5904	h
13	356	40	192	1	-1	1584.633492	249036.183	250620.8165	1	20772.62705	h
14	352	39	212	41	-1	18303.76967	229498.0373	247801.807	1	229498.0373	h
15	336	38	192	1	-1	701.8129468	227561.743	228263.556	1	2938.978904	h
16	306	36	158	60	-1	233.9436664	226094.0254	226327.9691	1	1468.954761	h
17	290	35	154	52	-1	237.1487946	224387.9219	224859.0143	1.986484737	20771.50766	h
18	264	32	11	22	47	18303.76967	204850.3432	223154.1129	1	204850.3432	h
19	256	30	152	48	-1	1584.633492	202031.7807	203616.4142	1	78425.82305	h
20	252	29	188	120	-1	30235.10336	170562.3013	200797.4047	1	170562.3013	h
21	248	28	148	40	-1	419.8411039	168907.9789	169327.82	1	43129.28554	h
22	232	26	172	88	-1	18303.76967	149369.7278	167673.4975	1	149369.7278	h
23	228	25	144	32	-1	1584.633492	146551.3204	148135.9539	1	20772.62705	h
24	224	24	168	80	-1	18303.76967	127013.1747	145316.9444	1	127013.1747	h
25	208	23	100	73	-1	701.8129468	125076.8804	125778.6933	1	1470.022139	h
26	176	21	84	41	-1	233.9436664	123609.1628	123843.1064	1	0	s
27	160	20	84	41	-1	237.1487946	123372.014	123609.1628	1	100781.0636	h
28	136	17	132	8	-1	18303.76967	103834.4704	122138.2401	1	103834.4704	h
29	128	15	80	33	-1	1584.633492	101015.9079	102600.5414	1	32703.96074	h
30	124	14	128	0	-1	30235.10336	69546.42852	99781.53188	1	69546.42852	h
31	120	13	80	33	-1	419.8411039	67892.10603	68311.94713	1	45301.15567	h
32	104	11	112	97	-1	18303.76967	48353.85497	66657.62464	1	48353.85497	h
33	100	10	76	25	-1	1584.633492	45535.44754	47120.08104	1	20772.62705	h
34	96	9	108	89	-1	18303.76967	25997.30188	44301.07155	1	25997.30188	h
35	80	8	64	1	-1	701.8129468	24061.00754	24762.82049	1	1233.808977	h
36	48	6	48	96	-1	233.9436664	22593.2549	22827.19857	1	0	s
37	32	5	48	96	-1	237.1487946	22356.10611	22593.2549	1	20771.47261	h
38	8	2	52	104	-1	18303.76967	2818.562505	21122.33218	1	2818.562505	h
39	0	0	48	96	-1	1584.633492	0	1584.633492	1	0	-
