step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	4412	29	0	0	-1	30235.10336	293291.5264	323526.6298	1	1234.48139	h
1	4285	28	1	2	-1	419.8411039	291637.2039	292057.0451	1	1232.606859	h
2	4276	27	0	0	-1	18303.76967	272100.8274	290404.5971	1	0	q
3	4268	26	0	0	-1	18303.76967	253797.0577	272100.8274	1	1233.77393	h
4	4141	25	1	2	-1	1584.633492	250978.6503	252563.2838	1	1232.606859	h
5	4136	24	0	0	-1	18303.76967	231442.2738	249746.0435	1	1234.48139	h
6	3627	23	1	2	-1	1496.684749	227214.4229	230207.7924	2	0	q
7	3626	23	1	2	-1	1496.684749	224221.0534	227214.4229	2	1231.806577	h
8	3112	21	0	0	-1	233.9436664	222521.3595	222989.2468	2	0	q
9	3368	22	0	0	-1	233.9436664	222053.4722	222521.3595	2	520.7597691	h
10	2343	18	1	2	-1	18303.76967	202043.1988	220821.266	1.025912563	0	q
11	2337	16	1	2	-1	18303.76967	183502.2803	202043.1988	1.012956282	0	q
12	2341	17	1	2	-1	18303.76967	165198.5106	183502.2803	1	1234.141593	h
13	2208	15	0	0	-1	1584.633492	162379.7355	163964.369	1	1232.606859	h
14	2205	14	1	2	-1	30235.10336	130912.0253	161147.1287	1	1234.48139	h
15	2076	13	0	0	-1	419.8411039	129257.7028	129677.5439	1	1232.606859	h
16	2069	12	1	2	-1	18303.76967	109721.3263	128025.096	1	0	q
17	2061	11	1	2	-1	18303.76967	91417.55661	109721.3263	1	1233.77393	h
18	1932	10	0	0	-1	1584.633492	88599.14919	90183.78268	1	1232.606859	h
19	1929	9	1	2	-1	18303.76967	69062.77266	87366.54233	1	1234.48139	h
20	1417	8	0	0	-1	1496.684749	64834.92177	67828.29127	2	0	q
21	1416	8	0	0	-1	1496.684749	61841.55228	64834.92177	2	1232.139193	h
22	905	6	1	2	-1	233.9436664	60141.85837	60609.7457	2	0	q
23	1161	7	1	2	-1	233.9436664	59673.97103	60141.85837	2	520.9260771	h
24	134	3	0	0	-1	18303.76967	39663.69762	58441.76488	1.025912563	0	q
25	128	1	0	0	-1	18303.76967	21122.77915	39663.69762	1.012956282	0	q
26	132	2	0	0	-1	18303.76967	2819.009483	21122.77915	1	1234.375991	h
27	1	0	1	2	-1	1584.633492	0	1584.633492	1	0	-
