step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	4412	29	3	6	3	30235.10336	188264.0483	218499.1517	1	1234.48139	h
1	4284	28	12	24	12	419.8411039	186609.7258	187029.5669	1	1232.606859	h
2	4268	26	27	54	27	18303.76967	167073.3493	185377.1189	1	1233.77393	h
3	4140	25	0	0	-1	1584.633492	164254.9418	165839.5753	1	20770.85342	h
4	4136	24	59	118	59	18303.76967	144718.5698	163022.3395	1	1234.48139	h
5	3752	23	0	0	-1	1496.684749	140490.7189	143484.0884	2	0	q
6	3624	23	0	0	-1	1496.684749	137497.3494	140490.7189	2	4062.098267	h
7	3520	22	244	105	-1	233.9436664	136031.5992	136265.5428	1	0	q
8	3464	22	244	105	-1	233.9436664	135797.6555	136031.5992	1	0	q
9	3400	22	244	105	-1	233.9436664	135563.7119	135797.6555	1	0	q
10	3334	21	244	105	-1	233.9436664	135329.7682	135563.7119	1	0	q
11	3270	21	244	105	-1	233.9436664	135095.8245	135329.7682	1	0	q
12	3206	21	244	105	-1	233.9436664	134861.8809	135095.8245	1	0	q
13	3142	21	244	105	-1	233.9436664	134627.9372	134861.8809	1	0	q
14	3122	21	244	105	-1	233.9436664	134391.3202	134627.9372	1.011427251	0	q
15	2800	19	244	105	-1	237.1487946	133917.0226	134391.3202	2	0	q
16	2672	19	244	105	-1	237.1487946	133442.725	133917.0226	2	0	q
17	2588	19	244	105	-1	237.1487946	132968.4274	133442.725	2	0	q
18	2400	19	244	105	-1	237.1487946	132496.8032	132968.4274	1.988727191	100096.419	h
19	2336	16	47	94	47	18303.76967	112963.5007	131267.2703	1	112963.5007	h
20	2208	15	64	1	-1	1584.633492	110144.7256	111729.3591	1	32702.18265	h
21	2204	14	7	14	7	30235.10336	78677.02433	108912.1277	1	78677.02433	h
22	2076	13	28	56	28	419.8411039	77022.70183	77442.54294	1	1232.606859	h
23	2060	11	43	86	43	18303.76967	57486.3253	75790.09497	1	57486.3253	h
24	1932	10	64	1	-1	1584.633492	54667.91788	56252.55137	1	20770.84896	h
25	1928	9	63	126	63	18303.76967	35131.55031	53435.31998	1	35131.55031	h
26	1864	8	64	1	-1	1496.684749	32400.38417	33897.06892	1	0	q
27	1736	8	64	1	-1	1496.684749	29407.01468	32400.38417	2	0	q
28	1416	8	64	1	-1	1496.684749	26413.64518	29407.01468	2	1231.80771	h
29	1237	7	65	3	-1	233.9436664	24947.8938	25181.83747	1	0	q
30	1033	6	65	3	-1	233.9436664	24713.95014	24947.8938	1	0	q
31	907	6	65	3	-1	233.9436664	24251.94127	24713.95014	1.974872322	0	q
32	525	4	65	3	-1	237.1487946	23777.64368	24251.94127	2	0	q
33	205	4	65	3	-1	237.1487946	23303.34609	23777.64368	2	0	q
34	777	5	65	3	-1	237.1487946	22829.0485	23303.34609	2	0	q
35	651	5	65	3	-1	237.1487946	22354.75091	22829.0485	2	20770.11742	h
36	132	2	11	22	11	18303.76967	2818.775085	21122.54476	1	2818.775085	h
37	0	0	64	1	-1	1584.633492	0	1584.633492	1	0	-
