step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	11916	59	0	0	-1	30235.10336	416091.0406	446326.144	1	1234.48139	h
1	11789	58	1	2	-1	419.8411039	414436.7181	414856.5592	1	1232.606859	h
2	11772	56	0	0	-1	18303.76967	394900.3416	413204.1112	1	1233.77393	h
3	11645	55	1	2	-1	1584.633492	392081.9341	393666.5676	1	1232.606859	h
4	11640	54	0	0	-1	18303.76967	372545.5576	390849.3273	1	1234.48139	h
5	11385	53	1	2	-1	1496.684749	368317.7067	371311.0762	2	0	q
6	11129	53	1	2	-1	1496.684749	365324.3372	368317.7067	2	5942.733455	h
7	10960	52	233	83	-1	233.9436664	363858.587	364092.5307	1	0	q
8	10931	52	233	83	-1	233.9436664	363624.6433	363858.587	1	0	q
9	10895	52	233	83	-1	233.9436664	363390.6997	363624.6433	1	0	q
10	10849	52	233	83	-1	233.9436664	363156.756	363390.6997	1	0	q
11	10803	52	233	83	-1	233.9436664	362922.8123	363156.756	1	0	q
12	10757	52	233	83	-1	233.9436664	362688.8687	362922.8123	1	0	q
13	10697	52	233	83	-1	233.9436664	362454.925	362688.8687	1	0	q
14	10638	52	233	83	-1	233.9436664	362220.9813	362454.925	1	0	q
15	10579	51	233	83	-1	233.9436664	361987.0377	362220.9813	1	0	q
16	10503	51	233	83	-1	233.9436664	361753.094	361987.0377	1	0	q
17	10399	51	233	83	-1	233.9436664	361519.1503	361753.094	1	0	q
18	10295	51	233	83	-1	233.9436664	361285.2067	361519.1503	1	0	q
19	10191	51	233	83	-1	233.9436664	361051.263	361285.2067	1	0	q
20	9572	49	233	83	-1	237.1487946	360814.1142	361051.263	1	0	q
21	9464	49	233	83	-1	237.1487946	360576.9654	360814.1142	1	0	q
22	9356	49	233	83	-1	237.1487946	360339.8166	360576.9654	1	0	q
23	9248	49	233	83	-1	237.1487946	360102.6678	360339.8166	1	0	q
24	9140	49	233	83	-1	237.1487946	359865.519	360102.6678	1	0	q
25	10056	50	233	83	-1	237.1487946	359628.3702	359865.519	1	0	q
26	9948	50	233	83	-1	237.1487946	359154.0726	359628.3702	2	0	q
27	9840	50	233	83	-1	237.1487946	358679.775	359154.0726	2	103687.5905	h
28	9072	47	209	35	-1	18303.76967	339144.1965	357447.9662	1	2818.562505	h
29	9048	45	85	43	-1	1584.633492	336325.634	337910.2675	1	0	q
30	8943	45	85	43	-1	1584.633492	334741.0005	336325.634	1	33122.02822	h
31	8936	44	0	0	-1	30235.10336	303273.2948	333508.3982	1	84907.65638	h
32	8808	43	65	3	-1	419.8411039	301199.1312	302038.8134	2	20770.14596	h
33	8792	41	193	3	-1	18303.76967	281662.7592	299966.5289	1	26670.57462	h
34	8772	40	65	3	-1	1584.633492	278844.3518	280428.9852	1	0	q
35	8664	40	65	3	-1	1584.633492	277259.7183	278844.3518	1	20770.84896	h
36	8660	39	144	32	-1	18303.76967	257723.3507	276027.1204	1	2731.166139	h
37	8643	38	65	3	-1	1496.684749	254992.1846	256488.8693	1	0	q
38	8272	38	65	3	-1	1496.684749	251998.8151	254992.1846	2	0	q
39	8148	38	65	3	-1	1496.684749	249005.4456	251998.8151	2	1231.80771	h
40	8115	37	66	5	-1	233.9436664	247539.6942	247773.6379	1	0	q
41	7991	37	66	5	-1	233.9436664	247305.7505	247539.6942	1	0	q
42	7680	37	66	5	-1	233.9436664	246837.8632	247305.7505	2	0	q
43	7588	36	66	5	-1	233.9436664	246369.9759	246837.8632	2	0	q
44	7245	36	66	5	-1	233.9436664	245902.0885	246369.9759	2	0	q
45	7153	36	66	5	-1	233.9436664	245434.2012	245902.0885	2	0	q
46	6393	34	66	5	-1	237.1487946	244959.9036	245434.2012	2	0	q
47	6145	34	66	5	-1	237.1487946	244485.606	244959.9036	2	0	q
48	6921	35	66	5	-1	237.1487946	244011.3084	244485.606	2	0	q
49	6673	35	66	5	-1	237.1487946	243537.0108	244011.3084	2	20769.50753	h
50	6092	32	132	8	-1	18303.76967	224001.4323	242305.202	1	2818.562505	h
51	5960	30	65	3	-1	1584.633492	219598.2363	222767.5033	2	33122.15275	h
52	5957	29	0	0	-1	30235.10336	188130.5351	218365.6384	1	22844.44306	h
53	5955	28	4	8	-1	419.8411039	186476.0836	186895.9247	1	0	q
54	5831	28	4	8	-1	419.8411039	186056.2425	186476.0836	1	20770.15046	h
55	5812	26	49	98	-1	18303.76967	166519.8659	184823.6356	1	1233.77393	h
56	5684	25	0	0	-1	1584.633492	163701.4585	165286.092	1	20770.85342	h
57	5680	24	45	90	-1	18303.76967	144165.0865	162468.8562	1	1234.48139	h
58	5300	23	4	8	-1	1496.684749	139937.2356	142930.6051	2	0	q
59	5172	23	4	8	-1	1496.684749	136943.8661	139937.2356	2	1231.80771	h
60	5040	22	0	0	-1	233.9436664	135478.1147	135712.0584	1	0	q
61	4528	21	0	0	-1	233.9436664	135244.1711	135478.1147	1	0	q
62	4272	21	0	0	-1	233.9436664	135010.2274	135244.1711	1	0	q
63	4144	21	0	0	-1	233.9436664	134776.2837	135010.2274	1	0	q
64	3504	19	0	0	-1	237.1487946	134314.8066	134776.2837	1.94593895	0	q
65	3376	19	0	0	-1	237.1487946	133840.5091	134314.8066	2	0	q
66	3120	19	0	0	-1	237.1487946	133366.2115	133840.5091	2	0	q
67	4016	20	0	0	-1	237.1487946	132891.9139	133366.2115	2	0	q
68	3760	20	0	0	-1	237.1487946	132417.6163	132891.9139	2	0	q
69	3632	20	0	0	-1	237.1487946	131943.3187	132417.6163	2	20769.55267	h
70	3112	17	33	66	-1	18303.76967	112407.7413	130711.511	1	1233.975285	h
71	2980	15	0	0	-1	1584.633492	109589.1325	111173.766	1	32702.18265	h
72	2976	14	128	0	-1	30235.10336	78121.43129	108356.5346	1	44779.95987	h
73	2848	13	0	0	-1	419.8411039	76467.10879	76886.9499	1	20770.15046	h
74	2832	11	17	34	-1	18303.76967	56930.73226	75234.50193	1	1233.77393	h
75	2704	10	0	0	-1	1584.633492	54112.32484	55696.95833	1	20770.85342	h
76	2700	9	13	26	-1	18303.76967	34575.95281	52879.72248	1	1234.48139	h
77	2444	8	128	0	-1	1496.684749	30348.10192	33341.47142	2	0	q
78	2316	8	128	0	-1	1496.684749	27354.73242	30348.10192	2	2180.401756	h
79	2060	7	0	0	-1	233.9436664	25888.98218	26122.92585	1	0	q
80	1548	6	0	0	-1	233.9436664	25655.03851	25888.98218	1	0	q
81	1292	6	0	0	-1	233.9436664	25421.09485	25655.03851	1	0	q
82	1164	6	0	0	-1	233.9436664	25187.15118	25421.09485	1	0	q
83	524	4	0	0	-1	237.1487946	24725.6741	25187.15118	1.94593895	0	q
84	396	4	0	0	-1	237.1487946	24251.37651	24725.6741	2	0	q
85	140	4	0	0	-1	237.1487946	23777.07893	24251.37651	2	0	q
86	1036	5	0	0	-1	237.1487946	23302.78134	23777.07893	2	0	q
87	780	5	0	0	-1	237.1487946	22828.48375	23302.78134	2	0	q
88	652	5	0	0	-1	237.1487946	22354.18616	22828.48375	2	20769.55267	h
89	132	2	1	2	-1	18303.76967	2818.608777	21122.37845	1	1233.975285	h
90	0	0	0	0	-1	1584.633492	0	1584.633492	1	0	-
