step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	2768	59	0	-1	-1	485456.7466	4426590.102	4912046.849	1	582029.4731	h
1	2764	58	223	-1	-1	6546.930886	4418809.781	4425356.712	1	430995.4842	h
2	2708	57	226	-1	-1	143253.6676	4274321.632	4417575.299	1	0	q
3	2678	57	226	-1	-1	143253.6676	4131067.964	4274321.632	1	0	q
4	2647	56	226	-1	-1	143253.6676	3987814.296	4131067.964	1	0	q
5	2616	56	226	-1	-1	143253.6676	3844560.629	3987814.296	1	0	q
6	2569	56	226	-1	-1	143253.6676	3701306.961	3844560.629	1	150245.0072	h
7	2536	55	192	-1	-1	3291.274528	3696783.406	3700074.681	1	145721.4519	h
8	2504	54	193	-1	-1	143253.6676	3552295.362	3695549.03	1	1233.408271	h
9	2468	53	192	-1	-1	835.6983641	3550226.256	3551061.954	1	0	q
10	2404	53	192	-1	-1	835.6983641	3549390.557	3550226.256	1	2694.016008	h
11	2313	51	161	-1	-1	254.5414229	3547903.414	3548157.955	1	1206.872225	h
12	2281	50	110	-1	-1	262.8959903	3546167.899	3546683.017	1.959399883	1081747.002	h
13	2136	47	146	-1	-1	143253.6676	3401684.475	3544938.143	1	500230.3618	h
14	2100	45	105	-1	-1	3291.274528	3397160.038	3400451.313	1	932734.8835	h
15	2068	44	161	-1	-1	485456.7466	2910468.916	3395925.663	1	9014.802759	h
16	2064	43	101	-1	-1	6546.930886	2902688.595	2909235.525	1	438266.5687	h
17	1967	42	129	-1	-1	143253.6676	2758200.446	2901454.113	1	0	q
18	1840	41	129	-1	-1	143253.6676	2614946.778	2758200.446	1	5757.931292	h
19	1836	40	97	-1	-1	3291.274528	2610423.223	2613714.497	1	145999.8494	h
20	1804	39	129	-1	-1	143253.6676	2465935.179	2609188.847	1	1503.464788	h
21	1755	38	175	-1	-1	835.6983641	2463866.09	2464701.789	1	143269.0848	h
22	1531	34	128	-1	-1	262.8959903	2462105.287	2462631.079	2	1232.606859	h
23	1435	31	0	-1	0	143253.6676	2174365.345	2460872.68	2	1729010.138	h
24	1400	30	32	-1	-1	3291.274528	2169840.909	2173132.183	1	783445.5413	h
25	1368	29	97	-1	-1	485456.7466	1683149.786	2168606.533	1	9014.802759	h
26	1364	28	36	-1	-1	6546.930886	1675369.465	1681916.396	1	437986.8059	h
27	1268	27	64	-1	-1	143253.6676	1530881.316	1674134.983	1	0	q
28	1140	26	64	-1	-1	143253.6676	1387627.648	1530881.316	1	5757.931292	h
29	1136	25	32	-1	-1	3291.274528	1383104.093	1386395.367	1	145721.4341	h
30	1104	24	64	-1	-1	143253.6676	1238616.049	1381869.717	1	1233.390482	h
31	976	23	5	-1	-1	835.6983641	1236546.96	1237382.659	1	1234.4718	h
32	927	21	20	-1	-1	254.5414229	1235059.812	1235314.354	1	1222.032987	h
33	895	20	19	-1	-1	262.8959903	1233322.677	1233837.779	1.959336141	1229.772983	h
34	736	17	4	-1	-1	143253.6676	1088839.237	1232092.905	1	1233.161953	h
35	700	15	1	-1	-1	3291.274528	1084314.8	1087606.075	1	487924.5131	h
36	668	14	32	-1	-1	485456.7466	597623.6778	1083080.424	1	9014.802759	h
37	664	13	1	-1	-1	6546.930886	589843.3565	596390.2874	1	1234.48139	h
38	569	12	2	-1	-1	143253.6676	445355.2075	588608.8751	1	0	q
39	442	11	2	-1	-1	143253.6676	302101.5399	445355.2075	1	1232.285934	h
40	436	10	0	-1	-1	3291.274528	297577.9795	300869.254	1	1234.375991	h
41	405	9	1	-1	-1	143253.6676	153089.9359	296343.6035	1	1233.408271	h
42	276	8	0	-1	-1	835.6983641	151020.8292	151856.5276	1	1232.606859	h
43	213	6	1	-1	-1	254.5414229	149530.8516	149788.2224	1.011115585	0	s
44	181	5	1	-1	-1	262.8959903	149007.889	149530.8516	1.989237657	1229.772983	h
45	36	2	0	-1	-1	143253.6676	4524.448402	147778.116	1	1233.173873	h
46	1	0	1	-1	-1	3291.274528	0	3291.274528	1	0	-
