step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	4412	29	0	0	-1	30235.10336	184885.359	215120.4624	1	1234.48139	h
1	4285	28	1	2	-1	419.8411039	183231.0366	183650.8777	1	1232.606859	h
2	4268	26	0	0	-1	18303.76967	163694.66	181998.4297	1	1233.77393	h
3	4141	25	1	2	-1	1584.633492	160876.2526	162460.8861	1	1232.606859	h
4	4136	24	0	0	-1	18303.76967	141339.8761	159643.6457	1	1234.48139	h
5	3753	23	1	2	-1	1496.684749	137112.0252	140105.3947	2	0	q
6	3625	23	1	2	-1	1496.684749	134118.6557	137112.0252	2	1237.021896	h
7	3240	21	0	0	-1	233.9436664	132421.6374	132886.8491	1.988563077	0	q
8	3112	21	0	0	-1	233.9436664	131953.75	132421.6374	2	0	q
9	2472	19	0	0	-1	237.1487946	131479.4524	131953.75	2	0	q
10	2984	20	0	0	-1	237.1487946	131005.1549	131479.4524	2	0	q
11	2856	20	0	0	-1	237.1487946	130530.8573	131005.1549	2	1232.208416	h
12	2341	17	1	2	-1	18303.76967	110994.8792	129298.6489	1	1234.141593	h
13	2208	15	0	0	-1	1584.633492	108176.1041	109760.7376	1	1232.606859	h
14	2205	14	1	2	-1	30235.10336	76708.39388	106943.4972	1	1234.48139	h
15	2076	13	0	0	-1	419.8411039	75054.07138	75473.91249	1	1232.606859	h
16	2061	11	1	2	-1	18303.76967	55517.69485	73821.46452	1	1233.77393	h
17	1932	10	0	0	-1	1584.633492	52699.28743	54283.92092	1	1232.606859	h
18	1929	9	1	2	-1	18303.76967	33162.9109	51466.68057	1	1234.48139	h
19	1672	8	128	0	-1	1496.684749	28935.06001	31928.42951	2	0	q
20	1544	8	128	0	-1	1496.684749	25941.69052	28935.06001	2	1233.485075	h
21	1289	7	129	2	-1	233.9436664	24245.19839	24709.88394	1.986313848	0	q
22	1161	7	129	2	-1	233.9436664	23777.31106	24245.19839	2	0	q
23	521	4	129	2	-1	237.1487946	23303.01347	23777.31106	2	0	q
24	393	4	129	2	-1	237.1487946	22828.71588	23303.01347	2	0	q
25	137	4	129	2	-1	237.1487946	22354.41829	22828.71588	2	22354.41829	h
26	128	1	2	4	-1	18303.76967	2818.843175	21122.61285	1	1234.209683	h
27	0	0	0	0	-1	1584.633492	0	1584.633492	1	0	-
