step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	508	59	252	121	-1	30235.10336	377534.0563	407769.1597	1	174266.6645	h
1	504	58	248	113	-1	419.8411039	375879.7338	376299.5749	1	204081.9267	h
2	488	56	232	81	-1	18303.76967	356341.4828	374645.2525	1	186197.9982	h
3	484	55	228	73	-1	1584.633492	353523.0754	355107.7089	1	202917.1344	h
4	480	54	224	65	-1	18303.76967	333984.9297	352288.6994	1	186197.9982	h
5	464	53	208	33	-1	701.8129468	332048.6354	332750.4483	1	203799.9549	h
6	439	51	199	15	-1	233.9436664	330580.9178	330814.8614	1	204267.8242	h
7	423	50	151	46	-1	237.1487946	329108.7579	329345.9067	1	204264.619	h
8	392	47	132	8	-1	18303.76967	309571.2143	327874.9839	1	186197.9982	h
9	384	45	128	0	-1	1584.633492	306752.6518	308337.2853	1	202917.1344	h
10	380	44	124	121	-1	30235.10336	275283.1724	305518.2758	1	174266.6645	h
11	376	43	120	113	-1	419.8411039	273628.8499	274048.691	1	204081.9267	h
12	360	41	104	81	-1	18303.76967	254090.5989	272394.3685	1	186197.9982	h
13	356	40	100	73	-1	1584.633492	251272.1914	252856.8249	1	202917.1344	h
14	352	39	96	65	-1	18303.76967	231734.0458	250037.8154	1	186197.9982	h
15	336	38	80	33	-1	701.8129468	229797.7514	230499.5644	1	203799.9549	h
16	311	36	71	15	-1	233.9436664	228330.0338	228563.9775	1	204267.8242	h
17	295	35	23	46	-1	237.1487946	226857.874	227095.0227	1	204264.619	h
18	264	32	4	8	-1	18303.76967	207320.3303	225624.1	1	186197.9982	h
19	256	30	0	0	-1	1584.633492	204501.7678	206086.4013	1	202917.1344	h
20	252	29	252	121	-1	30235.10336	173032.2885	203267.3919	1	173032.2885	h
21	248	28	248	113	-1	419.8411039	171377.966	171797.8071	1	171377.966	h
22	232	26	232	81	-1	18303.76967	151839.7149	170143.4846	1	151839.7149	h
23	228	25	228	73	-1	1584.633492	149021.3075	150605.941	1	149021.3075	h
24	224	24	224	65	-1	18303.76967	129483.1619	147786.9315	1	129483.1619	h
25	208	23	208	33	-1	701.8129468	127546.8675	128248.6805	1	127546.8675	h
26	183	21	199	15	-1	233.9436664	126079.1499	126313.0936	1	126079.1499	h
27	167	20	151	46	-1	237.1487946	124606.99	124844.1388	1	124606.99	h
28	136	17	132	8	-1	18303.76967	105069.4464	123373.2161	1	105069.4464	h
29	128	15	128	0	-1	1584.633492	102250.8839	103835.5174	1	102250.8839	h
30	124	14	124	121	-1	30235.10336	70781.40457	101016.5079	1	70781.40457	h
31	120	13	120	113	-1	419.8411039	69127.08208	69546.92318	1	69127.08208	h
32	104	11	104	81	-1	18303.76967	49588.83101	67892.60069	1	49588.83101	h
33	100	10	100	73	-1	1584.633492	46770.42359	48355.05708	1	46770.42359	h
34	96	9	96	65	-1	18303.76967	27232.27793	45536.0476	1	27232.27793	h
35	80	8	80	33	-1	701.8129468	25295.98359	25997.79654	1	25295.98359	h
36	55	6	71	15	-1	233.9436664	23828.266	24062.20966	1	23828.266	h
37	39	5	23	46	-1	237.1487946	22356.10611	22593.2549	1	22356.10611	h
38	8	2	4	8	-1	18303.76967	2818.562505	21122.33218	1	2818.562505	h
39	0	0	0	0	-1	1584.633492	0	1584.633492	1	0	-
