step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	47904	59	0	-1	-1	485456.0422	4274593.116	4760049.159	1	1233.390482	h
1	47777	58	1	-1	-1	6546.922632	4266812.803	4273359.726	1	1232.606859	h
2	47680	57	0	-1	-1	143253.4663	4122326.73	4265580.196	1	0	q
3	47552	56	0	-1	-1	143253.4663	3979073.264	4122326.73	1	1232.285934	h
4	47425	55	1	-1	-1	3291.27217	3974549.706	3977840.978	1	1232.606859	h
5	47392	54	0	-1	-1	143253.4663	3830063.632	3973317.099	1	1233.408271	h
6	47265	53	1	-1	-1	2907.627703	3825922.596	3828830.224	1	0	q
7	47137	53	1	-1	-1	2907.627703	3823014.969	3825922.596	1	0	q
8	46881	53	1	-1	-1	2907.627703	3820107.341	3823014.969	1	0	q
9	46753	53	1	-1	-1	2907.627703	3817199.713	3820107.341	1	0	q
10	46497	53	1	-1	-1	2907.627703	3814292.086	3817199.713	1	0	q
11	46369	53	1	-1	-1	2907.627703	3811384.458	3814292.086	1	0	q
12	46113	53	1	-1	-1	2907.627703	3808476.83	3811384.458	1	0	q
13	45985	53	1	-1	-1	2907.627703	3805569.203	3808476.83	1	0	q
14	45729	53	1	-1	-1	2907.627703	3802661.575	3805569.203	1	0	q
15	45601	53	1	-1	-1	2907.627703	3799753.947	3802661.575	1	0	q
16	45345	53	1	-1	-1	2907.627703	3796846.319	3799753.947	1	0	q
17	45217	53	1	-1	-1	2907.627703	3793938.692	3796846.319	1	0	q
18	44961	53	1	-1	-1	2907.627703	3788123.436	3793938.692	2	0	q
19	44833	53	1	-1	-1	2907.627703	3782308.181	3788123.436	2	0	q
20	44577	53	1	-1	-1	2907.627703	3776492.926	3782308.181	2	0	q
21	44449	53	1	-1	-1	2907.627703	3770677.67	3776492.926	2	0	q
22	44193	53	1	-1	-1	2907.627703	3764862.415	3770677.67	2	0	q
23	44065	53	1	-1	-1	2907.627703	3759047.159	3764862.415	2	0	q
24	43809	53	1	-1	-1	2907.627703	3753231.904	3759047.159	2	0	q
25	43681	53	1	-1	-1	2907.627703	3747416.648	3753231.904	2	0	q
26	43425	53	1	-1	-1	2907.627703	3741601.393	3747416.648	2	0	q
27	43297	53	1	-1	-1	2907.627703	3735786.138	3741601.393	2	1230.6063	h
28	42912	52	0	-1	-1	254.5413738	3734046.449	3734555.531	2	0	q
29	42784	52	0	-1	-1	254.5413738	3733537.366	3734046.449	2	0	q
30	42400	52	0	-1	-1	254.5413738	3733028.283	3733537.366	2	0	q
31	42272	52	0	-1	-1	254.5413738	3732519.2	3733028.283	2	0	q
32	41888	51	0	-1	-1	254.5413738	3732010.118	3732519.2	2	0	q
33	41760	51	0	-1	-1	254.5413738	3731501.035	3732010.118	2	0	q
34	41376	51	0	-1	-1	254.5413738	3730991.952	3731501.035	2	0	q
35	41248	51	0	-1	-1	254.5413738	3730482.869	3730991.952	2	0	q
36	39968	49	0	-1	-1	262.8959288	3729957.078	3730482.869	2	0	q
37	39712	49	0	-1	-1	262.8959288	3729431.286	3729957.078	2	0	q
38	39456	49	0	-1	-1	262.8959288	3728905.494	3729431.286	2	0	q
39	39200	49	0	-1	-1	262.8959288	3728379.702	3728905.494	2	0	q
40	38944	49	0	-1	-1	262.8959288	3727853.91	3728379.702	2	0	q
41	38688	49	0	-1	-1	262.8959288	3727328.118	3727853.91	2	0	q
42	38432	49	0	-1	-1	262.8959288	3726802.326	3727328.118	2	0	q
43	38176	49	0	-1	-1	262.8959288	3726276.535	3726802.326	2	0	q
