step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	47904	59	160	-1	-1	485456.0422	11572153.64	12057609.68	1	1233.408271	h
1	47873	58	161	-1	-1	6546.922632	11564373.31	11570920.23	1	0	q
2	47841	58	161	-1	-1	6546.922632	11557826.38	11564373.31	1	0	q
3	47809	58	161	-1	-1	6546.922632	11551279.46	11557826.38	1	0	q
4	47777	58	161	-1	-1	6546.922632	11544732.54	11551279.46	1	3296062.328	h
5	47736	57	248	-1	-1	143253.4663	11400246.47	11543499.94	1	0	q
6	47728	57	248	-1	-1	143253.4663	11256993	11400246.47	1	0	q
7	47720	57	248	-1	-1	143253.4663	11113739.54	11256993	1	0	q
8	47712	57	248	-1	-1	143253.4663	10970486.07	11113739.54	1	0	q
9	47704	57	248	-1	-1	143253.4663	10827232.61	10970486.07	1	0	q
10	47696	57	248	-1	-1	143253.4663	10683979.14	10827232.61	1	0	q
11	47688	57	248	-1	-1	143253.4663	10540725.67	10683979.14	1	0	q
12	47680	57	248	-1	-1	143253.4663	10397472.21	10540725.67	1	0	q
13	47672	57	248	-1	-1	143253.4663	10254218.74	10397472.21	1	0	q
14	47664	57	248	-1	-1	143253.4663	10110965.27	10254218.74	1	0	q
15	47656	56	248	-1	-1	143253.4663	9967711.808	10110965.27	1	0	q
16	47648	56	248	-1	-1	143253.4663	9824458.341	9967711.808	1	0	q
17	47640	56	248	-1	-1	143253.4663	9681204.875	9824458.341	1	0	q
18	47632	56	248	-1	-1	143253.4663	9537951.409	9681204.875	1	0	q
19	47624	56	248	-1	-1	143253.4663	9394697.942	9537951.409	1	0	q
20	47616	56	248	-1	-1	143253.4663	9251444.476	9394697.942	1	0	q
21	47608	56	248	-1	-1	143253.4663	9108191.01	9251444.476	1	0	q
22	47600	56	248	-1	-1	143253.4663	8964937.543	9108191.01	1	0	q
23	47592	56	248	-1	-1	143253.4663	8821684.077	8964937.543	1	0	q
24	47584	56	248	-1	-1	143253.4663	8678430.611	8821684.077	1	0	q
25	47576	56	248	-1	-1	143253.4663	8535177.144	8678430.611	1	0	q
26	47568	56	248	-1	-1	143253.4663	8391923.678	8535177.144	1	0	q
27	47560	56	248	-1	-1	143253.4663	8248670.212	8391923.678	1	0	q
28	47552	56	248	-1	-1	143253.4663	8105416.745	8248670.212	1	1232.345979	h
29	47545	55	249	-1	-1	3291.27217	8100893.127	8104184.399	1	0	q
30	47537	55	249	-1	-1	3291.27217	8097601.855	8100893.127	1	0	q
31	47529	55	249	-1	-1	3291.27217	8094310.583	8097601.855	1	0	q
32	47521	55	249	-1	-1	3291.27217	8091019.311	8094310.583	1	0	q
33	47513	55	249	-1	-1	3291.27217	8087728.038	8091019.311	1	0	q
34	47505	55	249	-1	-1	3291.27217	8084436.766	8087728.038	1	0	q
35	47497	55	249	-1	-1	3291.27217	8081145.494	8084436.766	1	0	q
36	47489	55	249	-1	-1	3291.27217	8077854.222	8081145.494	1	0	q
37	47481	55	249	-1	-1	3291.27217	8074562.95	8077854.222	1	0	q
