candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x64s2split8kappa1r1	legacy_grid_stride	ok	893610	102580	893610	1.55732e+06	128	1
32x16x64s2split8kappa1r1	rotate	ok	893610	102580	893610	1.55732e+06	128	1
32x16x64s2split8kappa1r1	wavefront	ok	893610	102580	893610	1.54249e+06	128	1
32x16x64s2split8kappa1r1	eft	ok	896200	102580	896200	1.62661e+06	128	1
32x16x64s2split8kappa1r1	chain	ok	901549	102580	893412	1.63354e+06	128	1
32x16x64s2split8kappa1r1	balanced	ok	6.87586e+06	102580	1.03028e+06	1.12227e+07	128	1
32x16x64s2split8kappa1r2	eft	ok	499514	119267	499514	972242	256	1
32x16x64s2split8kappa1r2	wavefront	ok	501821	119267	498539	941133	256	1
32x16x64s2split8kappa1r2	legacy_grid_stride	ok	508758	119267	505476	975484	256	1
32x16x64s2split8kappa1r2	rotate	ok	508758	119267	480762	979190	256	1
32x16x64s2split8kappa1r2	chain	ok	519336	119267	484984	1.00346e+06	256	1
32x16x64s2split8kappa1r2	balanced	ok	4.68702e+06	119267	630032	7.60893e+06	256	1
32x16x64s2split8kappa1r3	eft	ok	382614	137639	370201	748110	384	1
32x16x64s2split8kappa1r3	rotate	ok	398814	137639	350003	762759	384	1
32x16x64s2split8kappa1r3	chain	ok	406943	137639	366420	781283	384	1
32x16x64s2split8kappa1r3	wavefront	ok	410818	137639	410818	798571	384	1
32x16x64s2split8kappa1r3	legacy_grid_stride	ok	456979	137639	456979	869685	384	1
32x16x64s2split8kappa1r3	balanced	ok	4.59314e+06	137639	571602	7.04699e+06	384	1
32x16x64s2split8kappa1r4	eft	ok	326604	156011	326553	626931	512	1
32x16x64s2split8kappa1r4	wavefront	ok	326655	156011	316809	629743	512	1
32x16x64s2split8kappa1r4	chain	ok	351252	156011	295426	667339	512	1
32x16x64s2split8kappa1r4	legacy_grid_stride	ok	357927	156011	348081	706196	512	1
32x16x64s2split8kappa1r4	rotate	ok	357927	156011	290308	738132	512	1
32x16x64s2split8kappa1r4	balanced	ok	4.6268e+06	156011	733089	7.02922e+06	512	1
32x16x64s2split8kappa1r5	eft	ok	304944	174383	302713	597683	640	1
32x16x64s2split8kappa1r5	rotate	ok	319159	174383	250017	668198	640	1
32x16x64s2split8kappa1r5	wavefront	ok	330202	174383	317894	650166	640	1
