model	seq	k	index	candidate	simulated	predicted_ns	batch_us
gqa2	4	1	0	wavefront	1	203238.607687	275.858
gqa2	4	1	1	rotate	1	203268.55233	275.858
gqa2	4	1	2	balanced	0	206712.317084	275.858
gqa2	4	1	3	legacy_grid_stride	0	290581.654673	275.858
gqa2	4	1	4	band	0	290581.654673	275.858
gqa2	4	2	0	wavefront	1	203238.607687	257.653
gqa2	4	2	1	rotate	1	203268.55233	257.653
gqa2	4	2	2	balanced	0	206712.317084	257.653
gqa2	4	2	3	legacy_grid_stride	0	290581.654673	257.653
gqa2	4	2	4	band	0	290581.654673	257.653
gqa2	4	3	0	wavefront	1	203238.607687	379.082
gqa2	4	3	1	rotate	1	203268.55233	379.082
gqa2	4	3	2	balanced	1	380411.952456	379.082
gqa2	4	3	3	legacy_grid_stride	0	290581.654673	379.082
gqa2	4	3	4	band	0	290581.654673	379.082
gqa2	4	4	0	wavefront	1	203238.607687	585.465
gqa2	4	4	1	rotate	1	203268.55233	585.465
gqa2	4	4	2	legacy_grid_stride	1	310616.518877	585.465
gqa2	4	4	3	band	1	310616.518877	585.465
gqa2	4	4	4	balanced	1	380411.952456	585.465
gqa2	4	5	0	wavefront	1	203238.607687	565.592
gqa2	4	5	1	rotate	1	203268.55233	565.592
gqa2	4	5	2	legacy_grid_stride	1	310616.518877	565.592
gqa2	4	5	3	band	1	310616.518877	565.592
gqa2	4	5	4	balanced	1	380411.952456	565.592
gqa2	128	1	0	rotate	1	215126.634251	7494.836
gqa2	128	1	1	balanced	1	325911.33708	7494.836
gqa2	128	1	2	wavefront	0	185816.447345	7494.836
gqa2	128	1	3	legacy_grid_stride	0	295639.065365	7494.836
gqa2	128	1	4	band	0	295639.065365	7494.836
gqa2	128	2	0	rotate	1	215126.634251	7074.125
gqa2	128	2	1	balanced	1	325911.33708	7074.125
gqa2	128	2	2	wavefront	0	185816.447345	7074.125
gqa2	128	2	3	legacy_grid_stride	0	295639.065365	7074.125
gqa2	128	2	4	band	0	295639.065365	7074.125
gqa2	128	3	0	wavefront	1	215123.666447	10702.843
gqa2	128	3	1	rotate	1	215126.634251	10702.843
gqa2	128	3	2	balanced	1	325911.33708	10702.843
gqa2	128	3	3	legacy_grid_stride	0	295639.065365	10702.843
gqa2	128	3	4	band	0	295639.065365	10702.843
gqa2	128	4	0	wavefront	1	215123.666447	16909.383
gqa2	128	4	1	rotate	1	215126.634251	16909.383
gqa2	128	4	2	legacy_grid_stride	1	323526.629788	16909.383
gqa2	128	4	3	band	1	323526.629788	16909.383
gqa2	128	4	4	balanced	1	325911.33708	16909.383
gqa2	128	5	0	wavefront	1	215123.666447	15882.008
gqa2	128	5	1	rotate	1	215126.634251	15882.008
gqa2	128	5	2	legacy_grid_stride	1	323526.629788	15882.008
gqa2	128	5	3	band	1	323526.629788	15882.008
gqa2	128	5	4	balanced	1	325911.33708	15882.008
gqa2	512	1	0	rotate	1	360032.891071	31629.73
gqa2	512	1	1	balanced	0	214310.542843	31629.73
gqa2	512	1	2	wavefront	0	257415.49852	31629.73
gqa2	512	1	3	legacy_grid_stride	0	367238.11654	31629.73
gqa2	512	1	4	band	0	367238.11654	31629.73
gqa2	512	2	0	rotate	1	360032.891071	65338.708
gqa2	512	2	1	balanced	1	908360.864227	65338.708
gqa2	512	2	2	wavefront	0	257415.49852	65338.708
gqa2	512	2	3	legacy_grid_stride	0	367238.11654	65338.708
gqa2	512	2	4	band	0	367238.11654	65338.708
gqa2	512	3	0	wavefront	1	360023.590316	98055.348
gqa2	512	3	1	rotate	1	360032.891071	98055.348
gqa2	512	3	2	balanced	1	908360.864227	98055.348
gqa2	512	3	3	legacy_grid_stride	0	367238.11654	98055.348
gqa2	512	3	4	band	0	367238.11654	98055.348
gqa2	512	4	0	wavefront	1	360023.590316	162798.507
gqa2	512	4	1	rotate	1	360032.891071	162798.507
gqa2	512	4	2	legacy_grid_stride	1	467406.789011	162798.507
gqa2	512	4	3	band	1	472758.015047	162798.507
gqa2	512	4	4	balanced	1	908360.864227	162798.507
gqa2	512	5	0	wavefront	1	360023.590316	162797.15
gqa2	512	5	1	rotate	1	360032.891071	162797.15
gqa2	512	5	2	legacy_grid_stride	1	467406.789011	162797.15
gqa2	512	5	3	band	1	472758.015047	162797.15
gqa2	512	5	4	balanced	1	908360.864227	162797.15
mha4	4	1	0	wavefront	1	407731.475458	243.332
mha4	4	1	1	rotate	1	407769.159677	243.332
mha4	4	1	2	balanced	1	748978.678901	243.332
mha4	4	1	3	legacy_grid_stride	0	581163.309347	243.332
mha4	4	1	4	band	0	581163.309347	243.332
mha4	4	2	0	wavefront	1	407731.475458	229.766
mha4	4	2	1	rotate	1	407769.159677	229.766
mha4	4	2	2	balanced	1	748978.678901	229.766
mha4	4	2	3	legacy_grid_stride	0	581163.309347	229.766
mha4	4	2	4	band	0	581163.309347	229.766
mha4	4	3	0	wavefront	1	407731.475458	226.681
mha4	4	3	1	rotate	1	407769.159677	226.681
mha4	4	3	2	balanced	1	748978.678901	226.681
mha4	4	3	3	legacy_grid_stride	0	581163.309347	226.681
mha4	4	3	4	band	0	581163.309347	226.681
mha4	4	4	0	wavefront	1	407731.475458	369.652
mha4	4	4	1	rotate	1	407769.159677	369.652
mha4	4	4	2	legacy_grid_stride	1	622450.19077	369.652
mha4	4	4	3	band	1	622450.19077	369.652
mha4	4	4	4	balanced	1	748978.678901	369.652
mha4	4	5	0	wavefront	1	407731.475458	361.538
mha4	4	5	1	rotate	1	407769.159677	361.538
mha4	4	5	2	legacy_grid_stride	1	622450.19077	361.538
mha4	4	5	3	band	1	622450.19077	361.538
mha4	4	5	4	balanced	1	748978.678901	361.538
mha4	128	1	0	rotate	1	437123.706793	20632.972
mha4	128	1	1	balanced	1	1244432.10549	20632.972
mha4	128	1	2	wavefront	0	374453.0392	20632.972
mha4	128	1	3	legacy_grid_stride	0	594098.27524	20632.972
mha4	128	1	4	band	0	594098.27524	20632.972
mha4	128	2	0	rotate	1	437123.706793	20772.805
mha4	128	2	1	balanced	1	1244432.10549	20772.805
mha4	128	2	2	wavefront	0	374453.0392	20772.805
