model	seq	k	index	candidate	simulated	predicted_ns	batch_us
mha4	128	2	3	legacy_grid_stride	0	594098.27524	20772.805
mha4	128	2	4	band	0	594098.27524	20772.805
mha4	128	3	0	wavefront	1	437117.015914	31760.723
mha4	128	3	1	rotate	1	437123.706793	31760.723
mha4	128	3	2	balanced	1	1244432.10549	31760.723
mha4	128	3	3	legacy_grid_stride	0	594098.27524	31760.723
mha4	128	3	4	band	0	594098.27524	31760.723
mha4	128	4	0	wavefront	1	437117.015914	53351.777
mha4	128	4	1	rotate	1	437123.706793	53351.777
mha4	128	4	2	legacy_grid_stride	1	652960.384531	53351.777
mha4	128	4	3	band	1	652960.384531	53351.777
mha4	128	4	4	balanced	1	1244432.10549	53351.777
mha4	128	5	0	wavefront	1	437117.015914	53562.297
mha4	128	5	1	rotate	1	437123.706793	53562.297
mha4	128	5	2	legacy_grid_stride	1	652960.384531	53562.297
mha4	128	5	3	band	1	652960.384531	53562.297
mha4	128	5	4	balanced	1	1244432.10549	53562.297
mha4	512	1	0	rotate	1	1225926.84189	130423.51
mha4	512	1	1	wavefront	0	824787.843515	130423.51
mha4	512	1	2	legacy_grid_stride	0	1111931.57044	130423.51
mha4	512	1	3	band	0	1111931.57044	130423.51
mha4	512	1	4	balanced	0	1527300.69867	130423.51
mha4	512	2	0	rotate	1	1225926.84189	264432.114
mha4	512	2	1	wavefront	1	1225927.03235	264432.114
mha4	512	2	2	legacy_grid_stride	0	1111931.57044	264432.114
mha4	512	2	3	band	0	1111931.57044	264432.114
mha4	512	2	4	balanced	0	1527300.69867	264432.114
mha4	512	3	0	rotate	1	1225926.84189	535620.932
mha4	512	3	1	wavefront	1	1225927.03235	535620.932
mha4	512	3	2	legacy_grid_stride	1	1508183.81138	535620.932
mha4	512	3	3	band	1	1521696.25818	535620.932
mha4	512	3	4	balanced	0	1527300.69867	535620.932
mha4	512	4	0	rotate	1	1225926.84189	530402.513
mha4	512	4	1	wavefront	1	1225927.03235	530402.513
mha4	512	4	2	legacy_grid_stride	1	1508183.81138	530402.513
mha4	512	4	3	band	1	1521696.25818	530402.513
mha4	512	4	4	balanced	0	1527300.69867	530402.513
mha4	512	5	0	rotate	1	1225926.84189	646983.419
mha4	512	5	1	wavefront	1	1225927.03235	646983.419
mha4	512	5	2	legacy_grid_stride	1	1508183.81138	646983.419
mha4	512	5	3	band	1	1521696.25818	646983.419
mha4	512	5	4	balanced	1	6311124.23615	646983.419
real	4	1	0	rotate	1	4340901.34885	1553.376
real	4	1	1	wavefront	1	4340902.21578	1553.376
real	4	1	2	legacy_grid_stride	0	5439915.22133	1553.376
real	4	1	3	band	0	5439915.22133	1553.376
real	4	1	4	balanced	0	8027422.59828	1553.376
real	4	2	0	rotate	1	4340901.34885	1503.766
real	4	2	1	wavefront	1	4340902.21578	1503.766
real	4	2	2	legacy_grid_stride	0	5439915.22133	1503.766
real	4	2	3	band	0	5439915.22133	1503.766
real	4	2	4	balanced	0	8027422.59828	1503.766
real	4	3	0	rotate	1	4340901.34885	2756.793
real	4	3	1	wavefront	1	4340902.21578	2756.793
real	4	3	2	legacy_grid_stride	1	5480958.63688	2756.793
real	4	3	3	band	1	5480958.63688	2756.793
real	4	3	4	balanced	0	8027422.59828	2756.793
real	4	4	0	rotate	1	4340901.34885	2769.383
real	4	4	1	wavefront	1	4340902.21578	2769.383
real	4	4	2	legacy_grid_stride	1	5480958.63688	2769.383
real	4	4	3	band	1	5480958.63688	2769.383
real	4	4	4	balanced	0	8027422.59828	2769.383
real	4	5	0	rotate	1	4340901.34885	3413.459
real	4	5	1	wavefront	1	4340902.21578	3413.459
real	4	5	2	legacy_grid_stride	1	5480958.63688	3413.459
real	4	5	3	band	1	5480958.63688	3413.459
real	4	5	4	balanced	1	47760205.6651	3413.459
real	128	1	0	rotate	1	4760049.01768	135914.176
real	128	1	1	wavefront	0	3928648.80355	135914.176
real	128	1	2	balanced	0	4309624.2344	135914.176
real	128	1	3	legacy_grid_stride	0	5647690.39915	135914.176
real	128	1	4	band	0	5647690.39915	135914.176
real	128	2	0	rotate	1	4760049.01768	264140.262
real	128	2	1	wavefront	1	4760060.38294	264140.262
real	128	2	2	balanced	0	4309624.2344	264140.262
real	128	2	3	legacy_grid_stride	0	5647690.39915	264140.262
real	128	2	4	band	0	5647690.39915	264140.262
real	128	3	0	rotate	1	4760049.01768	403279.352
real	128	3	1	wavefront	1	4760060.38294	403279.352
real	128	3	2	balanced	1	12057609.6782	403279.352
real	128	3	3	legacy_grid_stride	0	5647690.39915	403279.352
real	128	3	4	band	0	5647690.39915	403279.352
real	128	4	0	rotate	1	4760049.01768	674077.949
real	128	4	1	wavefront	1	4760060.38294	674077.949
real	128	4	2	legacy_grid_stride	1	5901165.61958	674077.949
real	128	4	3	band	1	5901165.61958	674077.949
real	128	4	4	balanced	1	12057609.6782	674077.949
real	128	5	0	rotate	1	4760049.01768	683941.622
real	128	5	1	wavefront	1	4760060.38294	683941.622
real	128	5	2	legacy_grid_stride	1	5901165.61958	683941.622
real	128	5	3	band	1	5901165.61958	683941.622
real	128	5	4	balanced	1	12057609.6782	683941.622
