step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	11916	59	0	0	-1	30235.10336	622725.2812	652960.3846	1	1234.48139	h
1	11789	58	1	2	-1	419.8411039	621070.9587	621490.7998	1	1232.606859	h
2	11780	57	0	0	-1	18303.76967	601534.5822	619838.3518	1	0	q
3	11772	56	0	0	-1	18303.76967	583230.8125	601534.5822	1	1233.77393	h
4	11645	55	1	2	-1	1584.633492	580412.4051	581997.0386	1	1232.606859	h
5	11640	54	0	0	-1	18303.76967	560876.0285	579179.7982	1	1234.48139	h
6	11131	53	1	2	-1	1496.684749	556648.1777	559641.5472	2	0	q
7	11130	53	1	2	-1	1496.684749	553654.8082	556648.1777	2	1231.806577	h
8	10105	51	0	0	-1	233.9436664	551955.1143	552423.0016	2	0	q
9	10104	51	0	0	-1	233.9436664	551487.2269	551955.1143	2	0	q
10	10617	52	0	0	-1	233.9436664	551019.3396	551487.2269	2	0	q
11	10616	52	0	0	-1	233.9436664	550551.4523	551019.3396	2	279.6088998	h
12	9077	48	1	2	-1	18303.76967	530545.1809	549323.2482	1.025912563	0	q
13	9069	46	1	2	-1	18303.76967	511767.1137	530545.1809	1.025912563	0	q
14	9073	47	1	2	-1	18303.76967	493463.344	511767.1137	1	1233.929013	h
15	8940	45	0	0	-1	1584.633492	490644.7815	492229.415	1	1232.606859	h
16	8937	44	1	2	-1	30235.10336	459177.0713	489412.1746	1	1234.48139	h
17	8808	43	0	0	-1	419.8411039	457522.7488	457942.5899	1	1232.606859	h
18	8801	42	1	2	-1	18303.76967	437986.3722	456290.1419	1	0	q
19	8793	41	1	2	-1	18303.76967	419682.6026	437986.3722	1	1233.77393	h
20	8664	40	0	0	-1	1584.633492	416864.1951	418448.8286	1	1232.606859	h
21	8661	39	1	2	-1	18303.76967	397327.8186	415631.5883	1	1234.48139	h
22	8149	38	0	0	-1	1496.684749	393099.9677	396093.3372	2	0	q
23	8148	38	0	0	-1	1496.684749	390106.5982	393099.9677	2	1231.806577	h
24	7127	36	1	2	-1	233.9436664	388406.9043	388874.7917	2	0	q
25	7126	36	1	2	-1	233.9436664	387939.017	388406.9043	2	0	q
26	7639	37	1	2	-1	233.9436664	387471.1297	387939.017	2	0	q
27	7638	37	1	2	-1	233.9436664	387003.2423	387471.1297	2	279.6088998	h
28	6096	33	0	0	-1	18303.76967	366996.971	385775.0382	1.025912563	0	q
29	6088	31	0	0	-1	18303.76967	348218.9037	366996.971	1.025912563	0	q
30	6092	32	0	0	-1	18303.76967	329915.134	348218.9037	1	1233.929013	h
31	5961	30	1	2	-1	1584.633492	327096.5715	328681.205	1	1232.606859	h
32	5956	29	0	0	-1	30235.10336	295628.8613	325863.9647	1	1234.48139	h
33	5829	28	1	2	-1	419.8411039	293974.5388	294394.3799	1	1232.606859	h
34	5820	27	0	0	-1	18303.76967	274438.1623	292741.932	1	0	q
35	5812	26	0	0	-1	18303.76967	256134.3926	274438.1623	1	1233.77393	h
36	5685	25	1	2	-1	1584.633492	253315.9852	254900.6187	1	1232.606859	h
37	5680	24	0	0	-1	18303.76967	233779.6087	252083.3783	1	1234.48139	h
38	5171	23	1	2	-1	1496.684749	229551.7578	232545.1273	2	0	q
39	5170	23	1	2	-1	1496.684749	226558.3883	229551.7578	2	1231.806577	h
40	4145	21	0	0	-1	233.9436664	224858.6944	225326.5817	2	0	q
41	4144	21	0	0	-1	233.9436664	224390.807	224858.6944	2	0	q
42	4657	22	0	0	-1	233.9436664	223922.9197	224390.807	2	0	q
43	4656	22	0	0	-1	233.9436664	223455.0324	223922.9197	2	279.6088998	h
44	3117	18	1	2	-1	18303.76967	203448.761	222226.8283	1.025912563	0	q
45	3109	16	1	2	-1	18303.76967	184670.6938	203448.761	1.025912563	0	q
46	3113	17	1	2	-1	18303.76967	166366.9241	184670.6938	1	1233.929013	h
47	2980	15	0	0	-1	1584.633492	163548.3616	165132.9951	1	1232.606859	h
48	2977	14	1	2	-1	30235.10336	132080.6514	162315.7547	1	1234.48139	h
49	2848	13	0	0	-1	419.8411039	130426.3289	130846.17	1	1232.606859	h
50	2841	12	1	2	-1	18303.76967	110889.9524	129193.722	1	0	q
51	2833	11	1	2	-1	18303.76967	92586.18269	110889.9524	1	1233.77393	h
52	2704	10	0	0	-1	1584.633492	89767.77527	91352.40876	1	1232.606859	h
53	2701	9	1	2	-1	18303.76967	70231.39874	88535.16841	1	1234.48139	h
54	2189	8	0	0	-1	1496.684749	66003.54785	68996.91735	2	0	q
55	2188	8	0	0	-1	1496.684749	63010.17836	66003.54785	2	1231.806577	h
56	1167	6	1	2	-1	233.9436664	61310.48445	61778.37178	2	0	q
57	1166	6	1	2	-1	233.9436664	60842.59711	61310.48445	2	0	q
58	1679	7	1	2	-1	233.9436664	60374.70978	60842.59711	2	0	q
59	1678	7	1	2	-1	233.9436664	59906.82245	60374.70978	2	279.6088998	h
60	136	3	0	0	-1	18303.76967	39900.55111	58678.61837	1.025912563	0	q
61	128	1	0	0	-1	18303.76967	21122.48385	39900.55111	1.025912563	0	q
62	132	2	0	0	-1	18303.76967	2818.714177	21122.48385	1	1234.080684	h
63	1	0	1	2	-1	1584.633492	0	1584.633492	1	0	-
