step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	196	29	196	-1	-1	30235.10336	173033.449	203268.5523	1	173033.449	h
1	192	28	192	-1	-1	419.8411039	171379.1265	171798.9676	1	171379.1265	h
2	176	26	176	-1	-1	18303.76967	151840.8754	170144.6451	1	151840.8754	h
3	172	25	172	-1	-1	1584.633492	149022.468	150607.1015	1	149022.468	h
4	168	24	168	-1	-1	18303.76967	129484.3223	147788.092	1	129484.3223	h
5	152	23	152	-1	-1	701.8129468	127548.028	128249.8409	1	127548.028	h
6	137	21	145	-1	-1	233.9436664	126080.3104	126314.2541	1	126080.3104	h
7	129	20	113	-1	-1	237.1487946	124608.1505	124845.2993	1	124608.1505	h
8	108	17	104	-1	-1	18303.76967	105070.2393	123374.0089	1	105070.2393	h
9	100	15	100	-1	-1	1584.633492	102251.4642	103836.0977	1	102251.4642	h
10	96	14	96	-1	-1	30235.10336	70781.98481	101017.0882	1	70781.98481	h
11	92	13	92	-1	-1	419.8411039	69127.66232	69547.50342	1	69127.66232	h
12	76	11	76	-1	-1	18303.76967	49589.41126	67893.18093	1	49589.41126	h
13	72	10	72	-1	-1	1584.633492	46771.00384	48355.63733	1	46771.00384	h
14	68	9	68	-1	-1	18303.76967	27232.85817	45536.62784	1	27232.85817	h
15	52	8	52	-1	-1	701.8129468	25296.56384	25998.37678	1	25296.56384	h
16	37	6	45	-1	-1	233.9436664	23828.84624	24062.78991	1	23828.84624	h
17	29	5	13	-1	-1	237.1487946	22356.68635	22593.83514	1	22356.68635	h
18	8	2	4	-1	-1	18303.76967	2818.775085	21122.54476	1	2818.775085	h
19	0	0	0	-1	-1	1584.633492	0	1584.633492	1	0	-
