step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	11916	59	0	0	0	30235.10336	499891.147	530126.2503	1	1234.48139	h
1	11789	58	1	2	1	419.8411039	498236.8245	498656.6656	1	1232.606859	h
2	11772	56	0	0	0	18303.76967	478700.4479	497004.2176	1	1233.77393	h
3	11645	55	1	2	1	1584.633492	475882.0405	477466.674	1	1232.606859	h
4	11640	54	0	0	0	18303.76967	456345.664	474649.4337	1	9174.614142	h
5	11369	53	209	35	-1	1496.684749	453614.4978	455111.1826	1	1472.020424	h
6	9321	49	208	33	-1	237.1487946	452142.338	452379.4868	1	0	q
7	11393	53	208	33	-1	1496.684749	450645.6532	452142.338	1	1696.842866	h
8	9345	49	212	41	-1	237.1487946	449185.9591	449423.1079	1	0	q
9	11441	53	212	41	-1	1496.684749	447689.2744	449185.9591	1	0	s
10	9393	49	212	41	-1	237.1487946	447452.1256	447689.2744	1	0	q
11	11497	53	212	41	-1	1496.684749	444458.7561	447452.1256	2	0	s
12	9449	49	212	41	-1	237.1487946	443984.4585	444458.7561	2	0	q
13	11579	53	212	41	-1	1496.684749	440991.089	443984.4585	2	0	s
14	9531	49	212	41	-1	237.1487946	440516.7914	440991.089	2	19535.57738	h
15	9068	46	207	31	-1	18303.76967	420981.214	439284.9837	1	0	q
16	10208	51	207	31	-1	233.9436664	420747.2704	420981.214	1	0	s
17	9696	50	207	31	-1	237.1487946	420510.1216	420747.2704	1	0	q
18	10312	51	207	31	-1	233.9436664	420276.1779	420510.1216	1	0	s
19	9800	50	207	31	-1	237.1487946	420039.0291	420276.1779	1	0	q
20	10416	51	207	31	-1	233.9436664	419805.0855	420039.0291	1	0	s
21	9904	50	207	31	-1	237.1487946	419567.9367	419805.0855	1	0	q
22	10552	51	207	31	-1	233.9436664	419333.993	419567.9367	1	0	s
23	10040	50	207	31	-1	237.1487946	418862.9005	419333.993	1.986484737	0	q
