step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	11916	59	0	0	-1	30235.10336	406888.7339	437123.8372	1	1234.48139	h
1	11789	58	1	2	-1	419.8411039	405234.4114	405654.2525	1	1232.606859	h
2	11772	56	0	0	-1	18303.76967	385698.0348	404001.8045	1	1233.77393	h
3	11645	55	1	2	-1	1584.633492	382879.6274	384464.2609	1	1232.606859	h
4	11640	54	0	0	-1	18303.76967	363343.2509	381647.0205	1	1234.48139	h
5	11385	53	1	2	-1	1496.684749	359115.4	362108.7695	2	0	q
6	11129	53	1	2	-1	1496.684749	356122.0305	359115.4	2	1231.806577	h
7	11002	52	2	4	-1	233.9436664	354656.2802	354890.2239	1	0	q
8	10490	51	2	4	-1	233.9436664	354422.3366	354656.2802	1	0	q
9	10234	51	2	4	-1	233.9436664	354188.3929	354422.3366	1	0	q
10	10106	51	2	4	-1	233.9436664	353954.4492	354188.3929	1	0	q
11	9466	49	2	4	-1	237.1487946	353492.9722	353954.4492	1.94593895	0	q
12	9338	49	2	4	-1	237.1487946	353018.6746	353492.9722	2	0	q
13	9082	49	2	4	-1	237.1487946	352544.377	353018.6746	2	0	q
14	9978	50	2	4	-1	237.1487946	352070.0794	352544.377	2	0	q
15	9722	50	2	4	-1	237.1487946	351595.7818	352070.0794	2	0	q
16	9594	50	2	4	-1	237.1487946	351121.4842	351595.7818	2	1231.80771	h
17	9072	47	0	0	-1	18303.76967	331585.9068	349889.6765	1	1233.929013	h
18	8941	45	1	2	-1	1584.633492	328767.3443	330351.9778	1	1232.606859	h
19	8936	44	0	0	-1	30235.10336	297299.6341	327534.7375	1	1234.48139	h
20	8809	43	1	2	-1	419.8411039	295645.3116	296065.1527	1	1232.606859	h
21	8792	41	0	0	-1	18303.76967	276108.9351	294412.7048	1	1233.77393	h
22	8665	40	1	2	-1	1584.633492	273290.5277	274875.1612	1	1232.606859	h
23	8660	39	0	0	-1	18303.76967	253754.1511	272057.9208	1	1234.48139	h
24	8277	38	1	2	-1	1496.684749	249526.3003	252519.6698	2	0	q
25	8149	38	1	2	-1	1496.684749	246532.9308	249526.3003	2	1497.258386	h
26	8021	37	129	2	-1	233.9436664	245067.1805	245301.1242	1	0	q
27	7893	37	129	2	-1	233.9436664	244630.8013	245067.1805	1.865317396	0	q
