step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	508	59	0	0	-1	30235.10336	377496.3721	407731.4755	1	1234.610389	h
1	505	58	1	2	-1	419.8411039	375841.9206	376261.7617	1	1234.48139	h
2	488	56	0	0	-1	18303.76967	356303.6696	374607.4392	1	1233.808977	h
3	485	55	1	2	-1	1584.633492	353485.2271	355069.8606	1	1234.610389	h
4	480	54	0	0	-1	18303.76967	333946.847	352250.6167	1	1234.48139	h
5	465	53	1	2	-1	701.8129468	332010.5527	332712.3656	1	1235.607214	h
6	435	51	3	6	-1	233.9436664	330542.8001	330776.7437	1	1224.899432	h
7	419	50	19	38	-1	237.1487946	329080.7168	329317.8656	1	102004.3727	h
8	392	47	4	8	-1	18303.76967	309543.1732	327846.9428	1	37177.25541	h
9	384	45	0	0	-1	1584.633492	306724.5644	308309.1979	1	1234.610389	h
10	381	44	1	2	-1	30235.10336	275254.8507	305489.954	1	1234.610389	h
11	376	43	0	0	-1	419.8411039	273600.3992	274020.2403	1	1234.48139	h
12	361	41	1	2	-1	18303.76967	254062.1481	272365.9178	1	1233.808977	h
13	356	40	0	0	-1	1584.633492	251243.7056	252828.3391	1	1234.610389	h
14	353	39	1	2	-1	18303.76967	231705.3256	250009.0952	1	1234.48139	h
15	336	38	0	0	-1	701.8129468	229769.0312	230470.8442	1	1234.908938	h
16	307	36	3	6	-1	233.9436664	228301.2786	228535.2223	1	1224.899432	h
17	291	35	19	38	-1	237.1487946	226839.1953	227076.3441	1	102004.3727	h
18	264	32	4	8	-1	18303.76967	207301.6517	225605.4214	1	37177.25541	h
19	256	30	0	0	-1	1584.633492	204483.0429	206067.6764	1	1234.610389	h
20	253	29	1	2	-1	30235.10336	173013.3292	203248.4325	1	1234.610389	h
21	248	28	0	0	-1	419.8411039	171358.8777	171778.7188	1	1234.48139	h
22	233	26	1	2	-1	18303.76967	151820.6266	170124.3963	1	1233.808977	h
23	228	25	0	0	-1	1584.633492	149002.1842	150586.8177	1	1234.610389	h
24	225	24	1	2	-1	18303.76967	129463.8041	147767.5738	1	1234.48139	h
25	208	23	0	0	-1	701.8129468	127527.5098	128229.3227	1	1234.908938	h
26	179	21	3	6	-1	233.9436664	126059.7571	126293.7008	1	1224.899432	h
27	163	20	19	38	-1	237.1487946	124597.6738	124834.8226	1	102004.3727	h
28	136	17	4	8	-1	18303.76967	105060.1302	123363.8999	1	37177.25541	h
29	128	15	0	0	-1	1584.633492	102241.5215	103826.155	1	1234.610389	h
30	125	14	1	2	-1	30235.10336	70771.80772	101006.9111	1	1234.610389	h
31	120	13	0	0	-1	419.8411039	69117.35622	69537.19733	1	1234.48139	h
32	105	11	1	2	-1	18303.76967	49579.10516	67882.87483	1	1233.808977	h
33	100	10	0	0	-1	1584.633492	46760.66269	48345.29619	1	1234.610389	h
34	97	9	1	2	-1	18303.76967	27222.28263	45526.0523	1	1234.48139	h
35	80	8	0	0	-1	701.8129468	25285.9883	25987.80124	1	1234.908938	h
36	51	6	3	6	-1	233.9436664	23818.23565	24052.17932	1	1227.205978	h
37	35	5	19	38	-1	237.1487946	22356.15238	22593.30117	1	22356.15238	h
38	8	2	4	8	-1	18303.76967	2818.608777	21122.37845	1	2818.608777	h
39	0	0	0	0	-1	1584.633492	0	1584.633492	1	0	-
