step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	2768	59	0	-1	-1	485456.7466	3850538.597	4335995.344	1	1233.408271	h
1	2765	58	1	-1	-1	6546.930886	3842758.258	3849305.189	1	1234.48139	h
2	2540	56	0	-1	-1	143253.6676	3555016.441	3841523.777	2	1232.283347	h
3	2537	55	1	-1	-1	3291.274528	3550492.884	3553784.158	1	1234.48139	h
4	2504	54	0	-1	-1	143253.6676	3406004.735	3549258.402	1	1233.390482	h
5	2377	53	1	-1	-1	835.6983641	3403935.646	3404771.344	1	1232.606859	h
6	2312	51	0	-1	-1	254.5414229	3402448.497	3402703.039	1	0	s
7	2280	50	0	-1	-1	262.8959903	3401932.783	3402448.497	1.961667478	1229.772983	h
8	2137	47	1	-1	-1	143253.6676	3257449.342	3400703.01	1	1233.173873	h
9	2100	45	0	-1	-1	3291.274528	3252924.894	3256216.169	1	1234.48139	h
10	2069	44	1	-1	-1	485456.7466	2766233.666	3251690.413	1	1233.408271	h
11	2064	43	0	-1	-1	6546.930886	2758453.327	2765000.258	1	1234.48139	h
12	1841	41	1	-1	-1	143253.6676	2470711.51	2757218.845	2	1232.283347	h
13	1836	40	0	-1	-1	3291.274528	2466187.952	2469479.227	1	1234.48139	h
14	1805	39	1	-1	-1	143253.6676	2321699.803	2464953.471	1	1233.390482	h
15	1676	38	0	-1	-1	835.6983641	2319630.715	2320466.413	1	1232.606859	h
16	1613	36	1	-1	-1	254.5414229	2318143.566	2318398.108	1	0	s
17	1581	35	1	-1	-1	262.8959903	2317627.852	2318143.566	1.961667478	1229.772983	h
18	1436	32	0	-1	-1	143253.6676	2173144.411	2316398.079	1	1233.173873	h
19	1401	30	1	-1	-1	3291.274528	2168619.963	2171911.237	1	1234.48139	h
20	1368	29	0	-1	-1	485456.7466	1681928.735	2167385.481	1	1233.408271	h
21	1365	28	1	-1	-1	6546.930886	1674148.396	1680695.327	1	1234.48139	h
22	1268	27	0	-1	-1	143253.6676	1529660.247	1672913.914	1	0	q
23	1140	26	0	-1	-1	143253.6676	1386406.579	1529660.247	1	1232.285934	h
24	1137	25	1	-1	-1	3291.274528	1381883.019	1385174.293	1	1234.48139	h
25	1104	24	0	-1	-1	143253.6676	1237394.87	1380648.537	1	1233.390482	h
26	977	23	1	-1	-1	835.6983641	1235325.781	1236161.479	1	1232.606859	h
27	912	21	0	-1	-1	254.5414229	1233838.633	1234093.174	1	0	s
28	880	20	0	-1	-1	262.8959903	1233322.918	1233838.633	1.961667478	1229.772983	h
29	737	17	1	-1	-1	143253.6676	1088839.477	1232093.145	1	1233.173873	h
30	700	15	0	-1	-1	3291.274528	1084315.029	1087606.304	1	1234.48139	h
31	669	14	1	-1	-1	485456.7466	597623.801	1083080.548	1	1233.408271	h
32	664	13	0	-1	-1	6546.930886	589843.4619	596390.3928	1	1234.48139	h
33	569	12	1	-1	-1	143253.6676	445355.3129	588608.9805	1	0	q
34	441	11	1	-1	-1	143253.6676	302101.6453	445355.3129	1	1232.285934	h
35	436	10	0	-1	-1	3291.274528	297578.0848	300869.3594	1	1234.48139	h
36	405	9	1	-1	-1	143253.6676	153089.9359	296343.6035	1	1233.408271	h
37	276	8	0	-1	-1	835.6983641	151020.8292	151856.5276	1	1232.606859	h
38	213	6	1	-1	-1	254.5414229	149530.8516	149788.2224	1.011115585	0	s
39	181	5	1	-1	-1	262.8959903	149007.889	149530.8516	1.989237657	1229.772983	h
40	36	2	0	-1	-1	143253.6676	4524.448402	147778.116	1	1233.173873	h
41	1	0	1	-1	-1	3291.274528	0	3291.274528	1	0	-
