step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	196	29	0	-1	0	30235.10336	170561.0713	200796.1746	1	1234.610389	h
1	193	28	1	-1	1	419.8411039	168906.6198	169326.4609	1	1234.48139	h
2	176	26	0	-1	0	18303.76967	149368.3687	167672.1384	1	1233.808977	h
3	173	25	1	-1	1	1584.633492	146549.9263	148134.5598	1	1234.610389	h
4	168	24	0	-1	0	18303.76967	127011.5462	145315.3159	1	1234.48139	h
5	153	23	1	-1	1	701.8129468	125075.2519	125777.0648	1	1239.317632	h
6	136	21	0	-1	0	233.9436664	123607.4992	123841.4429	1	0	s
7	128	20	0	-1	0	237.1487946	123370.3504	123607.4992	1	1234.209683	h
8	109	17	1	-1	1	18303.76967	103832.3711	122136.1407	1	1234.209683	h
9	100	15	0	-1	0	1584.633492	101013.5279	102598.1614	1	1234.610389	h
10	97	14	1	-1	1	30235.10336	69543.81415	99778.91751	1	1234.610389	h
11	92	13	0	-1	0	419.8411039	67889.36266	68309.20376	1	1234.48139	h
12	77	11	1	-1	1	18303.76967	48351.11159	66654.88127	1	1233.808977	h
13	72	10	0	-1	0	1584.633492	45532.66913	47117.30262	1	1234.610389	h
14	69	9	1	-1	1	18303.76967	25994.28907	44298.05874	1	1234.48139	h
15	52	8	0	-1	0	701.8129468	24057.99473	24759.80767	1	1235.588393	h
16	37	6	1	-1	1	233.9436664	22590.24208	22824.18575	1	0	s
17	29	5	1	-1	1	237.1487946	22353.09329	22590.24208	1	1230.480444	h
18	8	2	0	-1	0	18303.76967	2818.843175	21122.61285	1	1234.209683	h
19	1	0	1	-1	1	1584.633492	0	1584.633492	1	0	-
