step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	196	29	0	-1	-1	30235.10336	173003.5043	203238.6077	1	1234.610389	h
1	193	28	1	-1	-1	419.8411039	171349.0528	171768.8939	1	1234.48139	h
2	176	26	0	-1	-1	18303.76967	151810.8018	170114.5715	1	1233.808977	h
3	173	25	1	-1	-1	1584.633492	148992.3593	150576.9928	1	1234.610389	h
4	168	24	0	-1	-1	18303.76967	129453.9793	147757.7489	1	1234.48139	h
5	154	23	2	-1	-1	701.8129468	127517.6849	128219.4979	1	1234.260476	h
6	137	21	1	-1	-1	233.9436664	126049.9323	126283.8759	1	1222.059156	h
7	129	20	17	-1	-1	237.1487946	124589.6472	124826.796	1	101999.4602	h
8	108	17	4	-1	-1	18303.76967	105055.4522	123359.2219	1	37177.48981	h
9	100	15	0	-1	-1	1584.633492	102236.609	103821.2425	1	1234.610389	h
10	97	14	1	-1	-1	30235.10336	70766.89529	101001.9987	1	1234.610389	h
11	92	13	0	-1	-1	419.8411039	69112.4438	69532.2849	1	1234.48139	h
12	77	11	1	-1	-1	18303.76967	49574.19274	67877.96241	1	1233.808977	h
13	72	10	0	-1	-1	1584.633492	46755.75027	48340.38376	1	1234.610389	h
14	69	9	1	-1	-1	18303.76967	27217.37021	45521.13988	1	1234.637841	h
15	52	8	0	-1	-1	701.8129468	25281.07587	25982.88882	1	1234.115774	h
16	37	6	1	-1	-1	233.9436664	23813.32323	24047.26689	1	1219.75261	h
17	29	5	17	-1	-1	237.1487946	22353.03819	22590.18699	1	22353.03819	h
18	8	2	4	-1	-1	18303.76967	2818.843175	21122.61285	1	2818.843175	h
19	0	0	0	-1	-1	1584.633492	0	1584.633492	1	0	-
