step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	2768	59	0	-1	-1	485456.7466	4995501.89	5480958.637	1	1233.408271	h
1	2765	58	1	-1	-1	6546.930886	4987721.551	4994268.482	1	1234.48139	h
2	2652	57	0	-1	-1	143253.6676	4843233.402	4986487.069	1	0	q
3	2540	56	0	-1	-1	143253.6676	4699979.734	4843233.402	1	1232.285934	h
4	2537	55	1	-1	-1	3291.274528	4695456.174	4698747.448	1	1234.48139	h
5	2504	54	0	-1	-1	143253.6676	4550968.025	4694221.692	1	1233.390482	h
6	2377	53	1	-1	-1	835.6983641	4548898.936	4549734.634	1	1232.606859	h
7	2312	51	0	-1	-1	254.5414229	4547411.788	4547666.329	1	0	q
8	2344	52	0	-1	-1	254.5414229	4547157.246	4547411.788	1	701.1400405	h
9	2145	48	1	-1	-1	143253.6676	4402676.647	4545930.314	1	0	q
10	2105	46	1	-1	-1	143253.6676	4259422.979	4402676.647	1	0	q
11	2137	47	1	-1	-1	143253.6676	4116169.312	4259422.979	1	1233.198477	h
12	2100	45	0	-1	-1	3291.274528	4111644.839	4114936.113	1	1234.48139	h
13	2069	44	1	-1	-1	485456.7466	3624953.611	4110410.357	1	1233.408271	h
14	2064	43	0	-1	-1	6546.930886	3617173.271	3623720.202	1	1234.48139	h
15	1953	42	1	-1	-1	143253.6676	3472685.122	3615938.79	1	0	q
16	1841	41	1	-1	-1	143253.6676	3329431.455	3472685.122	1	1232.285934	h
17	1836	40	0	-1	-1	3291.274528	3324907.894	3328199.169	1	1234.48139	h
18	1805	39	1	-1	-1	143253.6676	3180419.745	3323673.413	1	1233.390482	h
19	1676	38	0	-1	-1	835.6983641	3178350.657	3179186.355	1	1232.606859	h
20	1613	36	1	-1	-1	254.5414229	3176863.508	3177118.05	1	0	q
21	1645	37	1	-1	-1	254.5414229	3176608.967	3176863.508	1	701.1400405	h
22	1444	33	0	-1	-1	143253.6676	3032128.367	3175382.035	1	0	q
23	1404	31	0	-1	-1	143253.6676	2888874.7	3032128.367	1	0	q
24	1436	32	0	-1	-1	143253.6676	2745621.032	2888874.7	1	1233.198477	h
25	1401	30	1	-1	-1	3291.274528	2741096.559	2744387.834	1	1234.48139	h
26	1368	29	0	-1	-1	485456.7466	2254405.331	2739862.078	1	1233.408271	h
27	1365	28	1	-1	-1	6546.930886	2246624.992	2253171.923	1	1234.48139	h
28	1252	27	0	-1	-1	143253.6676	2102136.843	2245390.51	1	0	q
29	1140	26	0	-1	-1	143253.6676	1958883.175	2102136.843	1	1232.285934	h
30	1137	25	1	-1	-1	3291.274528	1954359.615	1957650.889	1	1234.48139	h
31	1104	24	0	-1	-1	143253.6676	1809871.466	1953125.133	1	1233.390482	h
32	977	23	1	-1	-1	835.6983641	1807802.377	1808638.075	1	1232.606859	h
33	912	21	0	-1	-1	254.5414229	1806315.229	1806569.77	1	0	q
34	944	22	0	-1	-1	254.5414229	1806060.687	1806315.229	1	701.1400405	h
35	745	18	1	-1	-1	143253.6676	1661580.088	1804833.755	1	0	q
36	705	16	1	-1	-1	143253.6676	1518326.42	1661580.088	1	0	q
37	737	17	1	-1	-1	143253.6676	1375072.753	1518326.42	1	1233.198477	h
38	700	15	0	-1	-1	3291.274528	1370548.28	1373839.554	1	1234.48139	h
39	669	14	1	-1	-1	485456.7466	883857.0515	1369313.798	1	1233.408271	h
40	664	13	0	-1	-1	6546.930886	876076.7124	882623.6432	1	1234.48139	h
41	553	12	1	-1	-1	143253.6676	731588.5634	874842.231	1	0	q
42	441	11	1	-1	-1	143253.6676	588334.8958	731588.5634	1	1232.285934	h
43	436	10	0	-1	-1	3291.274528	583811.3353	587102.6099	1	1234.48139	h
44	405	9	1	-1	-1	143253.6676	439323.1863	582576.8539	1	1233.390482	h
45	276	8	0	-1	-1	835.6983641	437254.0975	438089.7959	1	1232.606859	h
46	213	6	1	-1	-1	254.5414229	435766.9492	436021.4906	1	0	q
47	245	7	1	-1	-1	254.5414229	435512.4078	435766.9492	1	701.1400405	h
48	44	3	0	-1	-1	143253.6676	291031.8082	434285.4758	1	0	q
49	4	1	0	-1	-1	143253.6676	147778.1406	291031.8082	1	0	q
50	36	2	0	-1	-1	143253.6676	4524.473005	147778.1406	1	1233.198477	h
51	1	0	1	-1	-1	3291.274528	0	3291.274528	1	0	-
