step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	196	29	0	-1	-1	30235.10336	280381.4155	310616.5189	1	1234.610389	h
1	193	28	1	-1	-1	419.8411039	278726.964	279146.8051	1	1234.48139	h
2	184	27	0	-1	-1	18303.76967	259188.713	277492.4826	1	0	q
3	176	26	0	-1	-1	18303.76967	240884.9433	259188.713	1	1233.846286	h
4	173	25	1	-1	-1	1584.633492	238066.4635	239651.097	1	1234.610389	h
5	168	24	0	-1	-1	18303.76967	218528.0835	236831.8531	1	1234.48139	h
6	153	23	1	-1	-1	701.8129468	216591.7891	217293.6021	1	1233.808977	h
7	138	21	2	-1	-1	233.9436664	215124.0365	215357.9802	1	0	q
8	146	22	2	-1	-1	233.9436664	214890.0928	215124.0365	1	18067.02158	h
9	110	18	0	-1	-1	18303.76967	195352.1135	213655.8831	1	0	q
10	104	16	0	-1	-1	18303.76967	177048.3438	195352.1135	1	0	q
11	108	17	0	-1	-1	18303.76967	158744.5741	177048.3438	1	1234.375991	h
12	101	15	1	-1	-1	1584.633492	155925.5646	157510.1981	1	1234.610389	h
13	96	14	0	-1	-1	30235.10336	124455.8509	154690.9543	1	1234.610389	h
14	93	13	1	-1	-1	419.8411039	122801.3994	123221.2405	1	1234.48139	h
15	84	12	0	-1	-1	18303.76967	103263.1483	121566.918	1	0	q
16	76	11	0	-1	-1	18303.76967	84959.37867	103263.1483	1	1233.846286	h
17	73	10	1	-1	-1	1584.633492	82140.89889	83725.53238	1	1234.610389	h
18	68	9	0	-1	-1	18303.76967	62602.51883	80906.2885	1	1234.48139	h
19	53	8	1	-1	-1	701.8129468	60666.22449	61368.03744	1	1233.808977	h
20	38	6	2	-1	-1	233.9436664	59198.47185	59432.41551	1	0	q
21	46	7	2	-1	-1	233.9436664	58964.52818	59198.47185	1	18067.02158	h
22	10	3	0	-1	-1	18303.76967	39426.54883	57730.3185	1	0	q
23	4	1	0	-1	-1	18303.76967	21122.77915	39426.54883	1	0	q
24	8	2	0	-1	-1	18303.76967	2819.009483	21122.77915	1	1234.375991	h
25	1	0	1	-1	-1	1584.633492	0	1584.633492	1	0	-
