step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	4412	29	60	120	-1	30235.10336	184891.5309	215126.6343	1	22424.46846	h
1	4284	28	188	120	-1	419.8411039	183237.2084	183657.0495	1	43125.62841	h
2	4268	26	172	88	-1	18303.76967	163700.8364	182004.606	1	23589.25638	h
3	4140	25	44	88	-1	1584.633492	160882.4289	162467.0624	1	20770.84896	h
4	4136	24	40	80	-1	18303.76967	141346.0614	159649.8311	1	1234.48139	h
5	3881	23	41	82	-1	1496.684749	137118.2105	140111.58	2	0	q
6	3625	23	41	82	-1	1496.684749	134124.841	137118.2105	2	1231.806577	h
7	3112	21	40	80	-1	233.9436664	132425.1471	132893.0344	2	0	q
8	3368	22	40	80	-1	233.9436664	131957.2598	132425.1471	2	0	q
9	2600	19	40	80	-1	237.1487946	131482.9622	131957.2598	2	0	q
10	2344	19	40	80	-1	237.1487946	131008.6646	131482.9622	2	0	q
11	2856	20	40	80	-1	237.1487946	130534.367	131008.6646	2	55056.93356	h
12	2340	17	32	64	-1	18303.76967	110998.3912	129302.1608	1	35520.95773	h
13	2208	15	160	64	-1	1584.633492	108179.6161	109764.2496	1	53892.16971	h
14	2204	14	156	56	-1	30235.10336	76711.91482	106947.0182	1	22424.46846	h
15	2076	13	28	56	-1	419.8411039	75057.59233	75477.43343	1	43125.62841	h
16	2060	11	12	24	-1	18303.76967	55521.22029	73824.98997	1	23589.25638	h
17	1932	10	140	24	-1	1584.633492	52702.81287	54287.44636	1	20770.84896	h
18	1928	9	136	16	-1	18303.76967	33166.4453	51470.21498	1	1234.48139	h
19	1673	8	137	18	-1	1496.684749	28938.59442	31931.96391	2	0	q
20	1417	8	137	18	-1	1496.684749	25945.22492	28938.59442	2	1231.806577	h
21	904	6	136	16	-1	233.9436664	24245.53101	24713.41834	2	0	q
22	1160	7	136	16	-1	233.9436664	23777.64368	24245.53101	2	0	q
23	392	4	136	16	-1	237.1487946	23303.34609	23777.64368	2	0	q
24	136	4	136	16	-1	237.1487946	22829.0485	23303.34609	2	0	q
25	648	5	136	16	-1	237.1487946	22354.75091	22829.0485	2	22354.75091	h
26	132	2	128	0	-1	18303.76967	2818.775085	21122.54476	1	2818.775085	h
27	0	0	0	0	-1	1584.633492	0	1584.633492	1	0	-
