step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	508	59	12	24	-1	30235.10336	718743.5756	748978.6789	1	1234.610389	h
1	505	58	13	26	-1	419.8411039	717089.1241	717508.9652	1	1234.610389	h
2	500	57	12	24	-1	18303.76967	697550.744	715854.5137	1	0	q
3	496	57	12	24	-1	18303.76967	679246.9744	697550.744	1	0	q
4	492	56	12	24	-1	18303.76967	660943.2047	679246.9744	1	0	q
5	488	56	12	24	-1	18303.76967	642639.435	660943.2047	1	1233.929013	h
6	485	55	13	26	-1	1584.633492	639820.8725	641405.506	1	639820.8725	h
7	480	54	4	8	-1	18303.76967	620282.7268	638586.4965	1	1234.610389	h
8	477	53	5	10	-1	701.8129468	618346.3035	619048.1165	1	0	q
9	473	53	5	10	-1	701.8129468	617644.4906	618346.3035	1	0	q
10	469	53	5	10	-1	701.8129468	616942.6776	617644.4906	1	0	q
11	465	53	5	10	-1	701.8129468	616240.8647	616942.6776	1	1233.929013	h
12	444	51	4	8	-1	233.9436664	614772.992	615006.9357	1	0	q
13	440	51	4	8	-1	233.9436664	614539.0483	614772.992	1	0	q
14	436	51	4	8	-1	233.9436664	614305.1047	614539.0483	1	0	q
15	432	51	4	8	-1	233.9436664	614071.161	614305.1047	1	0	q
16	460	52	4	8	-1	233.9436664	613837.2173	614071.161	1	0	q
17	456	52	4	8	-1	233.9436664	613603.2737	613837.2173	1	0	q
18	452	52	4	8	-1	233.9436664	613369.33	613603.2737	1	0	q
19	448	52	4	8	-1	233.9436664	613135.3863	613369.33	1	0	q
20	412	49	4	8	-1	237.1487946	612898.2375	613135.3863	1	0	q
21	408	49	4	8	-1	237.1487946	612661.0887	612898.2375	1	0	q
22	404	49	4	8	-1	237.1487946	612423.9399	612661.0887	1	0	q
23	400	49	4	8	-1	237.1487946	612186.7912	612423.9399	1	0	q
24	428	50	4	8	-1	237.1487946	611949.6424	612186.7912	1	0	q
25	424	50	4	8	-1	237.1487946	611712.4936	611949.6424	1	0	q
26	420	50	4	8	-1	237.1487946	611475.3448	611712.4936	1	0	q
27	416	50	4	8	-1	237.1487946	611238.196	611475.3448	1	0	q
28	396	48	4	8	-1	18303.76967	592934.4263	611238.196	1	0	q
29	388	46	4	8	-1	18303.76967	574630.6566	592934.4263	1	0	q
30	392	47	4	8	-1	18303.76967	556326.887	574630.6566	1	1234.080684	h
31	385	45	5	10	-1	1584.633492	553508.1728	555092.8063	1	1234.610389	h
32	380	44	4	8	-1	30235.10336	522038.459	552273.5624	1	1234.610389	h
33	377	43	5	10	-1	419.8411039	520384.0075	520803.8486	1	1234.610389	h
34	372	42	4	8	-1	18303.76967	500845.6275	519149.3971	1	0	q
35	368	42	4	8	-1	18303.76967	482541.8578	500845.6275	1	0	q
36	364	41	4	8	-1	18303.76967	464238.0881	482541.8578	1	0	q
37	360	41	4	8	-1	18303.76967	445934.3185	464238.0881	1	1233.929013	h
38	357	40	5	10	-1	1584.633492	443115.756	444700.3895	1	1234.610389	h
39	352	39	4	8	-1	18303.76967	423577.3759	441881.1456	1	1234.610389	h
40	349	38	5	10	-1	701.8129468	421640.9526	422342.7655	1	0	q
41	345	38	5	10	-1	701.8129468	420939.1396	421640.9526	1	0	q
42	341	38	5	10	-1	701.8129468	420237.3267	420939.1396	1	0	q
43	337	38	5	10	-1	701.8129468	419535.5137	420237.3267	1	1233.929013	h
44	316	36	4	8	-1	233.9436664	418067.641	418301.5847	1	0	q
45	312	36	4	8	-1	233.9436664	417833.6974	418067.641	1	0	q
46	308	36	4	8	-1	233.9436664	417599.7537	417833.6974	1	0	q
47	304	36	4	8	-1	233.9436664	417365.81	417599.7537	1	0	q
48	332	37	4	8	-1	233.9436664	417131.8664	417365.81	1	0	q
49	328	37	4	8	-1	233.9436664	416897.9227	417131.8664	1	0	q
50	324	37	4	8	-1	233.9436664	416663.979	416897.9227	1	0	q
51	320	37	4	8	-1	233.9436664	416430.0354	416663.979	1	0	q
52	284	34	4	8	-1	237.1487946	416192.8866	416430.0354	1	0	q
53	280	34	4	8	-1	237.1487946	415955.7378	416192.8866	1	0	q
54	276	34	4	8	-1	237.1487946	415718.589	415955.7378	1	0	q
55	272	34	4	8	-1	237.1487946	415481.4402	415718.589	1	0	q
56	300	35	4	8	-1	237.1487946	415244.2914	415481.4402	1	0	q
57	296	35	4	8	-1	237.1487946	415007.1426	415244.2914	1	0	q
58	292	35	4	8	-1	237.1487946	414769.9938	415007.1426	1	0	q
59	288	35	4	8	-1	237.1487946	414532.845	414769.9938	1	0	q
60	268	33	4	8	-1	18303.76967	396229.0754	414532.845	1	0	q
61	260	31	4	8	-1	18303.76967	377925.3057	396229.0754	1	0	q
62	264	32	4	8	-1	18303.76967	359621.536	377925.3057	1	1234.080684	h
63	257	30	5	10	-1	1584.633492	356802.8218	358387.4553	1	1234.610389	h
64	252	29	4	8	-1	30235.10336	325333.1081	355568.2114	1	1234.610389	h
65	249	28	5	10	-1	419.8411039	323678.6566	324098.4977	1	19538.25106	h
66	236	26	0	0	-1	18303.76967	304140.4055	322444.1752	1	0	q
67	232	26	0	0	-1	18303.76967	285836.6359	304140.4055	1	1233.846286	h
68	229	25	1	2	-1	1584.633492	283018.1561	284602.7896	1	1234.48139	h
69	224	24	0	0	-1	18303.76967	263479.905	281783.6747	1	1234.610389	h
70	221	23	1	2	-1	701.8129468	261543.4817	262245.2946	1	0	q
71	217	23	1	2	-1	701.8129468	260841.6687	261543.4817	1	0	q
72	213	23	1	2	-1	701.8129468	260139.8558	260841.6687	1	0	q
73	209	23	1	2	-1	701.8129468	259438.0428	260139.8558	1	1233.929013	h
74	188	21	0	0	-1	233.9436664	257970.1702	258204.1138	1	0	q
75	184	21	0	0	-1	233.9436664	257736.2265	257970.1702	1	0	q
76	180	21	0	0	-1	233.9436664	257502.2828	257736.2265	1	0	q
77	176	21	0	0	-1	233.9436664	257268.3392	257502.2828	1	0	q
78	204	22	0	0	-1	233.9436664	257034.3955	257268.3392	1	0	q
79	200	22	0	0	-1	233.9436664	256800.4518	257034.3955	1	0	q
80	196	22	0	0	-1	233.9436664	256566.5082	256800.4518	1	0	q
81	192	22	0	0	-1	233.9436664	256332.5645	256566.5082	1	0	q
82	156	19	0	0	-1	237.1487946	256095.4157	256332.5645	1	0	q
83	152	19	0	0	-1	237.1487946	255858.2669	256095.4157	1	0	q
84	148	19	0	0	-1	237.1487946	255621.1181	255858.2669	1	0	q
85	144	19	0	0	-1	237.1487946	255383.9693	255621.1181	1	0	q
86	172	20	0	0	-1	237.1487946	255146.8205	255383.9693	1	0	q
87	168	20	0	0	-1	237.1487946	254909.6717	255146.8205	1	0	q
88	164	20	0	0	-1	237.1487946	254672.5229	254909.6717	1	0	q
89	160	20	0	0	-1	237.1487946	254435.3741	254672.5229	1	0	q
90	140	18	0	0	-1	18303.76967	236131.6045	254435.3741	1	0	q
91	132	16	0	0	-1	18303.76967	217827.8348	236131.6045	1	0	q
92	136	17	0	0	-1	18303.76967	199524.0651	217827.8348	1	1234.080684	h
93	129	15	1	2	-1	1584.633492	196705.3509	198289.9844	1	1234.610389	h
94	124	14	0	0	-1	30235.10336	165235.6372	195470.7406	1	1234.610389	h
95	121	13	1	2	-1	419.8411039	163581.1857	164001.0268	1	1234.610389	h
96	116	12	0	0	-1	18303.76967	144042.8056	162346.5753	1	0	q
97	112	12	0	0	-1	18303.76967	125739.036	144042.8056	1	0	q
98	108	11	0	0	-1	18303.76967	107435.2663	125739.036	1	0	q
99	104	11	0	0	-1	18303.76967	89131.49663	107435.2663	1	1233.929013	h
100	101	10	1	2	-1	1584.633492	86312.93413	87897.56762	1	1234.610389	h
101	96	9	0	0	-1	18303.76967	66774.55407	85078.32374	1	1234.610389	h
102	93	8	1	2	-1	701.8129468	64838.13073	65539.94368	1	0	q
103	89	8	1	2	-1	701.8129468	64136.31778	64838.13073	1	0	q
104	85	8	1	2	-1	701.8129468	63434.50484	64136.31778	1	0	q
105	81	8	1	2	-1	701.8129468	62732.69189	63434.50484	1	1233.929013	h
106	60	6	0	0	-1	233.9436664	61264.81921	61498.76288	1	0	q
107	56	6	0	0	-1	233.9436664	61030.87555	61264.81921	1	0	q
108	52	6	0	0	-1	233.9436664	60796.93188	61030.87555	1	0	q
109	48	6	0	0	-1	233.9436664	60562.98821	60796.93188	1	0	q
110	76	7	0	0	-1	233.9436664	60329.04455	60562.98821	1	0	q
111	72	7	0	0	-1	233.9436664	60095.10088	60329.04455	1	0	q
112	68	7	0	0	-1	233.9436664	59861.15721	60095.10088	1	0	q
113	64	7	0	0	-1	233.9436664	59627.21355	59861.15721	1	0	q
114	28	4	0	0	-1	237.1487946	59390.06475	59627.21355	1	0	q
115	24	4	0	0	-1	237.1487946	59152.91596	59390.06475	1	0	q
116	20	4	0	0	-1	237.1487946	58915.76716	59152.91596	1	0	q
117	16	4	0	0	-1	237.1487946	58678.61837	58915.76716	1	0	q
118	44	5	0	0	-1	237.1487946	58441.46957	58678.61837	1	0	q
119	40	5	0	0	-1	237.1487946	58204.32078	58441.46957	1	0	q
120	36	5	0	0	-1	237.1487946	57967.17198	58204.32078	1	0	q
