step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	47904	59	0	-1	-1	485456.0422	5415709.578	5901165.621	1	1233.390482	h
1	47777	58	1	-1	-1	6546.922632	5407929.265	5414476.188	1	1232.606859	h
2	47664	57	0	-1	-1	143253.4663	5263443.192	5406696.658	1	0	q
3	47552	56	0	-1	-1	143253.4663	5120189.726	5263443.192	1	1232.285934	h
4	47425	55	1	-1	-1	3291.27217	5115666.168	5118957.44	1	1232.606859	h
5	47392	54	0	-1	-1	143253.4663	4971180.094	5114433.561	1	1233.390482	h
6	47137	53	1	-1	-1	2907.627703	4964131.449	4969946.704	2	0	q
7	46881	53	1	-1	-1	2907.627703	4958316.193	4964131.449	2	0	q
8	46625	53	1	-1	-1	2907.627703	4952500.938	4958316.193	2	0	q
9	46369	53	1	-1	-1	2907.627703	4946685.682	4952500.938	2	0	q
10	46113	53	1	-1	-1	2907.627703	4940870.427	4946685.682	2	0	q
11	45857	53	1	-1	-1	2907.627703	4935055.172	4940870.427	2	0	q
12	45601	53	1	-1	-1	2907.627703	4929239.916	4935055.172	2	0	q
13	45345	53	1	-1	-1	2907.627703	4923424.661	4929239.916	2	0	q
14	45089	53	1	-1	-1	2907.627703	4917609.405	4923424.661	2	0	q
15	44833	53	1	-1	-1	2907.627703	4911794.15	4917609.405	2	0	q
16	44577	53	1	-1	-1	2907.627703	4905978.894	4911794.15	2	0	q
17	44321	53	1	-1	-1	2907.627703	4900163.639	4905978.894	2	0	q
18	44065	53	1	-1	-1	2907.627703	4894348.384	4900163.639	2	0	q
19	43809	53	1	-1	-1	2907.627703	4888533.128	4894348.384	2	0	q
20	43553	53	1	-1	-1	2907.627703	4882717.873	4888533.128	2	0	q
21	43297	53	1	-1	-1	2907.627703	4876902.617	4882717.873	2	1230.60545	h
22	42016	51	0	-1	-1	254.5413738	4875417.471	4875672.012	1	0	q
23	41760	51	0	-1	-1	254.5413738	4875162.929	4875417.471	1	0	q
24	41504	51	0	-1	-1	254.5413738	4874908.388	4875162.929	1	0	q
25	41248	51	0	-1	-1	254.5413738	4874653.846	4874908.388	1	0	q
26	43040	52	0	-1	-1	254.5413738	4874399.305	4874653.846	1	0	q
27	42784	52	0	-1	-1	254.5413738	4874144.764	4874399.305	1	0	q
28	42528	52	0	-1	-1	254.5413738	4873890.222	4874144.764	1	0	q
29	42272	52	0	-1	-1	254.5413738	4873635.681	4873890.222	1	0	q
30	39968	49	0	-1	-1	262.8959288	4873372.785	4873635.681	1	0	q
31	39712	49	0	-1	-1	262.8959288	4873109.889	4873372.785	1	0	q
32	39456	49	0	-1	-1	262.8959288	4872846.993	4873109.889	1	0	q
33	39200	49	0	-1	-1	262.8959288	4872584.097	4872846.993	1	0	q
34	38944	49	0	-1	-1	262.8959288	4872321.201	4872584.097	1	0	q
35	38688	49	0	-1	-1	262.8959288	4872058.305	4872321.201	1	0	q
36	38432	49	0	-1	-1	262.8959288	4871795.41	4872058.305	1	0	q
37	38176	49	0	-1	-1	262.8959288	4871425.908	4871795.41	1.405506432	0	q
38	37920	49	0	-1	-1	262.8959288	4870900.116	4871425.908	2	0	q
39	37664	49	0	-1	-1	262.8959288	4870374.324	4870900.116	2	0	q
40	37408	49	0	-1	-1	262.8959288	4869848.532	4870374.324	2	0	q
41	37152	49	0	-1	-1	262.8959288	4869322.74	4869848.532	2	0	q
42	36896	49	0	-1	-1	262.8959288	4868796.948	4869322.74	2	0	q
43	36640	49	0	-1	-1	262.8959288	4868271.156	4868796.948	2	0	q
44	36384	49	0	-1	-1	262.8959288	4867745.365	4868271.156	2	0	q
45	36128	49	0	-1	-1	262.8959288	4867393.015	4867745.365	1.340262014	0	q
46	40992	50	0	-1	-1	262.8959288	4867130.119	4867393.015	1	0	q
47	40736	50	0	-1	-1	262.8959288	4866867.223	4867130.119	1	0	q
48	40480	50	0	-1	-1	262.8959288	4866604.327	4866867.223	1	0	q
49	40224	50	0	-1	-1	262.8959288	4866341.431	4866604.327	1	0	q
50	36120	48	0	-1	-1	143253.4663	4718881.63	4866341.431	1.029362884	0	q
51	36080	46	0	-1	-1	143253.4663	4574576.58	4718881.63	1.007340721	0	q
52	36112	47	0	-1	-1	143253.4663	4431323.114	4574576.58	1	1233.161953	h
